,TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,MVMN_NM,VISIT_MM
3176,a_a001160,A02,a001160,대중교통 등,08
3177,a_a001268,A01,a001268,대중교통 등,08
3178,a_a002003,A03,a002003,대중교통 등,10
3179,a_a009397,A03,a009397,자가용,10
3180,a_a007244,A03,a007244,,10
3181,c_c002786,A03,c002786,자가용,09
3182,a_a000497,A03,a000497,대중교통 등,08
3183,a_a001505,A03,a001505,자가용,08
3184,a_a001495,A03,a001495,자가용,09
3185,a_a010289,A01,a010289,자가용,10
3186,a_a014703,A03,a014703,자가용,10
3187,a_a001256,A03,a001256,자가용,08
3188,a_a010065,A03,a010065,대중교통 등,10
3189,a_a003335,A01,a003335,대중교통 등,10
3190,a_a003108,A03,a003108,자가용,10
3191,a_a006489,A03,a006489,자가용,10
3192,a_a003563,A01,a003563,대중교통 등,10
3193,a_a002271,A01,a002271,대중교통 등,09
3194,a_a003411,A01,a003411,대중교통 등,09
3195,a_a008457,A01,a008457,대중교통 등,10
3196,a_a007638,A03,a007638,,10
3197,a_a002111,A01,a002111,대중교통 등,09
3198,a_a007634,A03,a007634,,10
3199,a_a007716,A03,a007716,자가용,10
