,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,TRAVEL_PURPOSE,TRAVEL_MISSION
477,1903,a_a014216,a014216,수원화성 서북각루,경기 수원시 팔달구 화서동 26-58,30.0,2,0.0,4.0,4.0,4.0,10,A03,대중교통 등,4,2,4,6,5,3,1.0,0.0,0.0,1;3;,1;3;
478,1904,a_a014216,a014216,수원화성 서장대,경기 수원시 팔달구 남창동 55-23,30.0,2,0.0,4.0,4.0,5.0,10,A03,대중교통 등,4,2,4,6,5,3,1.0,0.0,0.0,1;3;,1;3;
479,258,a_a003003,a003003,경복궁,서울 종로구 세종로 1-91,90.0,2,1.0,5.0,5.0,5.0,09,A01,대중교통 등,4,2,4,3,2,6,2.0,0.0,0.0,1;24;26;3;4;,1;24;26;3;4;
480,406,a_a003003,a003003,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,4.0,5.0,5.0,09,A01,대중교통 등,4,2,4,3,2,6,2.0,0.0,0.0,1;24;26;3;4;,1;24;26;3;4;
481,3015,a_a003003,a003003,종묘,서울 종로구 훈정동 1-2,60.0,2,0.0,5.0,5.0,5.0,09,A01,대중교통 등,4,2,4,3,2,6,2.0,0.0,0.0,1;24;26;3;4;,1;24;26;3;4;
482,2324,a_a003003,a003003,여의도한강공원,서울 영등포구 여의도동 85,60.0,1,0.0,4.0,4.0,4.0,09,A01,대중교통 등,4,2,4,3,2,6,2.0,0.0,0.0,1;24;26;3;4;,1;24;26;3;4;
483,258,a_a003003,a003003,경복궁,서울 종로구 세종로 1-91,30.0,2,0.0,3.0,4.0,4.0,09,A01,대중교통 등,4,2,4,3,2,6,2.0,0.0,0.0,1;24;26;3;4;,1;24;26;3;4;
484,1641,a_a001971,a001971,서울어린이대공원 동물원,서울 광진구 능동 18,180.0,6,0.0,5.0,5.0,5.0,09,A01,대중교통 등,5,1,1,1,7,7,1.0,0.0,0.0,1;10;11;22;,1;10;11;22;
485,406,a_a001971,a001971,광장시장,서울 종로구 예지동 2-1,180.0,4,0.0,5.0,5.0,5.0,09,A01,대중교통 등,5,1,1,1,7,7,1.0,0.0,0.0,1;10;11;22;,1;10;11;22;
486,128,a_a005726,a005726,가락동농수산물도매시장 수산시장,서울 송파구 가락동 600,30.0,4,0.0,5.0,5.0,5.0,10,A03,자가용,2,1,7,6,2,7,3.0,0.0,0.0,2;21;22;27;5;,2;21;22;27;5;
487,2177,a_a005726,a005726,안양예술공원,경기 안양시 만안구 석수동 240-17,60.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,1,7,6,2,7,3.0,0.0,0.0,2;21;22;27;5;,2;21;22;27;5;
488,620,a_a001827,a001827,남사화훼집하장,경기 용인시 처인구 남사읍 진목리 191-1,60.0,4,0.0,5.0,4.0,4.0,09,A03,자가용,1,1,1,1,2,5,2.0,0.0,0.0,21;22;24;5;8;,21;22;24;5;8;
489,1933,a_a009822,a009822,숭례문,서울 중구 남대문로4가 29,30.0,2,0.0,4.0,4.0,4.0,10,A03,대중교통 등,6,4,6,4,2,6,1.0,0.0,0.0,11;22;3;6;9;,11;22;3;6;9;
490,613,a_a009822,a009822,남대문시장,서울 중구 남창동 49-1,60.0,4,1.0,4.0,4.0,4.0,10,A03,대중교통 등,6,4,6,4,2,6,1.0,0.0,0.0,11;22;3;6;9;,11;22;3;6;9;
491,3599,a_a009822,a009822,행주산성역사공원,경기 고양시 덕양구 행주외동 145,60.0,1,0.0,4.0,4.0,4.0,10,A03,대중교통 등,6,4,6,4,2,6,1.0,0.0,0.0,11;22;3;6;9;,11;22;3;6;9;
492,2943,a_a009822,a009822,장항습지,경기 고양시 일산동구 장항동 516,30.0,13,0.0,4.0,4.0,4.0,10,A03,대중교통 등,6,4,6,4,2,6,1.0,0.0,0.0,11;22;3;6;9;,11;22;3;6;9;
493,3084,a_a009822,a009822,창덕궁,서울 종로구 와룡동 2-71,90.0,2,0.0,4.0,5.0,4.0,10,A03,대중교통 등,6,4,6,4,2,6,1.0,0.0,0.0,11;22;3;6;9;,11;22;3;6;9;
494,626,a_a009822,a009822,남산골한옥마을,서울 중구 필동2가 84-1,60.0,7,0.0,4.0,3.0,3.0,10,A03,대중교통 등,6,4,6,4,2,6,1.0,0.0,0.0,11;22;3;6;9;,11;22;3;6;9;
495,3762,a_a009822,a009822,화정역광장,경기 고양시 덕양구 화정동 971,30.0,4,1.0,3.0,3.0,3.0,10,A03,대중교통 등,6,4,6,4,2,6,1.0,0.0,0.0,11;22;3;6;9;,11;22;3;6;9;
496,1597,a_a004106,a004106,서울랜드,경기 과천시 막계동 108,330.0,13,1.0,4.0,4.0,4.0,10,A03,자가용,4,2,4,4,2,6,3.0,1.0,0.0,2;22;,2;22;
497,258,a_a014792,a014792,경복궁,서울 종로구 세종로 1-91,120.0,2,0.0,5.0,5.0,5.0,11,A01,대중교통 등,1,4,4,3,5,3,1.0,0.0,0.0,6;,6;
498,807,a_a014792,a014792,더스타갤러리,서울 종로구 관훈동 192-14,30.0,3,0.0,4.0,4.0,4.0,11,A01,대중교통 등,1,4,4,3,5,3,1.0,0.0,0.0,6;,6;
499,1011,a_a014792,a014792,롯데몰 김포공항점,서울 강서구 방화동 886,30.0,4,1.0,4.0,3.0,3.0,11,A01,대중교통 등,1,4,4,3,5,3,1.0,0.0,0.0,6;,6;
500,101,a_a014792,a014792,SH아트홀,서울 종로구 동숭동 1-131,120.0,3,0.0,3.0,2.0,3.0,11,A01,대중교통 등,1,4,4,3,5,3,1.0,0.0,0.0,6;,6;
501,1357,a_a000430,a000430,복골캠프,경기 포천시 일동면 사직리 262-4,210.0,7,1.0,4.0,5.0,4.0,08,A03,자가용,1,2,3,4,5,2,2.0,0.0,0.0,22;28;,22;28;
502,2779,a_a010967,a010967,이태원역교차로,서울 용산구 이태원동,90.0,8,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,1,4,7,7,7,3.0,0.0,0.0,1;22;6;7;9;,1;22;6;7;9;
503,2774,a_a010967,a010967,이태원거리,서울 용산구 이태원동 119-23,120.0,4,0.0,4.0,3.0,4.0,10,A01,대중교통 등,4,1,4,7,7,7,3.0,0.0,0.0,1;22;6;7;9;,1;22;6;7;9;
504,1052,a_a010967,a010967,롯데에비뉴엘 본점,서울 중구 소공동 7,60.0,4,0.0,4.0,5.0,5.0,10,A01,대중교통 등,4,1,4,7,7,7,3.0,0.0,0.0,1;22;6;7;9;,1;22;6;7;9;
505,179,a_a010967,a010967,강남역지하상가,서울 강남구 역삼동 858,60.0,4,1.0,5.0,5.0,5.0,10,A01,대중교통 등,4,1,4,7,7,7,3.0,0.0,0.0,1;22;6;7;9;,1;22;6;7;9;
506,2502,a_a010967,a010967,용산공원 부분개방부지,서울 용산구 서빙고동 235-101,210.0,1,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,1,4,7,7,7,3.0,0.0,0.0,1;22;6;7;9;,1;22;6;7;9;
507,511,a_a010967,a010967,그라운드시소 명동,서울 중구 소공동 7,90.0,4,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,1,4,7,7,7,3.0,0.0,0.0,1;22;6;7;9;,1;22;6;7;9;
508,1692,a_a015292,a015292,석촌호수 동호,서울 송파구 신천동 32,30.0,1,1.0,5.0,5.0,5.0,10,A01,자가용,3,1,6,5,5,5,2.0,0.0,0.0,1;23;,1;23;
509,2305,a_a009683,a009683,엔터식스 왕십리역점,서울 성동구 행당동 168-151,210.0,4,0.0,5.0,5.0,5.0,10,A01,대중교통 등,3,3,2,3,5,4,2.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;
510,2100,a_a009683,a009683,아이뎁스 PC방,서울 용산구 이태원동 127-12,60.0,4,0.0,5.0,5.0,5.0,10,A01,대중교통 등,3,3,2,3,5,4,2.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;
511,629,a_a009683,a009683,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,180.0,1,0.0,5.0,5.0,5.0,10,A01,대중교통 등,3,3,2,3,5,4,2.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;
512,279,a_a009683,a009683,경춘선숲길,서울 노원구 공릉동 320-2,30.0,7,1.0,5.0,5.0,5.0,10,A01,대중교통 등,3,3,2,3,5,4,2.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;
513,3124,a_a009683,a009683,청계천,서울 종로구 서린동 148,30.0,7,0.0,5.0,5.0,5.0,10,A01,대중교통 등,3,3,2,3,5,4,2.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;
514,406,a_a009683,a009683,광장시장,서울 종로구 예지동 2-1,120.0,4,0.0,5.0,5.0,5.0,10,A01,대중교통 등,3,3,2,3,5,4,2.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;
515,2538,a_a002957,a002957,우장산공원산책길,서울 강서구 화곡동,30.0,7,1.0,5.0,5.0,5.0,09,A01,대중교통 등,2,1,7,1,2,3,1.0,0.0,0.0,1;2;21;4;5;,1;2;21;4;5;
516,1011,a_a002957,a002957,롯데몰 김포공항점,서울 강서구 방화동 886,30.0,4,0.0,5.0,5.0,4.0,09,A01,대중교통 등,2,1,7,1,2,3,1.0,0.0,0.0,1;2;21;4;5;,1;2;21;4;5;
517,327,a_a002957,a002957,고척스카이돔,서울 구로구 고척동 63-6,390.0,3,1.0,5.0,5.0,5.0,09,A01,대중교통 등,2,1,7,1,2,3,1.0,0.0,0.0,1;2;21;4;5;,1;2;21;4;5;
518,1627,a_a002957,a002957,서울식물원,서울 강서구 마곡동 727-256,60.0,6,0.0,4.0,4.0,4.0,09,A01,대중교통 등,2,1,7,1,2,3,1.0,0.0,0.0,1;2;21;4;5;,1;2;21;4;5;
519,90,a_a002957,a002957,NC백화점 강서점,서울 강서구 등촌동 689,30.0,4,1.0,4.0,4.0,3.0,09,A01,대중교통 등,2,1,7,1,2,3,1.0,0.0,0.0,1;2;21;4;5;,1;2;21;4;5;
520,3727,a_a015818,a015818,화담숲 곤충생태관,,30.0,1,0.0,4.0,4.0,4.0,11,A03,자가용,3,1,4,6,2,7,1.0,0.0,0.0,1;10;11;6;9;,1;10;11;6;9;
521,342,a_a015818,a015818,곤지암리조트 스파라스파,경기 광주시 도척면 도웅리 540,90.0,6,0.0,4.0,3.0,4.0,11,A03,자가용,3,1,4,6,2,7,1.0,0.0,0.0,1;10;11;6;9;,1;10;11;6;9;
522,3726,a_a015818,a015818,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,0.0,5.0,5.0,5.0,11,A03,자가용,3,1,4,6,2,7,1.0,0.0,0.0,1;10;11;6;9;,1;10;11;6;9;
523,1068,a_a015818,a015818,롯데프리미엄아울렛 이천점,경기 이천시 호법면 단천리 864,60.0,4,0.0,5.0,4.0,4.0,11,A03,자가용,3,1,4,6,2,7,1.0,0.0,0.0,1;10;11;6;9;,1;10;11;6;9;
524,726,a_a002737,a002737,니지모리스튜디오,경기 동두천시 탑동동 885-12,90.0,13,0.0,5.0,4.0,5.0,10,A03,자가용,3,1,6,5,2,4,2.0,0.0,0.0,12;2;22;4;6;,12;2;22;4;6;
525,577,a_a002737,a002737,나리공원,경기 양주시 광사동 731,90.0,1,0.0,5.0,4.0,5.0,10,A03,자가용,3,1,6,5,2,4,2.0,0.0,0.0,12;2;22;4;6;,12;2;22;4;6;
526,2667,a_a002737,a002737,의정부부대찌개거리,경기 의정부시 의정부동 214-45,60.0,4,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,6,5,2,4,2.0,0.0,0.0,12;2;22;4;6;,12;2;22;4;6;
527,3650,a_a006043,a006043,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,90.0,4,1.0,4.0,4.0,4.0,10,A03,,4,2,3,1,6,6,2.0,0.0,0.0,1;22;26;,1;22;26;
528,1966,a_a006043,a006043,스타필드 고양,경기 고양시 덕양구 동산동 370,150.0,4,1.0,4.0,4.0,4.0,10,A03,,4,2,3,1,6,6,2.0,0.0,0.0,1;22;26;,1;22;26;
529,274,a_a006043,a006043,경인항 김포,경기 김포시 고촌읍 전호리 196-1,120.0,8,0.0,5.0,4.0,4.0,10,A03,,4,2,3,1,6,6,2.0,0.0,0.0,1;22;26;,1;22;26;
530,3124,a_a001982,a001982,청계천,서울 종로구 서린동 148,0.0,7,1.0,4.0,4.0,4.0,09,A01,대중교통 등,2,3,5,5,2,3,1.0,0.0,0.0,22;27;3;4;6;,22;27;3;4;6;
531,1649,a_a001982,a001982,서울우리소리박물관,서울 종로구 와룡동 5-9,60.0,2,0.0,4.0,3.0,4.0,09,A01,대중교통 등,2,3,5,5,2,3,1.0,0.0,0.0,22;27;3;4;6;,22;27;3;4;6;
532,3129,a_a001982,a001982,청계천헌책방거리,서울 중구 을지로6가 17,0.0,4,0.0,4.0,3.0,4.0,09,A01,대중교통 등,2,3,5,5,2,3,1.0,0.0,0.0,22;27;3;4;6;,22;27;3;4;6;
533,1600,a_a001982,a001982,서울레코드,서울 종로구 종로3가 169-1,30.0,4,0.0,4.0,4.0,4.0,09,A01,대중교통 등,2,3,5,5,2,3,1.0,0.0,0.0,22;27;3;4;6;,22;27;3;4;6;
534,1413,a_a001982,a001982,북촌마을서재,서울 종로구 계동 135-2,30.0,3,0.0,4.0,4.0,4.0,09,A01,대중교통 등,2,3,5,5,2,3,1.0,0.0,0.0,22;27;3;4;6;,22;27;3;4;6;
535,1418,a_a001982,a001982,북촌한옥마을,서울 종로구 가회동 31-31,30.0,7,0.0,4.0,3.0,3.0,09,A01,대중교통 등,2,3,5,5,2,3,1.0,0.0,0.0,22;27;3;4;6;,22;27;3;4;6;
536,258,a_a001982,a001982,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,4.0,4.0,4.0,09,A01,대중교통 등,2,3,5,5,2,3,1.0,0.0,0.0,22;27;3;4;6;,22;27;3;4;6;
537,1295,a_a005375,a005375,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,3.0,4.0,4.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
538,1887,a_a005375,a005375,수원천,경기 수원시 장안구 연무동 198-29,30.0,8,0.0,5.0,4.0,5.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
539,1906,a_a005375,a005375,수원화성 연무대 관광안내소,경기 수원시 팔달구 매향동 3-32,30.0,2,0.0,5.0,5.0,5.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
540,1884,a_a005375,a005375,수원전통문화관 전통식생활체험관,경기 수원시 팔달구 장안동 11-3,30.0,13,0.0,4.0,3.0,3.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
541,2936,a_a005375,a005375,장안문,경기 수원시 팔달구 장안동 329,30.0,2,0.0,4.0,3.0,3.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
542,3089,a_a005375,a005375,창룡문,경기 수원시 팔달구 남수동,30.0,2,0.0,5.0,4.0,4.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
543,1919,a_a005375,a005375,수원화성박물관,,30.0,2,0.0,3.0,3.0,3.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
544,1911,a_a005375,a005375,수원화성 화서문,경기 수원시 팔달구 장안동 331,30.0,2,0.0,5.0,5.0,5.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
545,1914,a_a005375,a005375,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,0.0,2,0.0,4.0,4.0,5.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
546,3752,a_a005375,a005375,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,5.0,5.0,5.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
547,3589,a_a005375,a005375,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,0.0,5.0,5.0,5.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
548,1914,a_a005375,a005375,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,30.0,2,0.0,5.0,4.0,5.0,10,A03,대중교통 등,6,1,6,3,3,3,2.0,0.0,0.0,13;23;26;3;4;,13;23;26;3;4;
549,2037,a_a004093,a004093,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,150.0,4,1.0,4.0,4.0,4.0,10,A03,자가용,5,3,2,6,4,5,3.0,1.0,0.0,21;27;3;,21;27;3;
550,3370,a_a014234,a014234,펀시티,서울 광진구 화양동 9-93,30.0,6,1.0,5.0,5.0,5.0,10,A01,자가용,7,4,1,4,6,7,2.0,0.0,0.0,1;23;4;7;9;,1;23;4;7;9;
551,3327,a_a014234,a014234,파미에스테이션,서울 서초구 반포동 118-3,30.0,4,1.0,5.0,5.0,5.0,10,A01,자가용,7,4,1,4,6,7,2.0,0.0,0.0,1;23;4;7;9;,1;23;4;7;9;
552,3464,a_a014234,a014234,피카소거리,서울 마포구 서교동,30.0,4,0.0,5.0,5.0,5.0,10,A01,자가용,7,4,1,4,6,7,2.0,0.0,0.0,1;23;4;7;9;,1;23;4;7;9;
553,225,a_a014234,a014234,건대맛의거리,서울 광진구 화양동 6-4,30.0,4,1.0,5.0,5.0,5.0,10,A01,자가용,7,4,1,4,6,7,2.0,0.0,0.0,1;23;4;7;9;,1;23;4;7;9;
554,2303,a_a014234,a014234,엔젤코인노래연습장 건대점,서울 광진구 화양동 5-91,60.0,3,0.0,5.0,5.0,5.0,10,A01,자가용,7,4,1,4,6,7,2.0,0.0,0.0,1;23;4;7;9;,1;23;4;7;9;
555,3726,a_a003371,a003371,화담숲,경기 광주시 도척면 도웅리 산 33,240.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,3,4,3,6,3,6,3.0,0.0,0.0,2;21;22;,2;21;22;
556,2430,a_a004727,a004727,오산천,경기 오산시 은계동,60.0,7,0.0,5.0,5.0,5.0,10,A03,자가용,2,5,2,2,6,3,3.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;
557,535,a_a004727,a004727,금광저수지,경기 안성시 금광면 오흥리,60.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,5,2,2,6,3,3.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;
558,21,a_a001375,a001375,AK& 홍대,서울 마포구 동교동 192-45,90.0,4,0.0,5.0,5.0,5.0,08,A01,대중교통 등,4,1,1,7,2,7,3.0,0.0,0.0,1;2;,1;2;
559,3699,a_a001375,a001375,홍대 ak위드뮤m,,30.0,4,0.0,5.0,5.0,5.0,08,A01,대중교통 등,4,1,1,7,2,7,3.0,0.0,0.0,1;2;,1;2;
560,3458,a_a001375,a001375,피규어프레소 FP점,,30.0,4,0.0,5.0,5.0,5.0,08,A01,대중교통 등,4,1,1,7,2,7,3.0,0.0,0.0,1;2;,1;2;
561,1054,a_a001375,a001375,롯데월드,서울 송파구 잠실동 40-1,330.0,6,0.0,5.0,5.0,5.0,08,A01,대중교통 등,4,1,1,7,2,7,3.0,0.0,0.0,1;2;,1;2;
562,165,a_a001375,a001375,감성교복 롯데월드점,서울 송파구 잠실동 40-1,30.0,6,0.0,5.0,5.0,5.0,08,A01,대중교통 등,4,1,1,7,2,7,3.0,0.0,0.0,1;2;,1;2;
563,270,a_a001375,a001375,경의선책거리,,30.0,4,0.0,4.0,4.0,5.0,08,A01,대중교통 등,4,1,1,7,2,7,3.0,0.0,0.0,1;2;,1;2;
564,2195,a_a001375,a001375,알비,서울 성동구 성수동1가 668-12,30.0,3,0.0,5.0,5.0,5.0,08,A01,대중교통 등,4,1,1,7,2,7,3.0,0.0,0.0,1;2;,1;2;
565,3649,a_a018158,a018158,현대카드 쿠킹라이브러리,서울 강남구 신사동 645-22,90.0,3,1.0,4.0,5.0,4.0,11,A01,,5,4,5,3,3,7,1.0,0.0,0.0,1;22;26;4;,1;22;26;4;
566,1228,a_a002923,a002923,미사경정공원,경기 하남시 덕풍동 15,90.0,1,1.0,4.0,4.0,4.0,09,A03,대중교통 등,5,5,1,5,4,5,2.0,0.0,0.0,1;22;4;,1;22;4;
567,1047,a_a002923,a002923,롯데시네마 하남미사,경기 하남시 덕풍동 831-2,150.0,3,0.0,4.0,4.0,4.0,09,A03,대중교통 등,5,5,1,5,4,5,2.0,0.0,0.0,1;22;4;,1;22;4;
568,2123,a_a002923,a002923,아크앤북 미사현대점,경기 하남시 덕풍동 831-1,30.0,3,0.0,4.0,4.0,4.0,09,A03,대중교통 등,5,5,1,5,4,5,2.0,0.0,0.0,1;22;4;,1;22;4;
569,3617,a_a004930,a004930,헤이리농원,경기 파주시 탄현면 금산리 106-7,150.0,13,0.0,5.0,5.0,5.0,10,A03,자가용,1,1,4,2,5,5,3.0,1.0,0.0,2;21;24;27;5;,2;21;24;27;5;
570,318,a_a004930,a004930,고양어린이박물관,경기 고양시 덕양구 화정동 1003,180.0,2,1.0,5.0,5.0,5.0,10,A03,자가용,1,1,4,2,5,5,3.0,1.0,0.0,2;21;24;27;5;,2;21;24;27;5;
571,1706,a_a014333,a014333,선창수산,경기 화성시 황계동 102-4,30.0,4,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,4,6,1,5,1.0,0.0,0.0,6;4;1;,6;4;1;
572,3786,a_a014333,a014333,효원공원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,4,6,1,5,1.0,0.0,0.0,6;4;1;,6;4;1;
573,1343,a_a014333,a014333,병점역 1호선,경기 화성시 진안동 824-1,0.0,4,1.0,4.0,3.0,3.0,10,A03,대중교통 등,4,6,4,6,1,5,1.0,0.0,0.0,6;4;1;,6;4;1;
574,40,a_a014333,a014333,CGV 수원,경기 수원시 팔달구 매산로1가 18,120.0,3,0.0,5.0,5.0,5.0,10,A03,대중교통 등,4,6,4,6,1,5,1.0,0.0,0.0,6;4;1;,6;4;1;
575,1606,a_a004504,a004504,서울뷰티위크,,150.0,8,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,4,1,5,7,3,2.0,0.0,0.0,13;2;3;4;6;,13;2;3;4;6;
576,546,a_a004504,a004504,기아 디자인 철학 전시 Opposites United,,30.0,3,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,4,1,5,7,3,2.0,0.0,0.0,13;2;3;4;6;,13;2;3;4;6;
577,3124,a_a004504,a004504,청계천,서울 종로구 서린동 148,30.0,1,1.0,4.0,4.0,4.0,10,A01,대중교통 등,4,4,1,5,7,3,2.0,0.0,0.0,13;2;3;4;6;,13;2;3;4;6;
578,3452,a_a004504,a004504,플레이 더월드 강남점,서울 서초구 서초동 1302-38,120.0,6,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,4,1,5,7,3,2.0,0.0,0.0,13;2;3;4;6;,13;2;3;4;6;
579,1596,a_a004504,a004504,서울라이트 DDP,,30.0,8,0.0,4.0,3.0,3.0,10,A01,대중교통 등,4,4,1,5,7,3,2.0,0.0,0.0,13;2;3;4;6;,13;2;3;4;6;
580,1692,a_a004504,a004504,석촌호수 동호,서울 송파구 신천동 32,60.0,1,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,4,1,5,7,3,2.0,0.0,0.0,13;2;3;4;6;,13;2;3;4;6;
581,3082,a_a004504,a004504,창경궁,서울 종로구 와룡동 2-1,270.0,2,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,4,1,5,7,3,2.0,0.0,0.0,13;2;3;4;6;,13;2;3;4;6;
582,232,a_a006304,a006304,경기대학교 서울캠퍼스,서울 서대문구 충정로2가 67-13,30.0,7,0.0,4.0,4.0,3.0,10,A01,,3,2,3,3,3,3,1.0,0.0,0.0,6;11;,6;11;
583,1971,a_a006054,a006054,스타필드 하남,경기 하남시 신장동 45-5,90.0,4,0.0,4.0,3.0,4.0,10,A03,자가용,5,2,5,4,2,3,2.0,0.0,0.0,1;10;2;4;7;,1;10;2;4;7;
584,727,a_a006054,a006054,다산생태공원,경기 남양주시 조안면 능내리 56-9,60.0,1,0.0,5.0,4.0,4.0,10,A03,자가용,5,2,5,4,2,3,2.0,0.0,0.0,1;10;2;4;7;,1;10;2;4;7;
585,239,a_a006254,a006254,경기도어린이박물관,경기 용인시 기흥구 상갈동 496,90.0,2,0.0,5.0,5.0,5.0,10,A03,자가용,4,4,4,4,4,4,3.0,0.0,0.0,6;22;1;,6;22;1;
586,3271,a_a006254,a006254,타임테라스 A블럭,경기 화성시 반송동 96,150.0,4,1.0,5.0,5.0,5.0,10,A03,자가용,4,4,4,4,4,4,3.0,0.0,0.0,6;22;1;,6;22;1;
587,977,a_a006254,a006254,레이크꼬모 동탄,경기 화성시 송동 694,30.0,4,1.0,4.0,4.0,4.0,10,A03,자가용,4,4,4,4,4,4,3.0,0.0,0.0,6;22;1;,6;22;1;
588,2769,a_a006254,a006254,이케아 기흥점,경기 용인시 기흥구 고매동 산 41-7,60.0,4,1.0,3.0,3.0,3.0,10,A03,자가용,4,4,4,4,4,4,3.0,0.0,0.0,6;22;1;,6;22;1;
589,238,a_a006254,a006254,경기도박물관,경기 용인시 기흥구 상갈동 496,90.0,2,0.0,5.0,5.0,5.0,10,A03,자가용,4,4,4,4,4,4,3.0,0.0,0.0,6;22;1;,6;22;1;
590,902,a_a006254,a006254,동탄호수공원,경기 화성시 송동 54-1,60.0,1,1.0,5.0,4.0,4.0,10,A03,자가용,4,4,4,4,4,4,3.0,0.0,0.0,6;22;1;,6;22;1;
591,3549,a_a007381,a007381,한양도성박물관,서울 종로구 종로6가 70-6,30.0,2,0.0,5.0,5.0,5.0,10,A01,,2,1,3,1,1,6,2.0,0.0,0.0,3;4;,3;4;
592,3117,a_a007381,a007381,청계광장,서울 중구 태평로1가 1,120.0,7,1.0,5.0,4.0,4.0,10,A01,,2,1,3,1,1,6,2.0,0.0,0.0,3;4;,3;4;
593,3799,a_a007381,a007381,흥인지문,서울 종로구 종로6가 69,90.0,2,1.0,5.0,5.0,5.0,10,A01,,2,1,3,1,1,6,2.0,0.0,0.0,3;4;,3;4;
594,1571,a_a007381,a007381,서울공예박물관,서울 종로구 안국동 175-112,180.0,2,0.0,5.0,5.0,5.0,10,A01,,2,1,3,1,1,6,2.0,0.0,0.0,3;4;,3;4;
595,597,a_a007381,a007381,낙산공원,서울 종로구 동숭동 산 2-10,30.0,1,0.0,5.0,4.0,5.0,10,A01,,2,1,3,1,1,6,2.0,0.0,0.0,3;4;,3;4;
596,870,a_a007381,a007381,동대문디자인플라자,서울 중구 을지로7가 2-1,60.0,3,0.0,5.0,5.0,5.0,10,A01,,2,1,3,1,1,6,2.0,0.0,0.0,3;4;,3;4;
597,3501,a_a007381,a007381,하이커그라운드,서울 중구 다동 10,30.0,3,0.0,5.0,5.0,5.0,10,A01,,2,1,3,1,1,6,2.0,0.0,0.0,3;4;,3;4;
