,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID
15024,2210280003,a_a008121,경복궁,서울 종로구 세종로 1-91,60.0,13,1.0,5.0,5.0,5.0,10,258
15025,2210280002,a_a013687,AK플라자 AKTown점,경기 수원시 팔달구 매산로1가 18,270.0,4,1.0,5.0,5.0,5.0,10,22
15029,2210160008,a_a006507,다산생태공원,경기 남양주시 조안면 능내리 56-9,30.0,1,0.0,5.0,5.0,5.0,10,727
15033,2210290002,a_a015295,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,60.0,4,1.0,4.0,3.0,3.0,10,2037
15035,2210080002,a_a006487,현대백화점 판교점,경기 성남시 분당구 백현동 541,360.0,4,0.0,4.0,4.0,4.0,10,3638
15037,2210090004,a_a005712,고구려목장,경기 파주시 적성면 어유지리 136,60.0,13,0.0,5.0,5.0,5.0,10,294
15041,2210280003,a_a014226,삼청동거리,서울 종로구 팔판동 67-1,30.0,4,1.0,4.0,4.0,4.0,10,1503
15044,2208120006,a_a000070,밀리오레,서울 중구 을지로6가 18-17,30.0,4,1.0,4.0,4.0,4.0,08,1248
15048,2209100002,a_a001702,허브아일랜드,경기 포천시 신북면 삼정리 517-2,120.0,6,0.0,4.0,4.0,4.0,09,3604
15053,2210090002,a_a003378,밤리단 앤틱거리,,30.0,4,0.0,4.0,2.0,3.0,10,1287
15058,2210220010,a_a007919,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,4.0,3.0,4.0,10,829
15059,2211050005,a_a011521,신포국제시장,인천 중구 신포동 3-2,30.0,4,0.0,4.0,3.0,3.0,11,2048
15064,2209210001,a_a001923,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,1.0,4.0,5.0,5.0,09,3589
15066,2208110005,a_a000136,광화문,서울 종로구 세종로 1-58,30.0,2,0.0,4.0,4.0,4.0,08,414
15068,2210020005,a_a005432,서울공예박물관,서울 종로구 안국동 175-112,30.0,2,0.0,4.0,2.0,3.0,10,1571
15069,2208290004,a_a001127,후암동 일대,,90.0,7,0.0,5.0,3.0,5.0,08,3793
15071,2208240004,a_a000117,국립중앙박물관,서울 용산구 용산동6가 168-6,150.0,2,0.0,5.0,5.0,5.0,08,478
15074,2210020004,a_a004089,웨이브서프,경기 남양주시 화도읍 금남리 123,180.0,6,0.0,5.0,5.0,5.0,10,2595
15079,2210290004,a_a013660,그라운드시소 성수,서울 성동구 성수동2가 280-9,60.0,4,1.0,4.0,4.0,4.0,10,513
15083,2210010006,a_a004864,행주산성공원,경기 고양시 덕양구 행주외동,150.0,1,1.0,5.0,4.0,4.0,10,3598
15085,2210150005,a_a006344,오즈의마법사테마공원,경기 하남시 망월동 1125,30.0,6,0.0,5.0,5.0,5.0,10,2450
15088,2210280007,a_a010967,그라운드시소 명동,서울 중구 소공동 7,90.0,4,0.0,5.0,5.0,5.0,10,511
15093,2210140022,a_a004007,청와대 본관,서울 종로구 세종로 1,30.0,2,0.0,5.0,5.0,5.0,10,3141
15098,2209300005,a_a003447,수원시립 아이파크미술관,경기 수원시 팔달구 신풍동 238-1,60.0,3,0.0,5.0,5.0,5.0,09,1873
15100,2208210004,a_a001027,더현대서울,서울 영등포구 여의도동 22,60.0,4,1.0,4.0,5.0,4.0,08,823
15103,2208220001,a_a000960,루지월드 포천 베어스타운,경기 포천시 내촌면 소학리 274,30.0,13,1.0,4.0,4.0,3.0,08,1074
15110,2210130003,a_a003837,용인어린이상상의숲,경기 용인시 처인구 삼가동 28-6,150.0,6,0.0,4.0,4.0,4.0,10,2522
15116,2210150003,a_a007580,국립현대미술관 과천관,,120.0,3,0.0,4.0,3.0,4.0,10,487
15117,2210220002,a_a010576,문화재청 조선왕릉서부지구관리소 김포장릉,경기 김포시 풍무동 666-3,60.0,2,0.0,4.0,4.0,4.0,10,1208
15118,2210080005,a_a006682,아쿠아필드 하남,경기 하남시 신장동 616,240.0,6,1.0,5.0,5.0,5.0,10,2122
15122,2209170003,a_a001791,소요산,경기 동두천시 상봉암동 산 1-5,120.0,1,0.0,5.0,4.0,4.0,09,1787
15124,2209230003,a_a001774,경강교 인증센터,경기 가평군 가평읍 대곡리 30-4,60.0,13,0.0,5.0,3.0,5.0,09,229
15126,2208260003,a_a000940,프로방스마을,경기 파주시 탄현면 성동리 82-1,60.0,7,0.0,5.0,3.0,5.0,08,3438
15128,2210250004,a_a009689,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,630.0,6,1.0,5.0,5.0,5.0,10,2265
15132,2209230003,a_a001715,제일유황온천,경기 포천시 일동면 화대리 663,90.0,6,1.0,5.0,5.0,5.0,09,3000
15137,2210080006,a_a006074,신라면세점 서울점,서울 중구 장충동2가 202,30.0,4,0.0,5.0,5.0,5.0,10,2014
15139,2210070005,a_a006072,롯데백화점 영등포점,서울 영등포구 영등포동 618-496,30.0,4,0.0,4.0,4.0,4.0,10,1026
15144,2210010003,a_a003219,신세계백화점 본점,서울 중구 충무로1가 52-5,60.0,4,1.0,4.0,4.0,4.0,10,2031
15146,2210220005,a_a005375,수원전통문화관 전통식생활체험관,경기 수원시 팔달구 장안동 11-3,30.0,13,0.0,4.0,3.0,3.0,10,1884
15147,2210020004,a_a002358,롯데시네마 평택비전,경기 평택시 비전동 830-1,150.0,3,0.0,4.0,4.0,4.0,10,1046
15148,2210270002,a_a011558,동대문디자인플라자,서울 중구 을지로7가 2-1,90.0,4,1.0,5.0,5.0,5.0,10,870
15149,2210290002,a_a012198,신세계백화점 본점,서울 중구 충무로1가 52-5,30.0,4,1.0,5.0,5.0,5.0,10,2031
15153,2210160002,a_a005595,드림파크 야생화공원,,120.0,1,0.0,5.0,3.0,3.0,10,931
15155,2210010004,a_a003844,제부도,경기 화성시 서신면 제부리,60.0,1,0.0,4.0,4.0,4.0,10,2987
15156,2210200002,a_a010010,광교호수공원,경기 수원시 영통구 하동 1020,30.0,1,0.0,4.0,4.0,4.0,10,383
15157,2209110007,a_a002055,국립민속박물관,서울 종로구 세종로 1-1,60.0,2,0.0,4.0,4.0,5.0,09,463
15159,2209300007,a_a004145,봄날아트홀,서울 종로구 동숭동 1-153,90.0,3,0.0,4.0,4.0,4.0,09,1363
15160,2209220004,a_a002377,공룡알화석산지 방문자센터,경기 화성시 송산면 고정리,90.0,3,0.0,4.0,3.0,5.0,09,349
15161,2210140011,a_a007658,성수연방,서울 성동구 성수동2가 322-4,30.0,4,0.0,4.0,4.0,4.0,10,1728
15163,2208200001,a_a000902,레고랜드코리아리조트,강원 춘천시 중도동 560-4,240.0,6,1.0,4.0,4.0,4.0,08,973
15165,2211130004,a_a018227,롯데월드 샤롯데씨어터,서울 송파구 잠실동 40-1,270.0,6,0.0,4.0,4.0,5.0,11,1056
15174,2210290004,a_a013744,국립유명산자연휴양림 자생식물원,경기 가평군 설악면 가일리 산 35,60.0,6,0.0,4.0,4.0,4.0,10,476
15176,2210080009,a_a005204,배다리역사문화마을,인천 동구 금곡동,60.0,7,0.0,4.0,4.0,3.0,10,1301
15183,2210190008,a_a003757,박가네빈대떡,서울 종로구 종로5가 138-10,60.0,4,0.0,5.0,5.0,5.0,10,1264
15185,2210140023,a_a004007,국립고궁박물관,서울 종로구 세종로 1-57,30.0,2,0.0,5.0,5.0,5.0,10,452
15187,2208220003,a_a001340,롯데월드아쿠아리움,서울 송파구 신천동 29,120.0,6,0.0,5.0,3.0,4.0,08,1060
15188,2210020003,a_a003450,방화수류정,경기 수원시 팔달구 매향동 151,30.0,1,0.0,5.0,5.0,5.0,10,1295
15192,2208260002,a_a001175,전쟁기념관 어린이박물관,서울 용산구 용산동1가 8,90.0,2,0.0,4.0,2.0,4.0,08,2961
15195,2210260003,a_a011558,아모레 성수,서울 성동구 성수동2가 277-52,60.0,13,0.0,5.0,4.0,5.0,10,2090
15196,2210010002,a_a002290,익선동한옥거리,서울 종로구 익선동,30.0,4,0.0,4.0,4.0,4.0,10,2790
15197,2209270004,a_a002833,광명새빛공원,경기 안양시 만안구 박달동 655,30.0,1,0.0,5.0,4.0,3.0,09,395
15199,2210120005,a_a007346,충무아트센터,서울 중구 흥인동 131,180.0,3,1.0,5.0,5.0,5.0,10,3175
15201,2210030002,a_a003317,더현대서울,서울 영등포구 여의도동 22,60.0,4,0.0,5.0,5.0,5.0,10,823
15202,2210230004,a_a009609,광화문광장,서울 종로구 세종로 1-68,150.0,8,1.0,5.0,5.0,5.0,10,415
15204,2210290004,a_a014948,경의선숲길,서울 마포구 동교동 190-1,60.0,7,0.0,5.0,5.0,5.0,10,268
15206,2211120004,a_a017935,파주놀이구름,경기 파주시 와동동 1412,120.0,3,1.0,5.0,5.0,5.0,11,3337
15208,2210290004,a_a013881,알라딘중고서점 수원점,경기 수원시 팔달구 매산로1가 57-69,60.0,4,0.0,5.0,5.0,5.0,10,2193
15210,2210090005,a_a004721,국립고궁박물관,서울 종로구 세종로 1-57,30.0,2,0.0,4.0,3.0,3.0,10,452
15211,2210020002,a_a005969,산정호수,경기 포천시 영북면 산정리 243-1,30.0,1,0.0,5.0,4.0,5.0,10,1482
15214,2210100005,a_a006551,오이도종합어시장,경기 시흥시 정왕동 2004-3,60.0,4,0.0,4.0,3.0,3.0,10,2448
15216,2210230001,a_a010016,쁘띠프랑스,경기 가평군 청평면 고성리 616-2,90.0,13,0.0,5.0,3.0,4.0,10,1467
15219,2211110004,a_a018016,현대백화점유플렉스 중동점,경기 부천시 중동 1165-2,180.0,4,1.0,4.0,4.0,4.0,11,3642
15225,2210150004,b_b006624,인청항 제 1부두 둘레길,,30.0,7,0.0,4.0,2.0,2.0,10,2860
15226,2210010002,a_a004415,신세계백화점 강남점,서울 서초구 반포동 19-3,60.0,4,1.0,4.0,4.0,4.0,10,2028
15227,2210040005,a_a004370,광화문광장,서울 종로구 세종로 1-68,60.0,8,1.0,5.0,5.0,5.0,10,415
15228,2210290011,a_a010954,여의도한강공원,서울 영등포구 여의도동 85,60.0,1,0.0,4.0,4.0,4.0,10,2324
15229,2210220003,a_a004173,더현대서울,서울 영등포구 여의도동 22,120.0,4,1.0,5.0,5.0,5.0,10,823
15230,2211100007,a_a017544,아이파크몰,서울 용산구 한강로3가 40-999,240.0,4,0.0,5.0,5.0,5.0,11,2105
15231,2210220005,a_a005715,진미통닭,경기 수원시 팔달구 남수동 117-1,60.0,4,0.0,4.0,4.0,4.0,10,3063
15233,2208200002,a_a000954,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,330.0,6,1.0,3.0,3.0,3.0,08,2265
15235,2209240002,a_a001628,피아노폭포,경기 남양주시 화도읍 금남리 산 47-48,60.0,1,0.0,4.0,3.0,4.0,09,3460
15237,2210010004,a_a002612,명동난타극장,서울 중구 명동2가 50-14,120.0,3,0.0,5.0,5.0,5.0,10,1151
15240,2210140004,a_a003927,월미테마파크,인천 중구 북성동1가 98-580,30.0,6,1.0,4.0,4.0,4.0,10,2582
15242,2210300004,a_a012495,몽마르뜨공원,서울 서초구 서초동 산 180-1,60.0,1,0.0,5.0,5.0,5.0,10,1177
15243,2209230002,a_a001999,신세계백화점 타임스퀘어점,서울 영등포구 영등포동4가 434-5,60.0,4,1.0,4.0,4.0,4.0,09,2035
15245,2210150004,a_a005768,아침고요수목원,경기 가평군 상면 행현리 623-3,60.0,1,1.0,4.0,4.0,4.0,10,2113
15248,2210090005,a_a006394,이탈리아마을(피노키오와다빈치),경기 가평군 청평면 고성리 619-1,90.0,6,0.0,4.0,5.0,5.0,10,2770
15249,2209200008,a_a002722,방화수류정,경기 수원시 팔달구 매향동 151,90.0,2,0.0,5.0,5.0,5.0,09,1295
15251,2210230002,a_a006813,롯데월드,서울 송파구 잠실동 40-1,480.0,6,1.0,4.0,4.0,4.0,10,1054
15254,2210010007,a_a004915,일산호수공원,경기 고양시 일산동구 장항동 906,120.0,1,1.0,5.0,5.0,5.0,10,2871
15257,2209280001,a_a002441,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,0.0,3.0,5.0,3.0,09,3358
15259,2210220004,a_a008715,여의도한강공원,서울 영등포구 여의도동 85,240.0,1,0.0,5.0,5.0,5.0,10,2324
15260,2209240005,a_a002581,탑골공원,서울 종로구 종로2가 38-1,60.0,1,0.0,5.0,4.0,4.0,09,3279
15264,2210080004,a_a004132,고양어울림누리 얼음마루,경기 고양시 덕양구 성사동 777,120.0,3,0.0,5.0,5.0,5.0,10,320
15274,2210010002,a_a003782,이케아 기흥점,,210.0,4,0.0,4.0,5.0,5.0,10,2769
15276,2210020003,a_a005493,동화힐링캠프,경기 파주시 파평면 두포리 121-1,150.0,13,1.0,4.0,4.0,4.0,10,906
15280,2209020001,a_a000712,운악망경 제6경,,30.0,7,0.0,4.0,4.0,3.0,09,2544
15282,2209240002,a_a002783,안성남사당 바우덕이풍물단,경기 안성시 보개면 복평리 34-3,210.0,3,0.0,5.0,4.0,5.0,09,2161
15283,2209220003,a_a002720,뚝섬 자벌레 서울생각마루,서울 광진구 자양동 97-5,30.0,3,0.0,5.0,4.0,4.0,09,944
15285,2209030002,a_a000989,동대문디자인플라자(DDP) 동대문역사문화공원,서울 중구 을지로7가 2-1,150.0,3,0.0,5.0,5.0,5.0,09,873
15292,2209170002,a_a001794,방화수류정,경기 수원시 팔달구 매향동 151,60.0,2,0.0,4.0,5.0,5.0,09,1295
15293,2210080002,a_a004909,화담숲,경기 광주시 도척면 도웅리 산 33,300.0,1,1.0,5.0,5.0,5.0,10,3726
15299,2209300005,a_a004088,수원화성 서장대,경기 수원시 팔달구 남창동 55-23,30.0,2,0.0,5.0,5.0,5.0,09,1904
15303,2209040004,a_a000805,서울식물원 주제정원,서울 강서구 마곡동 727-272,60.0,6,0.0,5.0,5.0,5.0,09,1632
15304,2209250007,a_a001671,서울숲,서울 성동구 성수동1가 678-1,60.0,1,1.0,4.0,4.0,4.0,09,1610
15306,2208230008,a_a000557,서울숲,서울 성동구 성수동1가 678-1,60.0,1,0.0,4.0,4.0,5.0,08,1610
15309,2210290005,a_a007496,해피리본소사이어티,경기 안양시 만안구 안양동 1195-63,30.0,4,0.0,4.0,5.0,5.0,10,3577
15313,2210240002,a_a010053,하늘공원,서울 마포구 상암동 481-72,150.0,1,0.0,5.0,5.0,5.0,10,3484
15316,2210160002,a_a003995,죽미령평화공원,경기 오산시 외삼미동 600-1,120.0,1,0.0,4.0,4.0,4.0,10,3032
15318,2210080005,a_a006544,수원통닭거리,경기 수원시 팔달구 남수동 158-2,60.0,4,0.0,3.0,4.0,4.0,10,1891
15320,2211120004,a_a017867,아쿠아필드 하남,경기 하남시 신장동 616,300.0,6,0.0,5.0,5.0,4.0,11,2122
15321,2210190005,a_a006937,홈플러스 오산점,경기 오산시 수청동 610,90.0,4,1.0,5.0,5.0,5.0,10,3688
15324,2209280002,a_a003510,효원공원 월화원,경기 수원시 팔달구 인계동 1117,60.0,1,0.0,5.0,5.0,5.0,09,3787
15329,2210160006,a_a007957,홍대 버스킹광장,,30.0,3,1.0,3.0,3.0,4.0,10,3701
15330,2210210007,a_a006664,제물포구락부,인천 중구 송학동1가 11-1,90.0,13,0.0,5.0,5.0,5.0,10,2986
15332,2210150004,a_a008693,청와대 본관,서울 종로구 세종로 1,90.0,2,1.0,4.0,3.0,3.0,10,3141
15336,2210030001,a_a004700,캐리비안베이,경기 용인시 처인구 포곡읍 유운리 551-1,420.0,6,0.0,5.0,5.0,5.0,10,3203
15340,2209240005,a_a002042,노들섬,서울 용산구 이촌동 302-146,90.0,1,0.0,5.0,5.0,5.0,09,667
15341,2210140013,a_a004007,정금마을,서울 동작구 동작동,0.0,7,1.0,5.0,5.0,5.0,10,2967
15346,2208220006,a_a000399,용추계곡,경남 함양군 안의면 상원리 산 16-3,60.0,1,0.0,5.0,5.0,5.0,08,2526
15352,2210290004,a_a010291,효원공원,경기 수원시 팔달구 인계동 1117,60.0,1,0.0,4.0,3.0,3.0,10,3786
15354,2210240004,a_a009406,보라매공원,서울 동작구 신대방동 722,30.0,1,0.0,4.0,4.0,4.0,10,1346
15356,2210290002,a_a012513,아늑감,경기 수원시 팔달구 신풍동 71,90.0,4,0.0,4.0,4.0,4.0,10,2072
15358,2209030003,a_a001532,송도센트럴파크,인천 연수구 송도동 24-5,60.0,1,0.0,5.0,5.0,5.0,09,1822
15360,2210130006,d_d004427,바람새마을,경기 평택시 고덕면 궁리 505-2,30.0,7,0.0,1.0,2.0,1.0,10,1256
15366,2209180004,a_a002440,난지한강공원(힙합플레이야 2022 페스티벌),,240.0,1,0.0,4.0,2.0,4.0,09,609
15368,2210080003,a_a005702,문래근린공원,서울 영등포구 문래동3가 66,30.0,1,1.0,4.0,4.0,4.0,10,1197
15370,2210030002,a_a003759,신사동가로수길,서울 강남구 신사동 530,30.0,4,1.0,4.0,4.0,4.0,10,2025
15374,2210160002,a_a008261,경복궁,서울 종로구 세종로 1-91,60.0,2,0.0,4.0,4.0,4.0,10,258
15377,2210090003,a_a003803,킨텍스 제1전시장,경기 고양시 일산서구 대화동 2307,60.0,3,1.0,4.0,4.0,4.0,10,3258
15381,2210090003,a_a005133,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,120.0,4,1.0,4.0,5.0,5.0,10,2037
15382,2210310004,a_a008325,광주향교,광주 남구 구동 22-3,30.0,2,0.0,5.0,5.0,5.0,10,412
15384,2211110007,a_a017665,회룡사,경기 의정부시 호원동 산 89-2,30.0,2,0.0,5.0,5.0,5.0,11,3781
15385,2210240004,a_a006940,광희동중앙아시아촌,서울 중구 광희동1가,0.0,4,0.0,5.0,5.0,5.0,10,422
15387,2210150002,a_a006611,수원영동시장,,30.0,4,1.0,4.0,4.0,4.0,10,1881
15389,2210260009,a_a011173,별마당도서관,서울 강남구 삼성동 159-9,30.0,3,1.0,4.0,4.0,4.0,10,1338
15392,2208310003,a_a000939,스타필드 하남,경기 하남시 신장동 45-5,30.0,4,0.0,5.0,5.0,5.0,08,1971
15393,2211130004,a_a017952,낙산공원,서울 종로구 동숭동 산 2-10,90.0,2,0.0,5.0,4.0,4.0,11,597
15394,2209180004,a_a002002,효창공원,서울 용산구 효창동 255,30.0,1,0.0,4.0,4.0,4.0,09,3791
15395,2208200007,a_a001079,숭례문,서울 중구 남대문로4가 29,30.0,2,0.0,4.0,4.0,4.0,08,1933
15396,2208060004,a_a000147,용산공원 부분개방부지,서울 용산구 서빙고동 235-102,60.0,1,0.0,3.0,3.0,3.0,08,2502
15399,2208060001,a_a000030,송도달빛축제공원,인천 연수구 송도동 26-1,660.0,8,0.0,5.0,5.0,5.0,08,1817
15401,2210120002,a_a005669,한국민속촌,경기 용인시 기흥구 보라동 107-1,240.0,6,1.0,5.0,4.0,5.0,10,3527
15403,2209240003,a_a002756,피노키오와다빈치,경기 가평군 청평면 고성리 619-1,120.0,13,0.0,4.0,3.0,4.0,09,3459
15404,2210030002,a_a003124,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,4.0,4.0,4.0,10,406
15405,2209170003,a_a001840,수원역로데오거리,경기 수원시 팔달구 매산로1가 109-1,30.0,4,1.0,3.0,3.0,3.0,09,1879
15410,2210300002,a_a010028,고랑포구역사공원,경기 연천군 장남면 고랑포리 209,150.0,2,0.0,5.0,4.0,5.0,10,295
15414,2210290008,a_a015282,청계중앙공원,경기 화성시 청계동 527,60.0,1,1.0,5.0,5.0,5.0,10,3123
15416,2210010004,a_a003123,대부도,경기 안산시 단원구 대부동동,300.0,13,0.0,5.0,5.0,5.0,10,769
15422,2210080004,a_a005204,인천차이나타운,인천 중구 북성동2가 14,30.0,4,1.0,5.0,5.0,5.0,10,2852
15425,2210010008,a_a004793,노량진컵밥거리,서울 동작구 노량진동 148-87,30.0,4,1.0,4.0,4.0,4.0,10,676
15434,2210080003,a_a005824,롯데마트 이천점,경기 이천시 안흥동 474,60.0,4,0.0,4.0,3.0,3.0,10,1006
15436,2210150004,a_a006809,망원시장,,60.0,4,0.0,5.0,2.0,4.0,10,1118
15440,2210030002,a_a003127,플레이아쿠아리움 부천,경기 부천시 상동 572-1,90.0,6,0.0,5.0,5.0,5.0,10,3454
15444,2209200003,a_a001648,아침고요수목원,경기 가평군 상면 행현리 623-3,90.0,1,0.0,5.0,4.0,4.0,09,2113
15446,2209250005,a_a002258,국립현대미술관 서울관,서울 종로구 소격동 165-10,120.0,3,1.0,5.0,5.0,5.0,09,489
15448,2211040008,a_a015776,고척스카이돔,서울 구로구 고척동 63-6,210.0,5,0.0,5.0,5.0,5.0,11,327
15449,2208310008,a_a000807,롯데월드,서울 송파구 잠실동 40-1,180.0,6,1.0,4.0,4.0,4.0,08,1054
15463,2210030003,a_a005150,노량진수산물도매시장,서울 동작구 노량진동 334,30.0,4,1.0,4.0,4.0,4.0,10,675
15466,2210090003,a_a006688,석파정,서울 종로구 부암동 201,210.0,3,0.0,5.0,5.0,5.0,10,1698
15467,2211130004,a_a017994,올림픽공원,서울 송파구 방이동 88-3,90.0,1,1.0,4.0,4.0,4.0,11,2472
15469,2209230007,a_a001750,현대시티아울렛 동대문점,서울 중구 을지로6가 17-2,60.0,4,0.0,5.0,3.0,3.0,09,3644
15472,2209060002,a_a001474,여의도한강공원,서울 영등포구 여의도동 85,210.0,1,1.0,5.0,5.0,5.0,09,2324
15473,2209300004,a_a003100,송도센트럴파크,인천 연수구 송도동 24-5,30.0,7,0.0,5.0,5.0,5.0,09,1822
15475,2210100005,a_a006326,이마트 왕십리점,서울 성동구 행당동 168-151,30.0,4,0.0,4.0,4.0,4.0,10,2706
15476,2208300005,a_a001310,청계천,서울 종로구 서린동 148,30.0,1,0.0,5.0,5.0,5.0,08,3124
15478,2209160006,a_a002192,엘리펀트플라잉,경기 파주시 탄현면 법흥리 1652-276,30.0,4,0.0,5.0,5.0,5.0,09,2309
15484,2210100006,a_a006659,플러스씨어터,서울 종로구 동숭동 1-144,150.0,3,0.0,4.0,4.0,5.0,10,3451
15486,2210010007,a_a004024,수원화성 미디어아트쇼,,30.0,8,0.0,4.0,4.0,4.0,10,1898
15498,2208210005,a_a000898,도산공원 도산안창호기념관,서울 강남구 신사동 649-9,30.0,2,0.0,5.0,5.0,5.0,08,850
15500,2210120004,a_a007548,DMZ 장단콩두부마을,경기 파주시 탄현면 성동리 279,30.0,7,0.0,4.0,4.0,3.0,10,51
15507,2210300003,a_a014688,인천차이나타운,인천 중구 북성동2가 14,120.0,4,0.0,5.0,5.0,5.0,10,2852
15508,2209280004,a_a003033,수원화성,,120.0,2,0.0,5.0,5.0,5.0,09,1894
15509,2209250007,a_a001992,뚝섬한강공원,서울 광진구 자양동 427-6,90.0,7,1.0,5.0,5.0,5.0,09,947
15521,2210020003,a_a002590,현대백화점 판교점,경기 성남시 분당구 백현동 541,90.0,4,0.0,5.0,5.0,5.0,10,3638
15522,2210170002,a_a008693,해방촌오거리,서울 용산구 용산동2가 1-38,60.0,4,0.0,5.0,5.0,5.0,10,3570
15528,2210030005,a_a004282,공간와디즈,서울 성동구 성수동2가 301-27,30.0,4,0.0,5.0,5.0,5.0,10,348
15529,2208180001,a_a000085,산정호수,경기 포천시 영북면 산정리 243-1,30.0,1,0.0,5.0,5.0,5.0,08,1482
15530,2210220005,a_a006406,소래포구종합어시장,인천 남동구 논현동 680-1,60.0,4,0.0,4.0,4.0,4.0,10,1778
15532,2209270005,a_a003212,63전망대,서울 영등포구 여의도동 60,90.0,3,0.0,4.0,3.0,4.0,09,18
15534,2209090003,a_a001901,효원공원 월화원,경기 수원시 팔달구 인계동 1117,60.0,1,0.0,4.0,4.0,4.0,09,3787
15535,2210020009,a_a002866,창룡문,경기 수원시 팔달구 남수동,0.0,2,0.0,4.0,4.0,4.0,10,3089
15536,2210080005,a_a001879,화성행궁,경기 수원시 팔달구 남창동 6-2,120.0,2,0.0,5.0,5.0,5.0,10,3752
15546,2210280007,a_a006032,와이즈파크,서울 마포구 동교동 166-6,30.0,3,0.0,5.0,5.0,5.0,10,2482
15553,2209300003,a_a004006,임진각 평화누리,경기 파주시 문산읍 마정리 1316,30.0,1,0.0,4.0,4.0,4.0,09,2882
15560,2208270002,a_a001492,노보텔 동대문 루프톱 수영장,,90.0,6,1.0,5.0,5.0,5.0,08,679
15565,2210160004,a_a006798,이태원거리,서울 용산구 이태원동 119-23,120.0,4,0.0,3.0,1.0,2.0,10,2774
15575,2209240008,a_a002889,서대문구 독립문(문화재야행),,60.0,2,1.0,5.0,5.0,5.0,09,1542
15579,2208050009,a_a000104,히든코인싱어 홍대점,서울 마포구 서교동 331-15,60.0,4,0.0,3.0,3.0,3.0,08,3802
15585,2211120006,a_a018089,장수동 은행나무,인천 남동구 장수동 63-2,30.0,1,0.0,4.0,4.0,4.0,11,2932
15591,2208150003,a_a000081,동묘시장,서울 종로구 숭인동 239-9,60.0,4,0.0,5.0,5.0,5.0,08,888
15592,2211060004,a_a014732,화성융릉과건릉,경기 화성시 안녕동 187-1,90.0,2,1.0,5.0,5.0,5.0,11,3750
15593,2210290011,a_a008695,엔피어싱,,30.0,4,0.0,4.0,5.0,5.0,10,2307
15594,2209180001,a_a001765,연천푸르내마을체험관,경기 연천군 청산면 궁평리 549-4,300.0,13,1.0,5.0,5.0,5.0,09,2368
15596,2208300001,d_d000562,유스페이스몰1 A동,경기 성남시 분당구 삼평동 670,30.0,4,0.0,4.0,3.0,3.0,08,2621
15597,2209240002,a_a001674,올림픽공원 88잔디마당,서울 송파구 방이동 88,600.0,1,0.0,1.0,4.0,4.0,09,2473
15598,2210030003,a_a005568,그랜드인터컨티넨탈 서울파르나스,서울 강남구 삼성동 159-8,30.0,3,0.0,5.0,5.0,5.0,10,526
15605,2210290007,a_a011522,석촌호수산책길,서울 송파구 송파동,30.0,7,0.0,5.0,5.0,5.0,10,1695
15606,2211110004,a_a017858,팔달산,경기 수원시 팔달구 남창동 55-24,30.0,1,0.0,5.0,4.0,4.0,11,3360
15609,2209090002,a_a001898,소래역사관,인천 남동구 논현동 680-2,30.0,2,0.0,3.0,1.0,1.0,09,1772
15612,2210300003,a_a005147,인천차이나타운,인천 중구 북성동2가 14,60.0,2,0.0,4.0,4.0,4.0,10,2852
15613,2210080003,a_a006510,발트바우,경기 고양시 덕양구 신원동 444-8,510.0,6,1.0,5.0,5.0,5.0,10,1284
15615,2210150004,a_a006350,생태숲 꽃사슴 방사장,,30.0,13,0.0,2.0,2.0,2.0,10,1531
15616,2210230006,a_a006972,무게로옷집,경기 용인시 기흥구 보정동 1184-6,0.0,4,0.0,3.0,3.0,3.0,10,1180
15617,2211120002,a_a017784,파주프리미엄아울렛,경기 파주시 탄현면 법흥리 1790-8,240.0,4,1.0,5.0,4.0,4.0,11,3347
15619,2210100002,a_a003651,그라운드시소 성수,서울 성동구 성수동2가 280-9,120.0,4,0.0,5.0,5.0,5.0,10,513
15620,2211120002,a_a017684,생선굽는마을,경기 파주시 서패동 345,60.0,7,0.0,4.0,4.0,4.0,11,1530
15624,2210010002,a_a003316,무지개서는마을,경기 가평군 북면 도대리 71,960.0,7,0.0,4.0,4.0,4.0,10,1190
15625,2210300003,a_a011737,벽초지수목원,경기 파주시 광탄면 창만리 166-8,150.0,1,0.0,4.0,4.0,4.0,10,1333
15628,2210050002,a_a004370,청와대 본관,서울 종로구 세종로 1,60.0,2,0.0,5.0,5.0,5.0,10,3141
15629,2211110002,a_a017703,창경궁,서울 종로구 와룡동 2-1,30.0,2,0.0,3.0,4.0,3.0,11,3082
15634,2209250007,a_a003388,수원역전시장 A동,경기 수원시 팔달구 매산로1가 57-3,30.0,4,0.0,1.0,1.0,1.0,09,1880
