,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID
25829,2209300003,a_a003135,화담숲,경기 광주시 도척면 도웅리 산 33,120.0,1,0.0,5.0,5.0,5.0,09,3726
25832,2210040002,a_a004370,덕수궁,서울 중구 정동 5-1,150.0,2,0.0,5.0,5.0,5.0,10,829
25838,2210080003,a_a005215,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,300.0,6,0.0,4.0,4.0,4.0,10,2265
25841,2210220003,a_a007296,동대문디자인플라자(DDP) 어울림광장,서울 중구 을지로7가 143,60.0,8,0.0,4.0,4.0,4.0,10,874
25844,2209260002,a_a002888,한탄강하늘다리,경기 포천시 영북면 대회산리 377,30.0,1,0.0,5.0,5.0,5.0,09,3558
25846,2210300005,a_a015257,뚝섬미술관,서울 성동구 성수동1가 656-1900,30.0,3,0.0,3.0,3.0,3.0,10,945
25847,2210290004,a_a014919,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,4.0,4.0,4.0,10,258
25849,2210030002,a_a003281,리움 하우스웨딩,인천 중구 북성동3가 8-3,120.0,8,0.0,4.0,3.0,4.0,10,1081
25852,2211120005,a_a017977,현대프리미엄아울렛 김포점 회전목마,경기 김포시 고촌읍 전호리 654,30.0,6,1.0,4.0,4.0,4.0,11,3651
25853,2210300004,a_a012515,백운계곡,경기 포천시 이동면 도평리,30.0,1,0.0,4.0,4.0,4.0,10,1315
25863,2208230001,a_a000399,남이섬,강원 춘천시 남산면 방하리 197,90.0,1,0.0,5.0,5.0,5.0,08,644
25865,2210300010,a_a012377,이리로,서울 송파구 문정동 106-8,60.0,4,0.0,4.0,3.0,3.0,10,2682
25868,2210100005,a_a005139,석촌호수 서호,서울 송파구 잠실동 47,0.0,1,1.0,4.0,5.0,5.0,10,1693
25869,2210130007,a_a007325,경동시장,서울 동대문구 제기동 1018,30.0,4,1.0,4.0,4.0,4.0,10,254
25871,2209170005,a_a001900,롯데월드타워,서울 송파구 신천동 29,120.0,13,0.0,5.0,5.0,5.0,09,1061
25873,2210290002,a_a011277,이케아 광명점,경기 광명시 일직동 500,90.0,4,0.0,5.0,4.0,5.0,10,2767
25874,2210010002,a_a004818,율곡습지공원,경기 파주시 파평면 율곡리 190-1,90.0,1,0.0,4.0,3.0,4.0,10,2636
25876,2209230004,a_a001982,북촌마을서재,서울 종로구 계동 135-2,30.0,3,0.0,4.0,4.0,4.0,09,1413
25878,2210220006,a_a006880,덕수궁,서울 중구 정동 5-1,30.0,2,1.0,4.0,3.0,3.0,10,829
25879,2209120003,a_a001965,H&M 송도 트리플 스트릿점,인천 연수구 송도동 170-1,30.0,4,0.0,3.0,2.0,2.0,09,64
25883,2210210006,a_a008269,에이에이플레이스,서울 마포구 동교동 163-20,30.0,4,0.0,4.0,3.0,3.0,10,2288
25885,2208210011,a_a000246,기생충 포토존,서울 종로구 부암동 222,0.0,13,0.0,4.0,2.0,3.0,08,545
25887,2208200001,a_a000203,국립대전현충원,대전 유성구 갑동 산 23-1,60.0,2,0.0,5.0,5.0,5.0,08,462
25888,2210300006,a_a011486,수원팔색길 화성성곽길,경기 수원시 장안구 연무동,60.0,2,0.0,5.0,5.0,5.0,10,1892
25890,2209230005,a_a001982,북촌한옥마을,서울 종로구 가회동 31-31,30.0,7,0.0,4.0,3.0,3.0,09,1418
25891,2210200002,a_a009706,수원화성 팔달문,경기 수원시 팔달구 팔달로2가 138,30.0,2,0.0,4.0,3.0,3.0,10,1909
25899,2209180007,a_a001946,이천시립월전미술관,경기 이천시 관고동 379-1,60.0,3,0.0,5.0,5.0,5.0,09,2762
25903,2210040006,a_a004256,임진강댑싸리공원,경기 연천군 중면 삼곶리 422,30.0,1,0.0,5.0,5.0,5.0,10,2894
25909,2210280004,a_a014724,석촌호수산책길,서울 송파구 송파동,30.0,7,1.0,5.0,4.0,5.0,10,1695
25910,2210020007,a_a003169,홈플러스 일산점,경기 고양시 일산동구 장항동 755,30.0,4,1.0,4.0,4.0,4.0,10,3692
25911,2210260006,a_a011173,별마당도서관,서울 강남구 삼성동 159-9,30.0,3,1.0,5.0,3.0,4.0,10,1338
25912,2210150002,c_c005067,바람새마을,,120.0,7,0.0,5.0,4.0,5.0,10,1256
25920,2210010012,a_a004066,부평4동성당,인천 부평구 부평동 399-7,0.0,2,0.0,5.0,5.0,5.0,10,1392
25925,2210010005,a_a004024,과학동광문구,경기 수원시 팔달구 북수동 332-2,60.0,4,0.0,4.0,3.0,4.0,10,370
25929,2210030006,a_a004051,서울어린이대공원 동물원,서울 광진구 능동 18,30.0,6,0.0,3.0,2.0,3.0,10,1641
25930,2210150003,a_a005652,안성팜랜드,경기 안성시 공도읍 신두리 451,240.0,13,0.0,4.0,4.0,4.0,10,2169
25932,2210170001,a_a003338,대한불교조계종 신륵사,경기 여주시 천송동 282,60.0,2,0.0,3.0,3.0,3.0,10,798
25935,2210060007,a_a005346,이태원거리,서울 용산구 이태원동 119-23,0.0,4,0.0,5.0,3.0,4.0,10,2774
25940,2211110006,a_a018022,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,4.0,4.0,4.0,11,1295
25943,2209260001,a_a002573,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,390.0,6,1.0,5.0,5.0,5.0,09,2265
25945,2210010005,a_a005118,경복궁,서울 종로구 세종로 1-91,60.0,2,1.0,1.0,5.0,5.0,10,258
25947,2210300007,a_a012193,W몰,서울 금천구 가산동 60-27,60.0,4,0.0,4.0,3.0,3.0,10,107
25949,2210090009,a_a006601,블루스퀘어,서울 용산구 한남동 727-56,240.0,3,1.0,5.0,5.0,5.0,10,1440
25951,2209280002,a_a001914,덕수궁,서울 중구 정동 5-1,60.0,2,1.0,5.0,5.0,5.0,09,829
25952,2211120006,a_a017797,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,7,1.0,4.0,3.0,3.0,11,3589
25953,2211120003,a_a018234,두물머리,경기 양평군 양서면 양수리,60.0,1,1.0,5.0,5.0,5.0,11,911
25956,2208270002,a_a000509,고양생태공원,경기 고양시 일산서구 대화동 2330,90.0,1,0.0,2.0,2.0,2.0,08,316
25960,2209250004,a_a003230,IFC몰,서울 영등포구 여의도동 23-1,30.0,4,1.0,5.0,5.0,5.0,09,68
25962,2211100002,a_a018063,이케아 광명점,경기 광명시 일직동 500,90.0,4,0.0,1.0,4.0,4.0,11,2767
25963,2208240003,a_a000936,두물머리,경기 양평군 양서면 양수리,30.0,1,0.0,3.0,2.0,3.0,08,911
25965,2209090001,a_a001851,마포전골목,서울 마포구 공덕동,30.0,4,1.0,4.0,5.0,5.0,09,1106
25970,2208120003,a_a000035,포천 가람누리  문화공원,경기도 포천시 영북면,30.0,1,0.0,5.0,4.0,4.0,08,3410
25975,2209170005,c_c002139,국립중앙박물관,서울 용산구 용산동6가 168-6,90.0,2,1.0,5.0,5.0,5.0,09,478
25981,2208270001,a_a000503,아이파크몰,서울 용산구 한강로3가 40-999,60.0,4,0.0,5.0,5.0,5.0,08,2105
25983,2210010003,a_a003075,구리타워,경기 구리시 토평동 6,60.0,3,0.0,4.0,4.0,4.0,10,435
25986,2210150004,a_a006071,삼거리푸줏간,,90.0,3,0.0,5.0,5.0,5.0,10,1491
25989,2210020009,a_a003563,오늘와인한잔 성수가든점,서울 성동구 성수동2가 316-1,90.0,4,0.0,5.0,5.0,5.0,10,2411
25990,2209290003,a_a001892,동대문디자인플라자,서울 중구 을지로7가 2-1,120.0,3,0.0,5.0,4.0,4.0,09,870
25991,2210160017,a_a003829,인왕산둘레길,서울 종로구 사직동 산 1-25,30.0,7,0.0,5.0,5.0,5.0,10,2813
25992,2209240006,a_a003121,정릉시장,서울 성북구 정릉동 980,30.0,4,0.0,4.0,4.0,4.0,09,2970
25993,2208170007,a_a000314,연천양원리고인돌,경기 연천군 전곡읍 양원리 408-4,30.0,2,0.0,3.0,3.0,3.0,08,2364
26000,2209220007,a_a002222,영등포재래시장,서울 영등포구 영등포동2가 336-2,30.0,4,0.0,3.0,1.0,2.0,09,2381
26001,2209030006,a_a000021,도림천,서울 관악구 신림동 808-1,60.0,7,0.0,3.0,3.0,3.0,09,848
26003,2208230004,a_a000778,송도코마린이스트보트하우스,,30.0,5,0.0,5.0,5.0,5.0,08,1828
26007,2208260004,a_a000477,서울숲 거울연못,서울 성동구 성수동1가 645-2,30.0,7,1.0,4.0,4.0,4.0,08,1611
26011,2210310002,a_a014969,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,0.0,5.0,5.0,5.0,10,1064
26015,2210020008,a_a003449,글리치스튜디오,,120.0,13,0.0,5.0,5.0,5.0,10,534
26017,2210150004,a_a007385,마로니에공원,,30.0,1,1.0,3.0,5.0,5.0,10,1085
26020,2209200004,a_a001953,용문사,경기 양평군 용문면 신점리 625,30.0,2,1.0,5.0,4.0,4.0,09,2492
26026,2210270005,a_a007888,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,60.0,4,0.0,5.0,5.0,4.0,10,1064
26027,2210010006,a_a003421,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,90.0,7,0.0,4.0,4.0,4.0,10,3621
26029,2210300002,a_a011188,소래역사관,인천 남동구 논현동 680-2,30.0,2,0.0,4.0,4.0,4.0,10,1772
26030,2210020005,a_a002636,청와대 영빈관,서울 종로구 세종로 1,30.0,2,0.0,3.0,3.0,4.0,10,3142
26033,2208270004,a_a001383,한국민속촌,경기 용인시 기흥구 보라동 107-1,150.0,6,0.0,5.0,5.0,5.0,08,3527
26035,2210280004,a_a008375,인천종합관광안내소,인천 연수구 송도동 24-7,30.0,13,0.0,5.0,5.0,5.0,10,2850
26038,2211030004,a_a015750,인천대공원 환경미래관,인천 남동구 장수동 233-1,30.0,6,0.0,5.0,5.0,5.0,11,2833
26039,2210280003,a_a012433,평화랜드,경기 파주시 문산읍 마정리 1320-1,30.0,6,0.0,4.0,3.0,4.0,10,3395
26041,2210230005,a_a006034,백범광장,서울 중구 회현동1가 100-115,30.0,1,0.0,5.0,5.0,5.0,10,1313
26042,2208180002,a_a000221,두물머리,경기 양평군 양서면 양수리,90.0,1,1.0,4.0,4.0,4.0,08,911
26053,2210290006,a_a015261,USAG험프리스,,180.0,8,1.0,5.0,5.0,5.0,10,106
26054,2210080008,a_a005720,마포전골목,서울 마포구 공덕동,60.0,4,0.0,5.0,5.0,5.0,10,1106
26058,2210250010,a_a003192,명동거리,서울 중구 명동2가,30.0,4,1.0,3.0,4.0,4.0,10,1148
26062,2209200007,a_a001923,지동벽화마을,경기 수원시 팔달구 지동,30.0,7,0.0,3.0,4.0,3.0,09,3051
26063,2208240003,a_a000111,더현대서울,서울 영등포구 여의도동 22,90.0,4,1.0,5.0,5.0,5.0,08,823
26068,2211120002,a_a018112,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,180.0,4,0.0,1.0,5.0,5.0,11,3650
26069,2208110004,a_a000081,덕수궁돌담길,서울 중구 정동 5-1,30.0,7,0.0,5.0,5.0,5.0,08,834
26075,2210150005,a_a003995,해우재,경기 수원시 장안구 이목동 186-3,30.0,3,0.0,3.0,2.0,3.0,10,3573
26083,2210290001,a_a010333,동두천유아숲체험원,경기 동두천시 탑동동 산 16,90.0,13,1.0,5.0,5.0,5.0,10,881
26084,2210300003,a_a010073,용문사,경기 양평군 용문면 신점리 625,120.0,2,0.0,5.0,5.0,5.0,10,2492
26090,2210030003,a_a005184,리움 하우스웨딩,인천 중구 북성동3가 8-3,150.0,8,0.0,4.0,3.0,3.0,10,1081
26094,2210290003,a_a004999,이촌한강공원,서울 용산구 이촌동 302-17,90.0,1,0.0,5.0,5.0,5.0,10,2764
26095,2209120008,a_a001799,광화문광장,서울 종로구 세종로 1-68,30.0,2,1.0,5.0,5.0,5.0,09,415
26099,2210230002,a_a007618,바람새마을,경기 평택시 고덕면 궁리 505-2,60.0,7,0.0,5.0,4.0,5.0,10,1256
26103,2210200005,a_a003204,파라다이스시티,인천 중구 운서동 2874,30.0,7,0.0,3.0,3.0,3.0,10,3316
26104,2209240004,a_a001945,감악산,경기 파주시 적성면 객현리,60.0,7,0.0,5.0,4.0,5.0,09,166
26110,2210010008,a_a003223,수원화성 서장대,경기 수원시 팔달구 남창동 55-23,30.0,2,1.0,4.0,3.0,3.0,10,1904
26112,2210220005,a_a009609,노스페이스 타임스퀘어점,서울 영등포구 영등포동4가 442,0.0,4,0.0,4.0,4.0,3.0,10,687
26114,2211040004,a_a015837,상암문화광장,서울 마포구 상암동 1604,270.0,4,0.0,5.0,5.0,5.0,11,1517
26117,2209300005,a_a003224,제부도해수욕장,경기 화성시 서신면 제부리,90.0,1,1.0,4.0,4.0,4.0,09,2992
26124,2209280005,a_a002155,화성행궁,,60.0,2,1.0,5.0,5.0,5.0,09,3752
26130,2208310006,a_a000413,청계천,서울 종로구 서린동 148,30.0,1,1.0,5.0,5.0,5.0,08,3124
26131,2210280002,a_a005707,덕수궁 석조전대한제국역사관,서울 중구 정동 5-1,90.0,2,0.0,5.0,5.0,5.0,10,832
26135,2208280001,a_a000729,롯데월드아쿠아리움,서울 송파구 신천동 29,90.0,6,0.0,4.0,4.0,4.0,08,1060
26137,2210270005,a_a010122,강서구청 뒷골목,,60.0,4,0.0,4.0,3.0,3.0,10,188
26141,2209300002,a_a003735,인천향교,인천 미추홀구 문학동 349-2,30.0,2,0.0,5.0,5.0,5.0,09,2856
26150,2211060008,a_a007761,수원팔색길 화성성곽길,경기 수원시 장안구 연무동,30.0,2,0.0,5.0,5.0,5.0,11,1892
26156,2209020005,a_a001162,청평5일시장,경기 가평군 청평면 청평리 81-2,150.0,4,0.0,5.0,5.0,5.0,09,3152
26157,2209120001,a_a001600,북한산국립공원,경기 고양시 덕양구 효자동 산 1-1,60.0,7,0.0,5.0,5.0,5.0,09,1425
26161,2211050003,a_a015771,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,90.0,7,1.0,5.0,5.0,5.0,11,3621
26162,2210280009,a_a005784,트라이보울,인천 연수구 송도동 24-6,0.0,3,0.0,4.0,3.0,4.0,10,3311
26163,2209090008,a_a001901,플라잉수원,경기 수원시 팔달구 지동 261-100,30.0,13,0.0,3.0,3.0,3.0,09,3448
26165,2211120006,a_a018069,회암사지박물관,경기 양주시 율정동 299-1,90.0,2,0.0,4.0,3.0,3.0,11,3783
26166,2210020005,a_a005399,중랑장미공원,서울 중랑구 묵동 375,30.0,1,1.0,5.0,5.0,5.0,10,3040
26172,2210010005,a_a003709,이수아트홀,대전 서구 탄방동 748,90.0,3,1.0,5.0,5.0,5.0,10,2745
26173,2210290010,a_a014234,엔젤코인노래연습장 건대점,서울 광진구 화양동 5-91,60.0,3,0.0,5.0,5.0,5.0,10,2303
26176,2211060001,a_a015837,성수동수제화거리,서울 성동구 성수동2가 289-30,30.0,4,1.0,5.0,5.0,5.0,11,1726
26179,2210290002,a_a011614,을지로노가리골목,서울 중구 을지로3가 95-2,120.0,8,1.0,4.0,4.0,4.0,10,2658
26180,2210010006,a_a003961,창경궁,서울 종로구 와룡동 2-1,60.0,1,0.0,5.0,5.0,5.0,10,3082
26183,2210240001,a_a010502,비스타워커힐 서울,서울 광진구 광장동 22-1,60.0,6,1.0,5.0,5.0,5.0,10,1452
26186,2208280005,a_a001452,고모호수공원,경기 포천시 소흘읍 고모리 678-1,30.0,1,1.0,3.0,3.0,2.0,08,303
26188,2209230005,a_a001638,그랑핸드 도산,서울 강남구 신사동 645-16,30.0,4,0.0,4.0,5.0,5.0,09,515
26196,2211100007,a_a018237,운악산(현등산),경기 포천시 화현면 화현리 산 202,120.0,1,0.0,4.0,4.0,4.0,11,2545
26198,2209170007,a_a002336,국립중앙박물관,서울 용산구 용산동6가 168-6,210.0,2,1.0,4.0,5.0,5.0,09,478
26201,2209200002,a_a002197,리움미술관,서울 용산구 한남동 742-1,60.0,3,0.0,5.0,5.0,5.0,09,1082
26206,2209260001,a_a002019,경의선책거리,서울 마포구 동교동 190-1,30.0,4,0.0,4.0,4.0,5.0,09,270
26207,2208280001,a_a001505,북한강 포시즌 수상레저,강원 춘천시 남산면 방하리 377-1,240.0,5,0.0,4.0,4.0,4.0,08,1421
26208,2210210005,a_a004300,남산둘레길,서울 중구 회현동1가,60.0,7,0.0,5.0,5.0,5.0,10,631
26210,2211110003,a_a017703,창덕궁,서울 종로구 와룡동 2-71,30.0,2,0.0,5.0,5.0,5.0,11,3084
26212,2209250007,a_a002642,금촌통일시장,경기 파주시 금촌동 320-13,30.0,4,0.0,3.0,2.0,3.0,09,543
26217,2210100004,a_a007089,스타필드 안성,경기 안성시 공도읍 진사리 354,150.0,4,0.0,3.0,3.0,3.0,10,1968
26218,2209240004,a_a003046,두산벤처다임,경기 안양시 동안구 평촌동 126-1,30.0,4,0.0,3.0,3.0,3.0,09,916
26221,2210160003,a_a005206,롯데아울렛 고양점,경기 고양시 덕양구 도내동 1003,60.0,4,0.0,5.0,5.0,5.0,10,1048
26224,2210030003,a_a005686,구봉솔숲해수욕장,경기 안산시 단원구 대부북동,30.0,1,0.0,4.0,4.0,3.0,10,439
26232,2208270002,a_a001516,이마트트레이더스 스타필드하남점,경기 하남시 신장동 616,90.0,4,0.0,5.0,5.0,5.0,08,2732
26237,2210010008,a_a004118,장도포대지,인천 남동구 논현동 111-13,30.0,1,0.0,4.0,4.0,4.0,10,2927
26238,2210300005,a_a007971,여의도한강공원,서울 영등포구 여의도동 85,60.0,1,0.0,4.0,4.0,4.0,10,2324
26249,2210160004,a_a007349,부천제일시장,경기 부천시 원종동 300-4,30.0,4,0.0,5.0,5.0,5.0,10,1387
26251,2211120011,a_a017797,AK플라자 AKTown점,경기 수원시 팔달구 매산로1가 18,210.0,4,0.0,4.0,4.0,4.0,11,22
26252,2210230005,a_a008035,남산케이블카,서울 중구 회현동1가 산 1-19,60.0,6,1.0,5.0,5.0,5.0,10,635
26253,2210220007,a_a010249,백남준아트센터,경기 용인시 기흥구 상갈동 496,0.0,3,0.0,5.0,4.0,5.0,10,1310
26255,2210300004,a_a011541,하늘능선근린공원,경기 의정부시 민락동 855,30.0,7,0.0,3.0,3.0,3.0,10,3490
26259,2210290001,d_d004639,국립현대미술관 서울관,서울 종로구 소격동 165-10,150.0,3,0.0,5.0,5.0,5.0,10,489
26260,2208180002,a_a000203,유리섬박물관,경기 안산시 단원구 대부남동 3-13,150.0,2,0.0,5.0,5.0,5.0,08,2615
26262,2210210004,a_a006740,챕터원 한남,서울 용산구 한남동 699-36,30.0,4,0.0,4.0,3.0,3.0,10,3099
26272,2210230004,a_a007831,행주산성,경기 고양시 덕양구 행주내동 65-3,120.0,2,0.0,3.0,3.0,3.0,10,3596
26279,2211010003,a_a016181,니지모리스튜디오,경기 동두천시 탑동동 885-12,360.0,13,0.0,5.0,4.0,5.0,11,726
26280,2210270006,a_a012157,창덕궁 낙선재,서울 종로구 와룡동 2-71,30.0,2,0.0,4.0,3.0,3.0,10,3085
26281,2210290006,a_a009870,웨스턴돔 A동,경기 고양시 일산동구 장항동 867,30.0,4,1.0,4.0,3.0,3.0,10,2589
26282,2210010007,a_a002480,성수동 카페거리,,30.0,4,0.0,4.0,4.0,5.0,10,1723
26285,2209250005,a_a003125,팡팡노래연습장,경기 시흥시 은행동 646-9,120.0,4,1.0,4.0,5.0,4.0,09,3365
26286,2208230001,a_a000445,창경궁,서울 종로구 와룡동 2-1,30.0,2,0.0,5.0,5.0,5.0,08,3082
26296,2210280007,a_a004640,충목단,경기 포천시 소흘읍 무봉리 27,30.0,2,0.0,5.0,5.0,5.0,10,3174
26300,2210080004,a_a003235,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,300.0,6,1.0,5.0,4.0,5.0,10,2265
26305,2210160014,a_a003829,서촌한옥마을,서울 종로구 통의동,30.0,7,1.0,5.0,5.0,5.0,10,1674
26306,2210290012,a_a008695,홍대예술의거리,서울 마포구 서교동,30.0,4,1.0,4.0,4.0,4.0,10,3710
26307,2209130001,a_a001610,레고랜드코리아리조트,강원 춘천시 중도동 560-4,300.0,6,0.0,4.0,3.0,3.0,09,973
26315,2210230003,a_a006521,서해랑 제부도해상케이블카 전곡정류장,경기 화성시 서신면 장외리 618-12,60.0,6,0.0,5.0,5.0,5.0,10,1676
26318,2209240007,a_a003003,경복궁,서울 종로구 세종로 1-91,30.0,2,0.0,3.0,4.0,4.0,09,258
26319,2210120003,d_d004175,스타필드 코엑스몰,서울 강남구 삼성동 159-9,60.0,4,1.0,4.0,5.0,4.0,10,1970
26322,2209200003,a_a002210,곤지암리조트,경기 광주시 도척면 도웅리 533,30.0,13,0.0,5.0,5.0,5.0,09,337
26329,2210290003,a_a011514,창경궁,서울 종로구 와룡동 2-1,60.0,2,0.0,5.0,4.0,4.0,10,3082
26335,2210110005,a_a006536,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,0.0,3.0,3.0,3.0,10,3358
26337,2210020003,a_a002710,철원한탄강 주상절리길,강원 철원군 갈말읍 군탄리 산 78-2,60.0,1,0.0,2.0,3.0,2.0,10,3113
26340,2210220002,a_a008663,수락산,,330.0,1,1.0,5.0,4.0,5.0,10,1843
26341,2209190005,a_a001881,파르나스몰,서울 강남구 삼성동 159-8,30.0,4,1.0,4.0,3.0,4.0,09,3324
26343,2209230002,a_a001715,운주사,경기 포천시 화현면 화현리 1148-13,60.0,2,0.0,4.0,4.0,3.0,09,2548
26344,2210090007,a_a003704,더현대서울,서울 영등포구 여의도동 22,120.0,4,0.0,4.0,4.0,4.0,10,823
26348,2210230008,a_a006034,108하늘계단,서울 용산구 후암동,0.0,7,0.0,5.0,5.0,5.0,10,3
26351,2209140007,a_a002121,롯데마트 서울역점,서울 중구 봉래동2가 122-23,0.0,4,0.0,4.0,3.0,3.0,09,998
26352,2210240004,a_a005589,트니트니어드벤처,경기 가평군 청평면 삼회리 74-1,90.0,6,0.0,5.0,5.0,5.0,10,3310
26355,2210080007,a_a003162,인천수목원,인천 남동구 장수동 산 78,30.0,1,0.0,5.0,5.0,5.0,10,2843
26357,2210190005,a_a009676,국립민속박물관,서울 종로구 세종로 1-1,60.0,2,0.0,5.0,5.0,5.0,10,463
26360,2210220004,a_a007274,잠실종합운동장,서울 송파구 잠실동 10-1,360.0,5,1.0,5.0,5.0,5.0,10,2919
26363,2209060007,a_a001419,광화문광장,서울 종로구 세종로 1-68,30.0,2,0.0,5.0,5.0,5.0,09,415
26364,2210030004,a_a002293,상동호수공원,경기 부천시 상동 549,0.0,1,1.0,5.0,5.0,5.0,10,1508
26366,2210220003,a_a008579,해피초원목장,강원 춘천시 사북면 고탄리 산 50-3,90.0,1,0.0,5.0,4.0,5.0,10,3580
26368,2209240007,a_a003062,스파오 코엑스몰점,서울 강남구 삼성동 159,30.0,4,0.0,5.0,3.0,5.0,09,1979
26369,2210110006,a_a005487,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,4.0,4.0,10,3752
26371,2210100003,a_a006537,수노을중앙공원,경기 화성시 새솔동 83,60.0,1,1.0,5.0,4.0,5.0,10,1840
26374,2210200003,a_a009503,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,0.0,3.0,3.0,3.0,10,3107
26376,2210010002,a_a004145,서울대공원,경기 과천시 막계동 159-1,330.0,6,0.0,5.0,5.0,5.0,10,1578
26380,2210300004,a_a014706,파주프리미엄아울렛,경기 파주시 탄현면 법흥리 1790-8,120.0,4,1.0,5.0,5.0,4.0,10,3347
26381,2210270004,a_a014106,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,3.0,3.0,3.0,10,406
26388,2210010007,a_a004118,소래포구종합어시장,인천 남동구 논현동 680-1,60.0,4,0.0,4.0,4.0,5.0,10,1778
26390,2210210007,a_a007005,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,30.0,4,0.0,3.0,3.0,3.0,10,3652
26393,2211100002,a_a017949,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,30.0,4,1.0,5.0,4.0,4.0,11,3650
26396,2210220006,a_a009643,익선동한옥거리,서울 종로구 익선동,90.0,4,0.0,4.0,3.0,4.0,10,2790
26397,2209240008,a_a002005,숭례문,서울 중구 남대문로4가 29,30.0,2,0.0,5.0,5.0,5.0,09,1933
26405,2209210010,a_a002205,행궁동벽화마을,경기 수원시 팔달구 북수동,30.0,7,0.0,3.0,3.0,3.0,09,3586
26412,2210100001,a_a005989,석촌호수 동호,서울 송파구 신천동 32,30.0,7,0.0,3.0,3.0,3.0,10,1692
26419,2210110004,a_a005487,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,4.0,3.0,3.0,10,1295
26420,2209230004,a_a002222,H&M 용산 아이파크몰점,서울 용산구 한강로3가 40-999,60.0,4,0.0,4.0,4.0,4.0,09,65
26421,2209230004,a_a002201,롯데마트 마석점,경기 남양주시 화도읍 마석우리 255-24,30.0,4,0.0,5.0,5.0,5.0,09,995
26425,2209020001,a_a001338,포천아트밸리,경기 포천시 신북면 기지리 282,60.0,1,0.0,4.0,3.0,2.0,09,3414
26426,2211120004,a_a017808,이마트트레이더스 고양점,경기 고양시 덕양구 동산동 370,30.0,4,1.0,5.0,5.0,5.0,11,2724
26427,2211020008,a_a015110,홈플러스 파주문산점,경기 파주시 문산읍 당동리 880,150.0,4,0.0,4.0,4.0,4.0,11,3694
26428,2210150004,a_a006540,서울 의릉,,60.0,2,0.0,4.0,4.0,4.0,10,1566
26430,2209270003,a_a003397,국립민속박물관,서울 종로구 세종로 1-1,120.0,2,0.0,5.0,4.0,5.0,09,463
26438,2211130003,a_a017704,인천차이나타운,인천 중구 북성동2가 14,90.0,4,0.0,3.0,3.0,3.0,11,2852
26439,2210080006,a_a005861,코스트코 일산점,경기 고양시 일산동구 백석동 1312,30.0,4,0.0,1.0,1.0,1.0,10,3231
26442,2210090002,a_a006166,인천차이나타운,인천 중구 북성동2가 14,30.0,4,1.0,4.0,4.0,4.0,10,2852
26445,2210030006,a_a005655,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,0.0,4,1.0,3.0,3.0,3.0,10,3652
26447,2209230007,a_a001605,이태원클라스촬영지(날개벽화),,0.0,2,0.0,3.0,3.0,3.0,09,2781
26448,2210290003,a_a014724,햇반 쌀창고 팝업스토어,,60.0,13,0.0,5.0,2.0,5.0,10,3581
26452,2211050004,a_a015803,동대문종합시장,서울 종로구 종로6가 270-3,30.0,4,1.0,3.0,4.0,3.0,11,876
26456,2209030002,a_a001549,백남준아트센터,경기 용인시 기흥구 상갈동 496,120.0,3,0.0,4.0,4.0,4.0,09,1310
26472,2210020006,a_a004118,빽투더레트로,인천 중구 중앙동1가 21-2,30.0,4,0.0,3.0,3.0,4.0,10,1464
26473,2210220001,a_a010466,"산천동부군당, 용산성당",,30.0,2,0.0,5.0,3.0,3.0,10,1488
26477,2208200011,a_a000287,예술의전당,서울 서초구 서초동 700,30.0,3,0.0,5.0,4.0,4.0,08,2400
26478,2209300008,a_a004145,낙산공원,서울 종로구 동숭동 산 2-10,30.0,7,0.0,4.0,4.0,4.0,09,597
26480,2210290004,a_a008456,아브뉴프랑 판교,경기 성남시 분당구 삼평동 740,30.0,4,1.0,5.0,5.0,5.0,10,2094
26481,2210300010,a_a010193,월미공원,인천 중구 북성동1가 산 2-1,30.0,1,0.0,4.0,4.0,4.0,10,2570
26482,2210230004,a_a010455,신철원시장,강원 철원군 갈말읍 신철원리 697,30.0,4,0.0,4.0,3.0,4.0,10,2041
