,Unnamed: 0,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,TRAVEL_PURPOSE,TRAVEL_MISSION,RATING,지역 문화예술/공연/전시시설 관람,쇼핑,SNS 인생샷 여행,호캉스 여행,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,유흥/오락(나이트라이프),드라마 촬영지 방문,Well-ness 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),시티투어,지역 축제/이벤트 참가,"야외 스포츠, 레포츠 활동",인플루언서 따라하기 여행,캠핑,온천/스파,교육/체험 프로그램 참가,종교/성지 순례,반려동물 동반 여행
0,0,3438,a_a015688,a015688,프로방스마을,경기 파주시 탄현면 성동리 82-1,60.0,7,1.0,4.0,4.0,4.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;,13.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3621,a_a015688,a015688,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,150.0,7,0.0,4.0,4.0,3.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1070,a_a015688,a015688,롯데프리미엄아울렛 파주점,경기 파주시 문발동 644,90.0,4,1.0,5.0,5.0,5.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;,16.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3059,a_a015688,a015688,지혜의숲,경기 파주시 문발동 524-3,30.0,3,1.0,5.0,5.0,5.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;,16.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,823,a_a000491,a000491,더현대서울,서울 영등포구 여의도동 22,180.0,4,0.0,5.0,5.0,5.0,8,A01,자가용,4,4,4,4,5,7,2.0,0.0,0.0,1;22;23;6;,1;22;23;6;,16.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1754,a_a000491,a000491,세종문화회관,서울 종로구 세종로 81-3,60.0,3,0.0,5.0,5.0,5.0,8,A01,자가용,4,4,4,4,5,7,2.0,0.0,0.0,1;22;23;6;,1;22;23;6;,16.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3546,a_a000491,a000491,한식문화공간이음,서울 종로구 재동 54-5,60.0,13,0.0,5.0,5.0,5.0,8,A01,자가용,4,4,4,4,5,7,2.0,0.0,0.0,1;22;23;6;,1;22;23;6;,16.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,185,a_a000172,a000172,강릉중앙시장,강원 강릉시 성남동 50,30.0,4,0.0,4.0,4.0,4.0,8,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;,13.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3234,a_a000172,a000172,코엑스 아쿠아리움,서울 강남구 삼성동 159,120.0,6,0.0,4.0,4.0,4.0,8,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;,13.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,1118,a_a000172,a000172,망원시장,서울 마포구 망원동 403-6,30.0,4,0.0,3.0,3.0,3.0,8,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1061,a_a000172,a000172,롯데월드타워,서울 송파구 신천동 29,60.0,13,0.0,4.0,3.0,4.0,8,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,1064,a_a000172,a000172,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,0.0,4.0,4.0,4.0,8,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;,13.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,1060,a_a000172,a000172,롯데월드아쿠아리움,서울 송파구 신천동 29,120.0,6,0.0,4.0,4.0,5.0,8,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;,14.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,1438,a_a000172,a000172,브릭캠퍼스 강릉,강원 강릉시 견소동 265-1,60.0,6,0.0,4.0,2.0,2.0,8,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,3124,a_a000554,a000554,청계천,서울 종로구 서린동 148,60.0,7,0.0,4.0,4.0,4.0,8,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;,13.2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,968,a_a000554,a000554,러쉬 롯데백화점 본점,서울 중구 남대문로2가 123,30.0,4,0.0,5.0,5.0,5.0,8,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;,16.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,3578,a_a000554,a000554,해피씨어터,서울 종로구 동숭동 1-60,120.0,3,0.0,5.0,5.0,5.0,8,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;,16.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,406,a_a000554,a000554,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,5.0,5.0,5.0,8,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;,16.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,829,a_a000554,a000554,덕수궁,서울 중구 정동 5-1,60.0,2,0.0,5.0,5.0,5.0,8,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;,16.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,1499,a_a005195,a005195,삼송역 3호선,경기 고양시 덕양구 삼송동 18-5,0.0,7,0.0,3.0,2.0,3.0,10,A03,0,3,5,1,5,5,2,1.0,0.0,0.0,4;21;28;,4;21;28;,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,314,a_a005195,a005195,고양누리길 서삼릉누리길,경기 고양시 덕양구 원당동,120.0,7,0.0,3.0,3.0,3.0,10,A03,0,3,5,1,5,5,2,1.0,0.0,0.0,4;21;28;,4;21;28;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,2990,a_a004298,a004298,제부도 워터워크,경기 화성시 서신면 송교리 377-46,0.0,2,0.0,2.0,3.0,3.0,10,A03,0,2,2,4,3,5,6,2.0,0.0,0.0,12;2;22;,12;2;22;,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,2992,a_a004298,a004298,제부도해수욕장,경기 화성시 서신면 제부리,30.0,1,1.0,4.0,4.0,4.0,10,A03,0,2,2,4,3,5,6,2.0,0.0,0.0,12;2;22;,12;2;22;,13.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,1676,a_a004298,a004298,서해랑 제부도해상케이블카 전곡정류장,경기 화성시 서신면 장외리 618-12,90.0,6,0.0,4.0,4.0,4.0,10,A03,0,2,2,4,3,5,6,2.0,0.0,0.0,12;2;22;,12;2;22;,13.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,2670,a_a018121,a018121,의정부제일시장,경기 의정부시 의정부동 160,60.0,4,0.0,5.0,5.0,5.0,11,A03,0,3,2,3,3,6,4,1.0,0.0,0.0,21;22;24;,21;22;24;,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,2668,a_a018121,a018121,의정부역 행복로,경기 의정부시 의정부동 195-17,60.0,4,1.0,4.0,4.0,4.0,11,A03,0,3,2,3,3,6,4,1.0,0.0,0.0,21;22;24;,21;22;24;,13.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,823,a_a003810,a003810,더현대서울,서울 영등포구 여의도동 22,90.0,3,0.0,5.0,5.0,5.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,823,a_a003810,a003810,더현대서울,서울 영등포구 여의도동 22,60.0,7,0.0,5.0,5.0,5.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,1692,a_a003810,a003810,석촌호수 동호,서울 송파구 신천동 32,30.0,1,0.0,2.0,3.0,3.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,1693,a_a003810,a003810,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,0.0,5.0,4.0,4.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;,14.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,2566,a_a003810,a003810,원효대교북단교차로,서울 용산구 이촌동,90.0,8,0.0,2.0,1.0,3.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,258,a_a000537,a000537,경복궁,서울 종로구 세종로 1-91,30.0,2,1.0,3.0,3.0,3.0,9,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,415,a_a000537,a000537,광화문광장,서울 종로구 세종로 1-68,30.0,2,1.0,4.0,4.0,3.0,9,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,2132,a_a000537,a000537,아트스페이스 이색,서울 종로구 안국동 159-2,0.0,3,0.0,3.0,3.0,2.0,9,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,490,a_a000537,a000537,국립현대미술관 서울관 아트샵,0,0.0,3,1.0,5.0,5.0,5.0,9,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;,16.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,489,a_a000537,a000537,국립현대미술관 서울관,서울 종로구 소격동 165-10,90.0,3,1.0,5.0,4.0,5.0,9,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;,15.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,213,a_a002400,a002400,갤러리아백화점 타임월드점,대전 서구 둔산동 1038,30.0,4,1.0,3.0,3.0,3.0,9,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,1;22;,1;22;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,3787,a_a002400,a002400,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,4.0,4.0,4.0,9,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,1;22;,1;22;,13.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,1881,a_a002400,a002400,수원영동시장,경기 수원시 팔달구 영동 8,30.0,4,0.0,4.0,5.0,5.0,9,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,1;22;,1;22;,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,2906,a_a003071,a003071,자라섬재즈페스티벌,경기 가평군 가평읍 달전리 27,390.0,8,1.0,4.0,3.0,3.0,10,A03,자가용,2,2,6,6,2,2,2.0,0.0,0.0,21;22;5;9;,21;22;5;9;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,3156,a_a003071,a003071,청평호,경기 가평군 설악면 사룡리,30.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,2,6,6,2,2,2.0,0.0,0.0,21;22;5;9;,21;22;5;9;,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,2092,a_a005705,a005705,아모레퍼시픽미술관,서울 용산구 한강로2가 424,60.0,3,0.0,4.0,3.0,4.0,10,A01,대중교통 등,1,1,3,1,6,6,3.0,0.0,0.0,22;4;,22;4;,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,1489,a_a005705,a005705,삼각백빈건널목,서울 용산구 한강로3가 40-1007,60.0,4,1.0,4.0,4.0,4.0,10,A01,대중교통 등,1,1,3,1,6,6,3.0,0.0,0.0,22;4;,22;4;,13.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,1746,a_a000658,a000658,세운전자상가,서울 종로구 장사동 116-4,0.0,2,0.0,4.0,2.0,3.0,9,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,3124,a_a000658,a000658,청계천,서울 종로구 서린동 148,30.0,1,1.0,4.0,5.0,4.0,9,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,2787,a_a000658,a000658,익선동 골목,0,30.0,7,0.0,4.0,4.0,4.0,9,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;,13.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,2549,a_a000658,a000658,운현궁,서울 종로구 운니동 114-10,30.0,2,0.0,4.0,4.0,4.0,9,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;,13.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,2107,a_a017794,a017794,아차산 4보루,경기 구리시 아천동 52-2,30.0,1,0.0,5.0,5.0,5.0,11,A03,0,1,2,1,2,7,5,1.0,0.0,0.0,28;,28;,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,2111,a_a017794,a017794,아차산큰바위얼굴,경기 구리시 아천동,30.0,1,0.0,5.0,5.0,5.0,11,A03,0,1,2,1,2,7,5,1.0,0.0,0.0,28;,28;,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,293,a_a017794,a017794,고구려대장간마을,경기 구리시 아천동 316-47,30.0,7,0.0,5.0,5.0,5.0,11,A03,0,1,2,1,2,7,5,1.0,0.0,0.0,28;,28;,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,615,a_a003557,a003557,남도꽃정원,경기 가평군 가평읍 달전리 산 5-5,30.0,1,0.0,4.0,4.0,3.0,10,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,21;22;26;6;9;,21;22;26;6;9;,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,154,a_a003557,a003557,가평잣고을시장,경기 가평군 가평읍 읍내리 405,30.0,4,0.0,4.0,3.0,3.0,9,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,21;22;26;6;9;,21;22;26;6;9;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,675,a_a003557,a003557,노량진수산물도매시장,서울 동작구 노량진동 334,30.0,4,1.0,4.0,5.0,5.0,9,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,21;22;26;6;9;,21;22;26;6;9;,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,53,1610,a_a004696,a004696,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;,16.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,54,13,a_a004696,a004696,29CM SEONGSU,서울 성동구 성수동2가 302-4,30.0,4,0.0,4.0,4.0,3.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,1610,a_a004696,a004696,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;,16.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,56,2067,a_a004696,a004696,쎈느,서울 성동구 성수동2가 314-2,30.0,4,0.0,4.0,2.0,4.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,80,a_a004696,a004696,LCDC서울,서울 성동구 성수동2가 275-28,30.0,4,0.0,4.0,4.0,4.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;,13.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,58,1136,a_a002054,a002054,메가박스 의정부민락,경기 의정부시 민락동 813-4,180.0,3,0.0,5.0,5.0,5.0,9,A03,자가용,2,4,2,4,4,6,2.0,0.0,0.0,1;2;22;8;,1;2;22;8;,16.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,59,3414,a_a002054,a002054,포천아트밸리,경기 포천시 신북면 기지리 282,30.0,1,1.0,4.0,4.0,4.0,9,A03,자가용,2,4,2,4,4,6,2.0,0.0,0.0,1;2;22;8;,1;2;22;8;,13.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,60,2113,a_a002345,a002345,아침고요수목원,경기 가평군 상면 행현리 623-3,120.0,1,1.0,5.0,5.0,5.0,9,A03,자가용,1,4,4,4,4,3,3.0,0.0,0.0,21;8;,21;8;,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,61,918,a_a000087,a000087,두타.밀리오레,서울특별시 중구 을지로6가,60.0,4,1.0,5.0,5.0,5.0,8,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,1;23;6;,1;,16.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,42,a_a000087,a000087,CGV 용산아이파크몰,서울 용산구 한강로3가 40-999,330.0,3,0.0,5.0,5.0,5.0,8,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,1;23;6;,1;,16.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,1085,a_a000087,a000087,마로니에공원,서울 종로구 동숭동 1-124,150.0,1,1.0,5.0,5.0,5.0,8,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,1;23;6;,1;,16.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,627,a_a014858,a014858,남산공원,서울 중구 예장동 산 5-6,120.0,1,0.0,4.0,3.0,4.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,4;1;9;23;27;26;24;,4;1;9;23;27;26;24;,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,2700,a_a014858,a014858,이마트 수서점,서울 강남구 수서동 724,30.0,4,0.0,5.0,5.0,5.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,4;1;9;23;27;26;24;,4;1;9;23;27;26;24;,16.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,66,2489,a_a014858,a014858,용리단길,서울 용산구 한강로2가 412,30.0,4,0.0,3.0,3.0,4.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,4;1;9;23;27;26;24;,4;1;9;23;27;26;24;,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,1363,a_a000949,a000949,봄날아트홀,서울 종로구 동숭동 1-153,90.0,3,0.0,4.0,4.0,4.0,9,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;,13.2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
