,Unnamed: 0,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,TRAVEL_PURPOSE,TRAVEL_MISSION,RATING,지역 문화예술/공연/전시시설 관람,쇼핑,SNS 인생샷 여행,호캉스 여행,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,유흥/오락(나이트라이프),드라마 촬영지 방문,Well-ness 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),시티투어,지역 축제/이벤트 참가,"야외 스포츠, 레포츠 활동",인플루언서 따라하기 여행,캠핑,온천/스파,교육/체험 프로그램 참가,종교/성지 순례,반려동물 동반 여행
184,184,2861,a_a005200,a005200,인터컨티넨탈 서울코엑스,서울 강남구 삼성동 159,30.0,3,1.0,4.0,5.0,5.0,10,A01,0,6,4,1,4,5,5,1.0,0.0,0.0,1;22;6;9;,1;22;6;9;,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185,1372,a_a005200,a005200,봉은사,서울 강남구 삼성동 73,30.0,2,1.0,4.0,5.0,5.0,10,A01,0,6,4,1,4,5,5,1.0,0.0,0.0,1;22;6;9;,1;22;6;9;,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,186,3233,a_a005200,a005200,코엑스,서울 강남구 삼성동 159,120.0,8,0.0,4.0,4.0,5.0,10,A01,0,6,4,1,4,5,5,1.0,0.0,0.0,1;22;6;9;,1;22;6;9;,14.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,187,3233,a_a005200,a005200,코엑스,서울 강남구 삼성동 159,30.0,8,1.0,5.0,5.0,5.0,10,A01,0,6,4,1,4,5,5,1.0,0.0,0.0,1;22;6;9;,1;22;6;9;,16.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,188,1522,a_a001258,a001258,새마을전통시장,서울 송파구 잠실동 278,60.0,4,0.0,4.0,2.0,4.0,8,A01,대중교통 등,2,2,2,3,2,6,3.0,0.0,0.0,1;2;21;4;9;,1;2;21;4;9;,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,189,2923,a_a001258,a001258,잠실한강공원,서울 송파구 잠실동 1-1,60.0,1,1.0,4.0,5.0,5.0,8,A01,대중교통 등,2,2,2,3,2,6,3.0,0.0,0.0,1;2;21;4;9;,1;2;21;4;9;,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,190,2917,a_a001258,a001258,잠실공원,0,30.0,1,0.0,4.0,4.0,4.0,8,A01,대중교통 등,2,2,2,3,2,6,3.0,0.0,0.0,1;2;21;4;9;,1;2;21;4;9;,13.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,191,2922,a_a001258,a001258,잠실종합운동장 잠실야구장,서울 송파구 잠실동 10-1,240.0,5,1.0,5.0,5.0,5.0,8,A01,대중교통 등,2,2,2,3,2,6,3.0,0.0,0.0,1;2;21;4;9;,1;2;21;4;9;,16.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,192,176,a_a001258,a001258,강남역 스파오,0,60.0,4,0.0,4.0,4.0,4.0,8,A01,대중교통 등,2,2,2,3,2,6,3.0,0.0,0.0,1;2;21;4;9;,1;2;21;4;9;,13.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,193,2924,a_a001258,a001258,잠원한강공원,0,90.0,1,0.0,5.0,5.0,5.0,8,A01,대중교통 등,2,2,2,3,2,6,3.0,0.0,0.0,1;2;21;4;9;,1;2;21;4;9;,16.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,194,3274,a_a010237,a010237,탄도항,경기 안산시 단원구 선감동 717-5,60.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,2,3,6,2,6,3.0,0.0,0.0,2;23;,2;23;,16.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,195,2592,a_a002612,a002612,웨스틴조선 수영장,0,60.0,6,1.0,5.0,5.0,5.0,10,A01,자가용,3,3,3,5,3,5,3.0,1.0,0.0,23;3;4;,23;3;4;,16.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,196,2594,a_a002612,a002612,웨스틴조선호텔 서울 수영장,0,120.0,6,1.0,5.0,5.0,5.0,10,A01,자가용,3,3,3,5,3,5,3.0,1.0,0.0,23;3;4;,23;3;4;,16.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,197,1760,a_a002612,a002612,세종충무공이야기,서울 종로구 세종로 81-3,30.0,3,0.0,4.0,4.0,4.0,10,A01,자가용,3,3,3,5,3,5,3.0,1.0,0.0,23;3;4;,23;3;4;,13.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,198,416,a_a002612,a002612,광화문광장 세종대왕동상,서울 종로구 세종로 1-68,30.0,3,0.0,4.0,4.0,4.0,10,A01,자가용,3,3,3,5,3,5,3.0,1.0,0.0,23;3;4;,23;3;4;,13.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,199,1151,a_a002612,a002612,명동난타극장,서울 중구 명동2가 50-14,120.0,3,0.0,5.0,5.0,5.0,10,A01,자가용,3,3,3,5,3,5,3.0,1.0,0.0,23;3;4;,23;3;4;,16.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,200,1626,a_a002612,a002612,서울시티투어버스,서울 중구 태평로1가 63-1,120.0,13,0.0,5.0,5.0,5.0,10,A01,자가용,3,3,3,5,3,5,3.0,1.0,0.0,23;3;4;,23;3;4;,16.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,201,3766,a_a002612,a002612,환구단,서울 중구 소공동 87-14,0.0,7,0.0,4.0,4.0,4.0,9,A01,자가용,3,3,3,5,3,5,3.0,1.0,0.0,23;3;4;,23;3;4;,13.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,202,1031,a_a002681,a002681,롯데백화점 청량리점,서울 동대문구 전농동 588-1,30.0,4,0.0,4.0,4.0,2.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,203,29,a_a002681,a002681,Apple 가로수길,서울 강남구 신사동 534-19,30.0,4,0.0,3.0,2.0,3.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,204,1564,a_a002681,a002681,서울 선릉과 정릉,서울 강남구 삼성동 131,60.0,2,0.0,5.0,5.0,5.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,16.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,205,489,a_a002681,a002681,국립현대미술관 서울관,서울 종로구 소격동 165-10,90.0,3,0.0,5.0,5.0,5.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,16.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,206,942,a_a002681,a002681,딥티크 가로수길 플래그십스토어,서울 강남구 신사동 536-16,30.0,4,0.0,4.0,3.0,4.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,207,489,a_a002681,a002681,국립현대미술관 서울관,서울 종로구 소격동 165-10,30.0,3,1.0,4.0,4.0,4.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,13.2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,208,1223,a_a002681,a002681,미로미로 홍대점,서울 마포구 서교동 369-44,30.0,4,0.0,3.0,4.0,4.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,209,1186,a_a002681,a002681,무신사스탠다드 홍대,서울 마포구 동교동 162-5,30.0,4,1.0,5.0,5.0,5.0,10,A01,대중교통 등,6,6,5,6,2,2,1.0,0.0,0.0,1;21;3;6;7;,1;21;3;6;7;,16.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,210,2874,a_a000104,a000104,일상비일상의틈,서울 강남구 역삼동 815-5,60.0,13,0.0,4.0,4.0,4.0,8,A01,대중교통 등,7,6,6,6,3,3,2.0,0.0,0.0,1;4;6;7;9;,1;,13.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,211,3802,a_a000104,a000104,히든코인싱어 홍대점,서울 마포구 서교동 331-15,60.0,4,0.0,3.0,3.0,3.0,8,A01,대중교통 등,7,6,6,6,3,3,2.0,0.0,0.0,1;4;6;7;9;,1;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,212,1064,a_a000104,a000104,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,60.0,4,0.0,3.0,3.0,3.0,8,A01,대중교통 등,7,6,6,6,3,3,2.0,0.0,0.0,1;4;6;7;9;,1;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,213,1692,a_a000104,a000104,석촌호수 동호,서울 송파구 신천동 32,30.0,1,0.0,4.0,4.0,4.0,8,A01,대중교통 등,7,6,6,6,3,3,2.0,0.0,0.0,1;4;6;7;9;,1;,13.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,214,3518,a_a001895,a001895,한강중앙공원,경기 김포시 장기동 2001-1,30.0,1,0.0,5.0,5.0,5.0,9,A03,대중교통 등,3,5,2,4,6,7,2.0,0.0,0.0,1;2;21;22;26;,1;2;21;22;26;,16.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
215,215,951,a_a001895,a001895,라베니체 마치에비뉴 2차,경기 김포시 장기동 2026-1,30.0,4,0.0,4.0,4.0,4.0,9,A03,대중교통 등,3,5,2,4,6,7,2.0,0.0,0.0,1;2;21;22;26;,1;2;21;22;26;,13.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,216,538,a_a001895,a001895,금빛수로보트하우스,경기 김포시 장기동 1539,30.0,5,0.0,4.0,5.0,5.0,9,A03,대중교통 등,3,5,2,4,6,7,2.0,0.0,0.0,1;2;21;22;26;,1;2;21;22;26;,15.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,217,3120,a_a008663,a008663,청계산,0,150.0,1,1.0,5.0,3.0,4.0,10,A01,대중교통 등,1,1,4,3,6,5,1.0,0.0,0.0,21;22;24;27;28;,21;22;24;27;28;,13.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,218,2809,a_a008663,a008663,인왕산,서울 종로구 옥인동 산 3-39,240.0,1,0.0,4.0,4.0,5.0,10,A01,대중교통 등,1,1,4,3,6,5,1.0,0.0,0.0,21;22;24;27;28;,21;22;24;27;28;,14.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,219,1429,a_a008663,a008663,북한산둘레길 1구간소나무숲길,서울 강북구 우이동 산 40-1,240.0,7,0.0,4.0,3.0,3.0,10,A01,대중교통 등,1,1,4,3,6,5,1.0,0.0,0.0,21;22;24;27;28;,21;22;24;27;28;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,220,1843,a_a008663,a008663,수락산,0,330.0,1,1.0,5.0,4.0,5.0,10,A01,대중교통 등,1,1,4,3,6,5,1.0,0.0,0.0,21;22;24;27;28;,21;22;24;27;28;,15.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,221,1892,a_a005261,a005261,수원팔색길 화성성곽길,경기 수원시 장안구 연무동,30.0,1,1.0,4.0,4.0,4.0,10,A03,자가용,1,4,6,3,2,6,1.0,0.0,0.0,3;,3;,13.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,222,1909,a_a005261,a005261,수원화성 팔달문,경기 수원시 팔달구 팔달로2가 138,210.0,2,1.0,5.0,5.0,5.0,10,A03,자가용,1,4,6,3,2,6,1.0,0.0,0.0,3;,3;,16.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,223,3741,a_a007221,a007221,화성관광열차안내소 연무대매표소,경기 수원시 팔달구 매향동 3-32,30.0,6,0.0,2.0,2.0,2.0,10,A03,0,2,2,3,3,5,5,1.0,0.0,0.0,2;3;4;,2;3;4;,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,224,3736,a_a007221,a007221,화서공원,경기 수원시 팔달구 화서동 26-35,30.0,7,0.0,4.0,4.0,4.0,10,A03,0,2,2,3,3,5,5,1.0,0.0,0.0,2;3;4;,2;3;4;,13.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,225,4,a_a007221,a007221,12호 소공원,0,30.0,1,0.0,3.0,2.0,2.0,10,A03,0,2,2,3,3,5,5,1.0,0.0,0.0,2;3;4;,2;3;4;,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,226,1890,a_a007221,a007221,수원탑동시민농장,경기 수원시 권선구 탑동 540-2,30.0,13,0.0,4.0,4.0,4.0,10,A03,0,2,2,3,3,5,5,1.0,0.0,0.0,2;3;4;,2;3;4;,13.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,227,1894,a_a007221,a007221,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,0.0,5.0,5.0,4.0,10,A03,0,2,2,3,3,5,5,1.0,0.0,0.0,2;3;4;,2;3;4;,15.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,228,525,a_a001671,a001671,그랜드워커힐서울 컨벤션센터,서울 광진구 광장동 22-1,30.0,3,0.0,3.0,3.0,2.0,9,A01,대중교통 등,2,2,2,1,4,3,1.0,0.0,0.0,1;2;21;22;4;,1;2;21;22;4;,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,229,1015,a_a001671,a001671,롯데백화점 건대스타시티점,서울 광진구 자양동 227-342,30.0,4,0.0,4.0,3.0,3.0,9,A01,대중교통 등,2,2,2,1,4,3,1.0,0.0,0.0,1;2;21;22;4;,1;2;21;22;4;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,230,1610,a_a001671,a001671,서울숲,서울 성동구 성수동1가 678-1,60.0,1,1.0,4.0,4.0,4.0,9,A01,대중교통 등,2,2,2,1,4,3,1.0,0.0,0.0,1;2;21;22;4;,1;2;21;22;4;,13.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,231,1452,a_a001671,a001671,비스타워커힐 서울,서울 광진구 광장동 22-1,90.0,5,0.0,5.0,5.0,5.0,9,A01,대중교통 등,2,2,2,1,4,3,1.0,0.0,0.0,1;2;21;22;4;,1;2;21;22;4;,16.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,232,80,a_a002613,a002613,LCDC서울,서울 성동구 성수동2가 275-28,30.0,4,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,1,4,4,1,7,2.0,0.0,0.0,22;23;26;6;7;,22;23;26;6;7;,16.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
233,233,967,a_a002613,a002613,러쉬 강남역점,서울 서초구 서초동 1305-6,30.0,4,0.0,4.0,3.0,3.0,10,A01,대중교통 등,4,1,4,4,1,7,2.0,0.0,0.0,22;23;26;6;7;,22;23;26;6;7;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,234,1714,a_a002613,a002613,섬세이 테라리움,서울 성동구 성수동1가 668-134,60.0,3,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,1,4,4,1,7,2.0,0.0,0.0,22;23;26;6;7;,22;23;26;6;7;,16.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
235,235,948,a_a002613,a002613,띵굴스토어 성수점,서울 성동구 성수동2가 322-4,30.0,4,0.0,4.0,3.0,3.0,10,A01,대중교통 등,4,1,4,4,1,7,2.0,0.0,0.0,22;23;26;6;7;,22;23;26;6;7;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,236,3615,a_a002613,a002613,헤븐센스 성수연무장점,서울 성동구 성수동2가 310-55,30.0,4,0.0,5.0,4.0,4.0,10,A01,대중교통 등,4,1,4,4,1,7,2.0,0.0,0.0,22;23;26;6;7;,22;23;26;6;7;,14.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
237,237,2553,b_b003037,b003037,워터플레이 수상레저,경기 가평군 가평읍 이화리 32-2,240.0,5,0.0,5.0,5.0,5.0,8,A03,자가용,1,4,1,3,1,7,3.0,0.0,0.0,12;5;,12;5;,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
238,238,2871,a_a002286,a002286,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,0.0,5.0,5.0,5.0,9,A03,자가용,4,4,5,6,2,2,1.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;,16.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,239,2556,a_a002286,a002286,원당시장,경기 고양시 덕양구 성사동 709,30.0,4,0.0,4.0,4.0,4.0,9,A03,자가용,4,4,5,6,2,2,1.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;,13.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,240,1966,a_a002286,a002286,스타필드 고양,경기 고양시 덕양구 동산동 370,60.0,4,0.0,4.0,4.0,3.0,9,A03,자가용,4,4,5,6,2,2,1.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,241,1331,a_a002286,a002286,벨라시타,경기 고양시 일산동구 백석동 1237,30.0,4,0.0,3.0,4.0,4.0,9,A03,자가용,4,4,5,6,2,2,1.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,242,3604,a_a006232,a006232,허브아일랜드,경기 포천시 신북면 삼정리 517-2,150.0,6,0.0,4.0,3.0,5.0,10,A03,자가용,2,1,3,2,6,2,2.0,0.0,0.0,21;3;6;22;24;5;26;27;,21;3;6;22;24;5;26;27;,13.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
243,243,1445,a_a006232,a006232,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,60.0,13,0.0,5.0,3.0,5.0,10,A03,자가용,2,1,3,2,6,2,2.0,0.0,0.0,21;3;6;22;24;5;26;27;,21;3;6;22;24;5;26;27;,14.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
244,244,3755,a_a001840,a001840,화성행궁광장,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,5.0,5.0,5.0,9,A03,대중교통 등,1,7,1,4,4,1,1.0,0.0,0.0,22;3;4;5;6;,22;3;4;5;6;,16.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
245,245,3358,a_a001840,a001840,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,1.0,4.0,4.0,4.0,9,A03,대중교통 등,1,7,1,4,4,1,1.0,0.0,0.0,22;3;4;5;6;,22;3;4;5;6;,13.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,246,3755,a_a001840,a001840,화성행궁광장,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,3.0,3.0,9,A03,대중교통 등,1,7,1,4,4,1,1.0,0.0,0.0,22;3;4;5;6;,22;3;4;5;6;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,1866,a_a001840,a001840,"수원공방거리 ,남문로데오거리",경기 수원시 팔달구 남창동,60.0,4,1.0,5.0,5.0,5.0,9,A03,대중교통 등,1,7,1,4,4,1,1.0,0.0,0.0,22;3;4;5;6;,22;3;4;5;6;,16.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248,3358,a_a001840,a001840,팔달문시장,경기 수원시 팔달구 팔달로3가 32,60.0,4,1.0,4.0,4.0,4.0,9,A03,대중교통 등,1,7,1,4,4,1,1.0,0.0,0.0,22;3;4;5;6;,22;3;4;5;6;,13.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249,249,1879,a_a001840,a001840,수원역로데오거리,경기 수원시 팔달구 매산로1가 109-1,30.0,4,1.0,3.0,3.0,3.0,9,A03,대중교통 등,1,7,1,4,4,1,1.0,0.0,0.0,22;3;4;5;6;,22;3;4;5;6;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
