,TRAVELER_ID,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY
1426,a000736,1,1,3,6,3,5,부모 동반 여행
1427,a002076,6,3,2,5,6,5,나홀로 여행
1428,a001774,1,3,4,2,3,3,나홀로 여행
1429,a004528,4,2,4,4,2,4,3인 이상 여행(가족 외)
1430,a004417,2,1,5,2,1,6,3인 이상 여행(가족 외)
1431,a003064,2,1,5,5,1,7,나홀로 여행
1432,c000877,1,6,6,1,7,6,3인 이상 여행(가족 외)
1433,a005142,2,3,3,4,3,3,자녀 동반 여행
1434,a006034,4,5,3,5,3,6,2인 여행(가족 외)
1435,a009705,2,1,4,5,6,6,나홀로 여행
1436,a002909,2,3,4,5,6,6,2인 여행(가족 외)
1437,a003329,2,4,2,4,6,5,자녀 동반 여행
1438,a007325,2,4,1,1,4,3,나홀로 여행
1439,a006285,6,4,2,4,6,1,2인 여행(가족 외)
1440,a003430,3,1,2,4,7,3,2인 여행(가족 외)
1441,a006644,3,3,2,2,6,5,나홀로 여행
1442,a003907,1,4,5,6,5,5,나홀로 여행
1443,b015090,4,3,1,3,2,6,나홀로 여행
1444,a001756,4,3,4,4,6,2,자녀 동반 여행
1445,a007182,2,4,2,4,5,4,3인 이상 여행(가족 외)
1446,a008109,7,5,2,6,6,3,2인 여행(가족 외)
1447,a002447,2,2,3,3,2,6,나홀로 여행
1448,a002027,1,4,5,3,2,7,3인 이상 여행(가족 외)
1449,a018126,4,7,6,6,6,3,나홀로 여행
1450,a007171,4,1,6,3,5,6,부모 동반 여행
1451,c007425,4,3,5,6,3,6,2인 여행(가족 외)
1452,a004504,4,4,1,5,7,3,2인 여행(가족 외)
1453,a002536,4,2,4,3,3,6,2인 가족 여행
1454,b007029,3,4,3,3,2,5,2인 여행(가족 외)
1455,a002373,2,2,4,4,6,3,3인 이상 여행(가족 외)
1456,a005379,4,6,4,4,6,3,자녀 동반 여행
1457,a002883,3,4,2,5,6,4,2인 여행(가족 외)
1458,a009387,2,3,6,5,5,2,자녀 동반 여행
1459,a001618,4,1,5,4,3,7,나홀로 여행
1460,a003317,7,2,6,6,2,3,나홀로 여행
1461,a014905,5,2,3,3,2,7,나홀로 여행
1462,a002192,2,2,2,2,5,7,나홀로 여행
1463,a005165,3,2,4,6,2,6,2인 여행(가족 외)
1464,a008006,4,3,2,5,7,5,3인 이상 여행(가족 외)
1465,a000962,7,3,3,7,6,3,나홀로 여행
1466,c005067,3,3,4,3,2,6,3인 이상 여행(가족 외)
1467,a017772,3,2,2,2,6,4,나홀로 여행
1468,a004310,6,3,5,6,1,7,나홀로 여행
1469,a003705,3,2,4,4,3,3,나홀로 여행
1470,a007820,2,1,6,7,3,4,자녀 동반 여행
1471,d000959,2,3,5,5,2,4,자녀 동반 여행
1472,a007191,7,2,4,5,4,4,2인 여행(가족 외)
1473,a002786,3,2,6,2,6,6,3인 이상 여행(가족 외)
1474,a006554,1,1,1,1,7,7,2인 가족 여행
1475,a007139,3,3,4,2,3,4,2인 가족 여행
1476,a003130,3,5,1,4,5,3,2인 여행(가족 외)
1477,a013660,3,2,4,4,5,6,나홀로 여행
1478,a007124,2,2,4,2,4,6,나홀로 여행
1479,a015355,4,2,5,3,4,6,나홀로 여행
1480,a008024,2,2,4,2,2,6,2인 여행(가족 외)
1481,a006707,2,3,4,3,4,3,3인 이상 여행(가족 외)
1482,a004421,4,2,2,2,5,2,2인 여행(가족 외)
1483,a006029,2,7,6,6,6,2,자녀 동반 여행
1484,d004095,1,2,3,5,5,7,나홀로 여행
1485,a002183,2,2,4,4,3,2,나홀로 여행
1486,a010425,2,2,7,4,2,5,자녀 동반 여행
1487,a003876,6,1,7,3,1,7,2인 여행(가족 외)
1488,a000807,2,3,6,6,1,4,나홀로 여행
1489,a015371,2,1,5,3,5,5,3인 이상 여행(가족 외)
1490,a003642,4,3,4,3,6,2,2인 여행(가족 외)
1491,a002664,6,6,2,6,2,3,3인 이상 여행(가족 외)
1492,a010065,3,2,6,2,6,3,나홀로 여행
1493,a001879,5,7,7,7,7,2,2인 여행(가족 외)
1494,a005209,7,6,6,6,5,6,나홀로 여행
1495,a007799,3,2,3,2,6,5,나홀로 여행
1496,a017970,1,6,2,4,4,4,나홀로 여행
1497,a014484,4,1,4,2,6,2,자녀 동반 여행
1498,a011587,2,1,3,4,6,7,2인 여행(가족 외)
1499,a007441,1,7,7,1,4,4,나홀로 여행
1500,a006022,1,1,6,2,6,1,2인 여행(가족 외)
1501,a007757,2,7,1,4,4,7,나홀로 여행
1502,a007947,3,5,4,6,4,4,자녀 동반 여행
1503,a002114,1,3,5,2,5,5,3인 이상 여행(가족 외)
1504,a004303,4,3,4,6,7,3,자녀 동반 여행
1505,a006114,2,5,1,4,4,4,부모 동반 여행
1506,a018055,2,2,6,5,2,3,2인 가족 여행
1507,a007327,4,1,2,2,6,2,2인 가족 여행
1508,a004990,3,6,1,6,1,5,2인 가족 여행
1509,a003031,7,4,7,7,7,3,나홀로 여행
1510,a006215,3,2,4,3,4,6,2인 여행(가족 외)
1511,a003016,2,1,1,5,1,3,2인 여행(가족 외)
1512,a005113,2,1,2,2,3,5,나홀로 여행
1513,a017914,2,1,6,4,1,4,2인 여행(가족 외)
1514,a008121,2,1,3,1,2,7,2인 가족 여행
1515,a004256,2,2,3,6,3,4,2인 가족 여행
1516,a002545,3,6,2,6,7,7,3인 이상 여행(가족 외)
1517,a009440,4,1,2,6,6,2,3인 이상 여행(가족 외)
1518,a017662,7,2,1,2,1,7,나홀로 여행
1519,a000504,6,1,4,5,7,3,2인 여행(가족 외)
1520,a007606,3,5,2,6,2,3,2인 가족 여행
1521,a007358,2,2,6,2,3,6,나홀로 여행
1522,a008582,1,2,2,4,6,2,3인 이상 여행(가족 외)
1523,a000221,6,4,3,4,5,4,나홀로 여행
1524,a001103,5,3,6,5,3,6,나홀로 여행
1525,a002936,1,2,2,5,5,5,2인 여행(가족 외)
1526,a006277,3,3,3,3,2,4,2인 여행(가족 외)
1527,a004874,1,1,2,4,7,4,2인 가족 여행
1528,a002292,2,1,2,1,1,6,2인 가족 여행
1529,a005675,1,1,7,7,1,4,자녀 동반 여행
1530,a001278,1,1,4,7,5,6,자녀 동반 여행
1531,a017537,6,4,1,6,6,4,나홀로 여행
1532,a001384,1,7,7,7,7,7,2인 여행(가족 외)
1533,b002933,6,6,2,6,3,6,3인 이상 여행(가족 외)
1534,a008330,4,2,5,4,7,7,3인 이상 여행(가족 외)
1535,a011900,4,4,4,4,4,4,나홀로 여행
1536,a002116,2,1,4,1,6,5,나홀로 여행
1537,a004150,1,7,5,5,5,6,3인 이상 여행(가족 외)
1538,a006032,6,2,5,4,1,7,2인 여행(가족 외)
1539,a003336,4,2,6,3,2,4,나홀로 여행
1540,a011721,7,6,1,4,6,4,3인 이상 여행(가족 외)
1541,a004359,7,6,1,2,1,5,2인 여행(가족 외)
1542,a006443,2,1,7,1,7,7,나홀로 여행
1543,a001729,3,4,4,5,5,5,2인 여행(가족 외)
1544,a010396,4,4,4,4,4,4,2인 여행(가족 외)
1545,a018026,6,6,2,6,2,7,2인 가족 여행
1546,a017601,2,3,2,3,7,2,2인 여행(가족 외)
1547,a007913,1,2,1,1,4,2,나홀로 여행
1548,a003306,1,1,1,4,7,7,자녀 동반 여행
1549,a000493,5,4,2,3,3,7,나홀로 여행
1550,a004570,2,3,5,5,5,6,자녀 동반 여행
1551,a006683,2,2,4,4,3,4,3대 동반 여행(친척 포함)
1552,a005207,2,2,2,2,2,2,2인 여행(가족 외)
1553,a015356,4,3,4,4,1,7,자녀 동반 여행
1554,a007890,2,2,2,6,6,6,2인 가족 여행
1555,a000960,2,3,4,5,6,7,자녀 동반 여행
1556,a005424,2,3,2,5,6,5,자녀 동반 여행
1557,a006213,6,1,5,6,2,7,나홀로 여행
1558,a001805,1,1,1,1,2,5,나홀로 여행
1559,a007167,4,4,4,4,4,4,2인 여행(가족 외)
1560,a001701,1,1,1,4,1,4,2인 가족 여행
1561,a004296,1,2,2,3,1,4,2인 가족 여행
1562,a001549,3,1,4,1,6,5,2인 가족 여행
1563,c000072,6,4,3,4,3,3,나홀로 여행
1564,a007442,2,1,3,2,6,6,2인 여행(가족 외)
1565,a004490,3,2,2,2,7,2,나홀로 여행
1566,a003563,5,2,6,6,6,3,부모 동반 여행
1567,a007629,5,3,2,6,2,7,나홀로 여행
1568,a004076,3,4,5,5,5,3,나홀로 여행
1569,a014536,4,6,2,3,7,6,나홀로 여행
1570,a001502,6,1,6,4,1,7,나홀로 여행
1571,a007639,4,3,2,1,2,1,2인 여행(가족 외)
1572,a013616,1,1,4,4,3,7,2인 여행(가족 외)
1573,a017256,2,2,6,6,7,6,2인 여행(가족 외)
1574,a005524,2,2,5,4,6,5,자녀 동반 여행
1575,a005400,2,1,3,2,2,4,나홀로 여행
1576,a017817,6,2,6,3,2,6,2인 여행(가족 외)
1577,a006280,5,2,3,1,3,7,나홀로 여행
1578,a007261,3,5,4,6,3,5,자녀 동반 여행
1579,a002379,6,1,7,6,1,6,자녀 동반 여행
1580,a011761,4,2,7,5,6,2,나홀로 여행
1581,a001392,6,2,2,1,5,6,나홀로 여행
1582,a015313,6,1,3,2,7,5,2인 여행(가족 외)
1583,d002276,3,2,4,4,5,6,3인 이상 여행(가족 외)
1584,a002568,5,2,3,5,2,5,나홀로 여행
1585,a017913,3,5,3,4,3,3,3대 동반 여행(친척 포함)
1586,a004298,2,2,4,3,5,6,2인 여행(가족 외)
1587,a002820,4,3,2,2,2,6,2인 여행(가족 외)
1588,a000149,2,4,4,4,2,1,2인 가족 여행
1589,a017874,4,3,5,2,5,4,나홀로 여행
1590,a001039,4,3,1,3,4,5,자녀 동반 여행
1591,a017741,4,2,5,4,4,4,나홀로 여행
1592,a001132,4,3,5,5,3,3,나홀로 여행
1593,a004752,3,3,4,3,5,3,3인 이상 여행(가족 외)
1594,a007185,2,4,5,7,2,7,나홀로 여행
1595,a009447,2,6,4,1,2,6,나홀로 여행
1596,a010254,4,2,2,6,2,6,자녀 동반 여행
1597,a006771,2,3,5,2,6,6,나홀로 여행
1598,a000946,1,4,1,1,7,1,2인 여행(가족 외)
1599,a002731,4,4,3,5,1,7,나홀로 여행
1600,a006389,2,2,6,1,2,6,나홀로 여행
1601,a000923,2,4,4,3,5,3,2인 여행(가족 외)
1602,a005474,6,2,4,2,4,2,나홀로 여행
1603,a017965,1,1,7,7,7,1,나홀로 여행
1604,a000866,3,3,3,3,2,2,2인 여행(가족 외)
1605,a001283,1,3,4,6,7,7,나홀로 여행
1606,a006796,4,2,5,5,5,6,2인 여행(가족 외)
1607,a000820,4,4,2,5,4,2,3인 이상 여행(가족 외)
1608,a009609,3,1,5,4,6,4,2인 여행(가족 외)
1609,a018169,1,1,4,2,7,6,2인 여행(가족 외)
1610,a001505,1,1,4,4,5,4,3인 이상 여행(가족 외)
1611,a000910,3,3,3,3,2,6,자녀 동반 여행
1612,a017915,6,6,5,5,2,3,3인 이상 여행(가족 외)
1613,a010571,1,1,2,2,3,4,나홀로 여행
1614,a007821,1,5,1,4,6,6,나홀로 여행
1615,a005271,6,2,6,2,6,2,2인 여행(가족 외)
1616,a005503,3,2,3,4,5,4,2인 여행(가족 외)
1617,a010028,6,2,6,6,2,2,자녀 동반 여행
1618,a006331,4,2,4,4,3,6,나홀로 여행
1619,a017794,1,2,1,2,7,5,나홀로 여행
1620,a003394,2,3,2,6,6,6,나홀로 여행
1621,a011478,6,2,5,2,1,3,2인 여행(가족 외)
1622,a012127,3,1,3,3,1,5,나홀로 여행
1623,a004316,5,4,4,4,3,6,3인 이상 여행(가족 외)
1624,a011803,7,3,4,4,6,2,나홀로 여행
1625,a003305,7,2,3,6,1,7,2인 여행(가족 외)
1626,a004075,4,2,3,4,2,2,2인 여행(가족 외)
1627,a005056,2,4,6,2,7,6,자녀 동반 여행
1628,a001391,1,1,1,1,1,7,나홀로 여행
1629,a002944,2,2,6,3,6,3,2인 여행(가족 외)
1630,a004157,5,2,2,6,6,7,2인 여행(가족 외)
1631,a007334,6,4,2,4,3,5,2인 여행(가족 외)
1632,a002205,3,1,4,5,6,2,나홀로 여행
1633,a001839,1,4,7,4,6,5,3인 이상 여행(가족 외)
1634,a004939,1,7,1,1,1,7,3인 이상 여행(가족 외)
1635,a002106,2,1,2,1,3,3,3인 이상 여행(가족 외)
1636,a018209,3,3,5,3,6,3,자녀 동반 여행
1637,a011203,3,1,6,2,1,7,2인 여행(가족 외)
1638,a005460,3,2,6,2,1,7,2인 여행(가족 외)
1639,a002254,6,3,4,4,6,3,나홀로 여행
1640,a002367,4,5,2,4,5,3,3인 이상 여행(가족 외)
1641,a001567,4,4,5,3,6,4,3인 이상 여행(가족 외)
1642,a004164,2,1,7,5,5,5,2인 여행(가족 외)
1643,a008227,3,5,3,5,6,5,2인 여행(가족 외)
1644,a006750,1,1,7,4,3,7,2인 여행(가족 외)
1645,a007370,3,2,3,5,5,5,2인 여행(가족 외)
1646,a000657,4,4,2,6,5,3,자녀 동반 여행
1647,a007091,2,4,6,5,1,5,2인 여행(가족 외)
1648,a012482,4,2,6,3,4,5,나홀로 여행
1649,a001900,4,2,4,5,4,7,나홀로 여행
1650,a006344,7,4,7,4,7,7,나홀로 여행
1651,a005100,1,3,2,6,6,2,2인 가족 여행
1652,a000678,2,4,2,4,3,2,자녀 동반 여행
1653,a001981,3,1,4,4,2,2,자녀 동반 여행
1654,a005287,2,2,3,3,3,3,2인 가족 여행
1655,a005261,1,4,6,3,2,6,나홀로 여행
1656,a001244,2,1,6,7,1,7,부모 동반 여행
1657,a001990,4,2,3,2,3,2,자녀 동반 여행
1658,a010296,5,5,2,3,1,5,2인 여행(가족 외)
1659,a005682,3,3,3,3,3,5,2인 가족 여행
1660,a001052,4,4,4,4,4,4,3인 이상 여행(가족 외)
1661,a004915,3,1,3,1,5,1,2인 가족 여행
1662,a008027,6,4,5,5,2,5,2인 가족 여행
1663,a007355,1,6,7,4,2,7,2인 여행(가족 외)
1664,d000936,1,1,7,1,2,7,부모 동반 여행
1665,a001896,3,2,6,6,2,6,2인 여행(가족 외)
1666,a001867,3,1,7,2,5,5,나홀로 여행
1667,a018004,3,2,3,3,2,2,나홀로 여행
1668,a006551,2,3,2,5,2,6,2인 여행(가족 외)
1669,a012313,3,3,3,4,4,4,2인 가족 여행
1670,a002745,3,3,3,1,7,4,부모 동반 여행
1671,a001026,4,3,5,6,4,7,3인 이상 여행(가족 외)
1672,a017998,5,3,5,3,5,4,나홀로 여행
1673,a013608,4,4,4,4,7,2,나홀로 여행
1674,a010072,6,7,5,6,6,4,2인 가족 여행
1675,a001624,4,3,2,3,6,4,2인 여행(가족 외)
1676,a002126,2,2,1,3,6,4,3인 이상 여행(가족 외)
1677,a005337,2,5,2,3,3,3,3대 동반 여행(친척 포함)
1678,a017983,4,2,4,3,3,5,나홀로 여행
1679,a014057,2,2,3,4,5,4,자녀 동반 여행
1680,a003236,1,1,4,2,3,4,3대 동반 여행(친척 포함)
1681,a007776,2,2,6,3,7,2,나홀로 여행
1682,a018154,7,4,1,4,1,7,3인 이상 여행(가족 외)
1683,a011517,2,4,3,4,5,7,2인 가족 여행
1684,a017538,3,3,2,4,5,3,2인 여행(가족 외)
1685,c005843,5,5,5,4,5,3,2인 가족 여행
1686,a003704,2,5,5,6,2,6,자녀 동반 여행
1687,a010287,4,3,5,5,5,6,2인 가족 여행
1688,a004632,2,4,1,5,5,5,2인 여행(가족 외)
1689,a001999,2,1,3,2,3,7,나홀로 여행
1690,a009715,2,2,2,6,2,4,나홀로 여행
1691,a007384,4,2,2,4,2,7,나홀로 여행
1692,a007333,3,3,6,3,3,6,2인 여행(가족 외)
1693,a003517,3,5,3,3,3,4,3인 이상 여행(가족 외)
1694,a014876,5,3,4,4,3,7,나홀로 여행
1695,a006408,4,3,4,3,5,5,3인 이상 여행(가족 외)
1696,a007034,3,2,3,4,2,2,자녀 동반 여행
1697,a011104,1,1,5,1,2,7,2인 여행(가족 외)
1698,a009511,2,2,3,4,3,5,2인 여행(가족 외)
1699,a010349,3,2,6,7,5,6,2인 여행(가족 외)
1700,a006989,2,6,2,6,6,6,2인 여행(가족 외)
1701,a009694,2,1,2,4,6,4,2인 여행(가족 외)
1702,a014409,2,2,5,6,2,6,자녀 동반 여행
1703,c005398,4,2,2,3,5,3,3인 이상 여행(가족 외)
1704,a004594,2,6,6,7,2,7,2인 여행(가족 외)
1705,a000740,2,2,2,6,5,5,나홀로 여행
1706,a006552,2,1,1,1,6,7,나홀로 여행
1707,a014792,1,4,4,3,5,3,나홀로 여행
1708,a017982,1,1,5,2,5,4,2인 가족 여행
1709,a000028,6,2,3,2,6,6,3인 이상 여행(가족 외)
1710,a009424,6,4,1,6,6,6,2인 여행(가족 외)
1711,a001264,6,3,5,5,3,3,2인 여행(가족 외)
1712,a012191,2,2,2,2,6,2,나홀로 여행
1713,a018181,3,3,3,4,4,5,2인 여행(가족 외)
1714,a008274,2,2,7,5,2,5,나홀로 여행
1715,a002107,1,5,3,2,3,4,2인 여행(가족 외)
1716,a008460,3,2,5,6,4,3,나홀로 여행
1717,a006557,7,2,3,5,6,3,나홀로 여행
1718,a006002,4,3,4,4,2,4,2인 여행(가족 외)
1719,a014216,4,2,4,6,5,3,나홀로 여행
1720,a009674,2,6,6,7,3,3,나홀로 여행
1721,a001612,3,3,4,2,6,2,나홀로 여행
1722,a000816,2,2,6,4,6,6,3인 이상 여행(가족 외)
1723,a002789,3,1,2,1,2,6,나홀로 여행
1724,a001109,4,1,3,5,3,6,2인 여행(가족 외)
1725,a001546,2,1,2,4,2,6,2인 여행(가족 외)
1726,a002380,6,3,2,3,5,3,2인 여행(가족 외)
1727,a007267,2,2,2,2,2,2,2인 가족 여행
1728,a007642,2,2,6,6,2,6,2인 여행(가족 외)
1729,a001989,4,2,2,4,2,5,나홀로 여행
1730,a006405,4,1,6,6,6,7,나홀로 여행
1731,a006528,3,2,1,2,4,3,2인 가족 여행
1732,a002259,5,4,6,3,7,5,나홀로 여행
1733,a010136,4,3,4,2,2,6,부모 동반 여행
1734,a018084,2,6,2,2,1,6,나홀로 여행
1735,a004398,6,2,5,6,2,6,3인 이상 여행(가족 외)
1736,a009655,7,7,4,7,7,7,나홀로 여행
1737,a002860,2,4,4,4,3,1,2인 여행(가족 외)
1738,a008543,1,6,4,6,6,2,나홀로 여행
1739,a011215,4,1,3,5,3,6,2인 여행(가족 외)
1740,a003275,4,4,4,4,4,4,2인 여행(가족 외)
1741,a017957,1,4,1,2,6,6,3인 이상 여행(가족 외)
1742,a015834,2,1,7,1,1,6,3인 이상 여행(가족 외)
1743,a002881,3,2,3,4,3,6,자녀 동반 여행
1744,a005273,2,2,6,3,3,2,자녀 동반 여행
1745,a006653,2,1,4,4,2,6,나홀로 여행
1746,a010226,4,6,1,6,1,6,나홀로 여행
1747,a001996,5,2,3,5,5,2,나홀로 여행
1748,a005232,4,1,4,7,1,7,자녀 동반 여행
1749,a003082,1,2,1,1,4,3,나홀로 여행
1750,a005676,1,2,6,3,5,6,3대 동반 여행(친척 포함)
1751,a006575,1,1,1,1,4,7,2인 여행(가족 외)
1752,a017846,4,2,4,5,2,5,나홀로 여행
1753,a001164,6,1,3,7,3,7,2인 가족 여행
1754,a003573,4,5,2,5,4,6,3인 이상 여행(가족 외)
1755,a004603,4,4,5,5,5,6,2인 여행(가족 외)
1756,a001187,2,4,2,4,6,2,나홀로 여행
1757,a000633,4,4,3,4,3,6,자녀 동반 여행
1758,a003586,2,2,1,2,2,6,2인 여행(가족 외)
1759,a006725,6,2,1,2,1,7,나홀로 여행
1760,a007165,3,2,4,4,2,6,2인 여행(가족 외)
1761,a013677,2,4,2,1,1,7,자녀 동반 여행
1762,a006394,1,3,1,4,3,6,나홀로 여행
1763,a004540,4,4,4,4,4,4,2인 여행(가족 외)
1764,a002399,1,4,1,2,7,3,3인 이상 여행(가족 외)
1765,a007294,5,4,1,3,1,5,나홀로 여행
1766,a017993,1,1,7,1,7,7,2인 여행(가족 외)
1767,a003125,2,2,4,2,5,6,3인 이상 여행(가족 외)
1768,a007302,4,4,4,5,5,3,2인 가족 여행
1769,a010000,2,6,5,5,4,5,나홀로 여행
1770,a002153,2,4,4,4,2,2,나홀로 여행
1771,a003021,3,1,1,1,1,7,2인 여행(가족 외)
1772,a006019,1,1,1,1,3,3,2인 여행(가족 외)
1773,a002888,2,5,6,6,6,2,자녀 동반 여행
1774,a001828,7,1,1,7,7,7,2인 여행(가족 외)
1775,a002269,1,4,7,4,4,7,자녀 동반 여행
1776,a000237,6,6,5,6,5,6,나홀로 여행
1777,a002902,6,3,6,6,4,7,자녀 동반 여행
1778,a003282,1,2,4,4,3,5,3대 동반 여행(친척 포함)
1779,a003595,5,3,4,4,6,5,2인 여행(가족 외)
1780,a006688,4,5,3,5,6,3,자녀 동반 여행
1781,a016174,1,4,1,4,1,3,나홀로 여행
1782,a015350,2,1,6,2,6,7,2인 여행(가족 외)
1783,a000461,2,3,2,2,6,6,나홀로 여행
1784,a003994,4,1,2,2,2,4,2인 여행(가족 외)
1785,a001603,1,1,1,1,1,4,3인 이상 여행(가족 외)
1786,a004606,2,1,4,1,7,2,2인 가족 여행
1787,a007774,5,1,6,7,1,7,나홀로 여행
1788,a005164,2,3,4,4,3,4,자녀 동반 여행
1789,a008491,3,3,6,5,5,1,나홀로 여행
1790,a003905,7,7,1,4,4,3,나홀로 여행
1791,a012344,1,1,2,1,2,5,나홀로 여행
1792,a005593,5,1,2,5,1,7,나홀로 여행
1793,a003127,2,1,7,2,2,6,나홀로 여행
1794,a018093,6,2,2,3,3,6,2인 여행(가족 외)
1795,a002906,4,5,2,4,5,3,나홀로 여행
1796,a007411,1,4,4,1,1,7,자녀 동반 여행
1797,a017959,3,3,6,6,2,5,자녀 동반 여행
1798,a002084,2,3,3,5,1,7,2인 여행(가족 외)
1799,a006719,2,2,6,2,1,7,나홀로 여행
1800,a004168,5,6,5,5,5,2,2인 여행(가족 외)
1801,a007305,2,2,3,3,5,5,3인 이상 여행(가족 외)
1802,a000323,1,1,1,7,7,1,3인 이상 여행(가족 외)
1803,a005478,2,3,4,5,5,3,3대 동반 여행(친척 포함)
1804,a001992,2,4,1,1,4,6,2인 여행(가족 외)
1805,a015297,4,2,4,4,4,5,나홀로 여행
1806,a018094,3,2,2,2,2,5,2인 여행(가족 외)
1807,a010242,1,1,4,1,1,7,나홀로 여행
1808,a001894,3,4,3,4,6,4,나홀로 여행
1809,a000852,3,1,2,3,4,4,2인 여행(가족 외)
1810,a010489,1,1,6,4,1,7,2인 가족 여행
1811,a017936,2,2,2,2,6,2,2인 가족 여행
1812,a000537,2,1,3,1,3,6,나홀로 여행
1813,a001065,4,2,4,2,1,7,부모 동반 여행
1814,a018110,2,2,6,4,7,6,2인 여행(가족 외)
1815,a009697,5,5,2,2,7,1,2인 여행(가족 외)
1816,a003697,2,2,4,4,2,6,자녀 동반 여행
1817,a006071,2,2,6,5,2,5,3인 이상 여행(가족 외)
1818,a018102,1,2,4,3,3,6,2인 가족 여행
1819,a000715,3,3,4,3,6,5,2인 여행(가족 외)
1820,a005698,2,1,6,2,6,2,나홀로 여행
1821,a004811,1,1,3,4,5,1,3인 이상 여행(가족 외)
1822,a018162,4,2,2,4,3,2,자녀 동반 여행
1823,a009930,1,2,2,3,6,1,2인 가족 여행
1824,a000373,2,2,1,3,6,7,부모 동반 여행
1825,a003135,3,2,3,4,5,4,3인 이상 여행(가족 외)
1826,a005712,2,2,6,3,7,2,3인 이상 여행(가족 외)
1827,a017937,2,2,2,2,2,5,부모 동반 여행
1828,a010052,4,1,2,1,6,7,2인 여행(가족 외)
1829,a002781,3,3,3,5,5,6,2인 여행(가족 외)
1830,a005160,3,6,3,5,2,3,자녀 동반 여행
1831,a007221,2,2,3,3,5,5,나홀로 여행
1832,b008136,4,2,4,6,2,3,2인 가족 여행
1833,b006624,6,2,3,6,6,2,나홀로 여행
1834,a000982,2,2,6,6,6,6,자녀 동반 여행
1835,a008746,1,1,3,1,6,4,2인 여행(가족 외)
1836,a003353,1,1,1,2,2,7,나홀로 여행
1837,a010227,2,2,2,5,6,5,2인 여행(가족 외)
1838,a005647,2,3,6,6,2,2,2인 가족 여행
1839,a002896,1,2,1,1,4,7,2인 여행(가족 외)
1840,a017903,5,6,3,2,6,6,2인 여행(가족 외)
1841,a004499,2,5,4,3,2,5,나홀로 여행
1842,a003919,2,3,2,5,5,1,나홀로 여행
1843,a000222,6,2,6,6,1,6,2인 여행(가족 외)
1844,a014923,6,2,6,5,3,6,2인 여행(가족 외)
1845,a005546,6,2,1,5,3,4,2인 여행(가족 외)
1846,a018027,4,1,2,4,6,1,2인 여행(가족 외)
1847,a005821,1,3,5,2,6,6,자녀 동반 여행
1848,a005127,3,5,3,3,6,5,2인 가족 여행
1849,a000610,4,2,5,4,6,4,자녀 동반 여행
1850,a001090,2,6,4,6,6,2,자녀 동반 여행
1851,a004747,2,6,4,5,3,1,자녀 동반 여행
1852,a011510,1,7,2,3,3,2,자녀 동반 여행
1853,a004171,2,1,2,1,4,6,3인 이상 여행(가족 외)
1854,a007622,3,4,5,4,4,4,2인 여행(가족 외)
1855,a000339,6,5,2,6,3,4,자녀 동반 여행
1856,a000573,4,5,1,3,3,2,2인 여행(가족 외)
1857,a006263,6,6,6,6,7,5,자녀 동반 여행
1858,a017820,3,3,3,4,4,5,자녀 동반 여행
1859,a013687,7,1,7,7,1,4,2인 여행(가족 외)
1860,a004859,4,4,4,4,4,4,2인 여행(가족 외)
1861,a008556,7,5,4,5,7,3,2인 가족 여행
1862,a002761,3,2,7,4,2,7,2인 여행(가족 외)
1863,a002558,1,6,6,2,2,6,자녀 동반 여행
1864,a005182,4,1,2,3,4,4,나홀로 여행
1865,a003252,4,1,4,4,3,3,자녀 동반 여행
1866,a001749,4,2,3,4,7,4,2인 여행(가족 외)
1867,a006619,4,2,4,4,5,4,나홀로 여행
1868,a000795,7,1,2,7,6,5,나홀로 여행
1869,a004598,5,6,2,5,2,6,3인 이상 여행(가족 외)
1870,a000058,4,2,3,5,3,4,2인 가족 여행
1871,a001375,4,1,1,7,2,7,3인 이상 여행(가족 외)
1872,a004838,2,3,3,6,3,6,3인 이상 여행(가족 외)
1873,a000277,4,1,6,1,6,7,2인 여행(가족 외)
1874,a001639,3,3,3,4,1,6,나홀로 여행
1875,a007965,3,2,4,3,3,7,2인 여행(가족 외)
1876,a003793,2,6,2,6,2,4,2인 가족 여행
1877,a004294,4,3,4,5,3,4,2인 가족 여행
1878,a005947,4,3,4,6,2,3,2인 여행(가족 외)
1879,a018069,1,2,5,6,2,6,2인 여행(가족 외)
1880,a008094,4,1,7,7,7,7,2인 여행(가족 외)
1881,a007303,1,4,1,4,4,4,2인 여행(가족 외)
1882,a012494,4,2,4,4,5,3,나홀로 여행
1883,a001252,2,2,4,3,5,4,2인 가족 여행
1884,a003155,4,3,2,5,2,3,3인 이상 여행(가족 외)
1885,a010570,2,3,3,3,2,2,3대 동반 여행(친척 포함)
1886,a018036,3,1,6,6,6,7,2인 여행(가족 외)
1887,a002949,4,4,5,4,6,3,2인 여행(가족 외)
1888,a002274,4,1,7,4,1,7,2인 여행(가족 외)
1889,a002861,3,2,3,6,3,4,나홀로 여행
1890,a001471,5,3,2,6,5,5,3대 동반 여행(친척 포함)
1891,a005196,2,1,3,3,6,6,자녀 동반 여행
1892,a002123,2,3,3,4,5,6,나홀로 여행
1893,a007925,3,2,2,3,3,2,부모 동반 여행
1894,a004261,1,1,3,4,4,5,3인 이상 여행(가족 외)
