,TRAVELER_ID,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY
467,a007337,1,1,7,6,7,6,2인 여행(가족 외)
468,a006611,2,3,3,2,3,6,2인 여행(가족 외)
469,a012433,2,3,5,3,1,7,2인 가족 여행
470,a002619,4,4,4,4,7,7,나홀로 여행
471,a017930,2,2,4,4,6,6,나홀로 여행
472,a011521,6,6,4,6,6,2,2인 가족 여행
473,a018152,5,2,6,5,2,5,3인 이상 여행(가족 외)
474,a001835,2,2,1,2,2,4,나홀로 여행
475,a011212,3,2,5,5,6,6,2인 여행(가족 외)
476,a017830,3,3,1,1,2,7,2인 여행(가족 외)
477,a015333,3,3,3,4,2,6,3인 이상 여행(가족 외)
478,a014920,6,3,5,5,2,6,3인 이상 여행(가족 외)
479,a005626,1,1,4,7,1,4,3대 동반 여행(친척 포함)
480,a007716,2,4,6,6,2,4,2인 여행(가족 외)
481,a003364,3,2,5,5,2,6,자녀 동반 여행
482,a017848,3,3,3,3,6,6,나홀로 여행
483,a000290,2,2,2,2,6,7,3인 이상 여행(가족 외)
484,a001881,7,1,2,7,2,7,나홀로 여행
485,a002960,2,2,6,4,4,4,나홀로 여행
486,a009437,1,4,1,3,1,6,2인 가족 여행
487,a002215,2,2,4,4,2,4,나홀로 여행
488,a005137,2,2,3,1,1,4,2인 여행(가족 외)
489,a000563,1,1,1,4,1,4,3인 이상 여행(가족 외)
490,a017977,1,4,4,3,6,5,자녀 동반 여행
491,a013587,1,4,4,4,4,4,나홀로 여행
492,a003201,1,1,1,7,1,3,2인 여행(가족 외)
493,a000198,3,2,4,4,3,4,나홀로 여행
494,a005577,2,2,2,1,7,1,나홀로 여행
495,a005095,7,1,4,7,1,4,3인 이상 여행(가족 외)
496,a006028,1,1,3,7,2,7,2인 여행(가족 외)
497,a014163,2,2,5,2,4,6,2인 가족 여행
498,a003249,1,1,1,1,5,7,자녀 동반 여행
499,a006007,1,1,4,4,4,7,나홀로 여행
500,a006723,2,4,4,3,3,5,2인 여행(가족 외)
501,a001453,2,3,3,3,5,6,나홀로 여행
502,a000215,1,3,6,2,3,7,나홀로 여행
503,a004382,6,2,3,3,5,4,2인 여행(가족 외)
504,a004454,3,2,3,5,5,3,2인 여행(가족 외)
505,a001469,3,2,4,2,5,5,나홀로 여행
506,a017890,1,4,1,4,6,6,나홀로 여행
507,a015305,2,4,2,4,2,4,자녀 동반 여행
508,a005389,2,1,4,2,1,6,2인 가족 여행
509,a001390,2,4,1,5,6,6,2인 여행(가족 외)
510,a004973,4,3,3,6,5,2,나홀로 여행
511,a000393,2,1,2,2,7,5,나홀로 여행
512,a002602,1,4,4,5,1,4,3인 이상 여행(가족 외)
513,a002671,2,3,6,4,1,6,2인 여행(가족 외)
514,a006436,4,2,5,4,2,7,나홀로 여행
515,a004559,4,1,4,4,4,2,2인 여행(가족 외)
516,a001840,1,7,1,4,4,1,나홀로 여행
517,a002193,3,1,6,3,2,6,부모 동반 여행
518,a006485,4,4,4,4,4,7,2인 여행(가족 외)
519,a007918,6,6,5,2,2,6,2인 여행(가족 외)
520,a010385,4,2,4,3,6,3,2인 가족 여행
521,a000771,4,4,5,5,5,4,자녀 동반 여행
522,a003188,2,2,1,2,1,7,3인 이상 여행(가족 외)
523,a000018,2,2,3,1,3,4,자녀 동반 여행
524,a010341,4,2,6,2,6,2,3인 이상 여행(가족 외)
525,a018011,5,3,5,5,5,5,나홀로 여행
526,a008456,2,2,5,2,3,6,2인 가족 여행
527,a001432,1,1,6,1,7,1,나홀로 여행
528,a001731,1,4,1,4,6,6,2인 여행(가족 외)
529,a017958,1,3,6,5,1,7,2인 여행(가족 외)
530,a009473,5,2,4,4,3,5,2인 여행(가족 외)
531,a018112,3,3,3,4,3,6,나홀로 여행
532,a002814,2,1,1,7,1,7,2인 여행(가족 외)
533,a014022,1,1,4,5,2,6,나홀로 여행
534,a004592,3,2,4,4,5,6,2인 여행(가족 외)
535,a001964,2,1,4,2,3,3,나홀로 여행
536,a014955,5,2,6,2,2,6,3인 이상 여행(가족 외)
537,a017803,7,2,2,6,6,1,나홀로 여행
538,a015379,3,4,4,4,5,4,자녀 동반 여행
539,a002394,4,1,4,4,1,7,2인 여행(가족 외)
540,a002778,1,1,2,1,6,3,2인 여행(가족 외)
541,a001909,3,2,6,6,2,6,2인 여행(가족 외)
542,a004132,7,1,1,7,7,7,2인 여행(가족 외)
543,a001434,1,1,1,1,1,4,3인 이상 여행(가족 외)
544,a005320,2,1,4,2,1,5,3대 동반 여행(친척 포함)
545,a002105,4,3,2,4,3,1,2인 여행(가족 외)
546,a005781,3,3,2,6,6,6,2인 여행(가족 외)
547,a006592,2,1,7,2,1,6,나홀로 여행
548,a009891,4,1,6,5,2,7,2인 여행(가족 외)
549,a012112,2,4,2,4,5,6,2인 여행(가족 외)
550,a003300,7,2,7,1,1,7,3인 이상 여행(가족 외)
551,a003183,4,3,6,4,4,5,2인 여행(가족 외)
552,a005536,2,3,4,1,3,6,3인 이상 여행(가족 외)
553,a005133,6,2,2,6,6,6,3인 이상 여행(가족 외)
554,a005811,4,4,4,4,3,4,2인 가족 여행
555,a004834,4,7,5,6,5,2,나홀로 여행
556,a005832,2,4,6,4,5,2,자녀 동반 여행
557,a006015,4,2,2,3,2,5,2인 가족 여행
558,a011565,1,3,1,6,2,6,2인 여행(가족 외)
559,a002732,2,1,2,6,7,6,3대 동반 여행(친척 포함)
560,a010280,1,1,5,5,3,7,3인 이상 여행(가족 외)
561,a006522,4,1,7,5,1,6,자녀 동반 여행
562,a003774,4,2,4,4,1,7,나홀로 여행
563,a000884,2,4,5,3,4,3,3인 이상 여행(가족 외)
564,a003034,4,4,4,4,6,3,나홀로 여행
565,a006009,2,4,5,4,3,4,자녀 동반 여행
566,a010285,4,1,2,3,5,5,나홀로 여행
567,a011386,1,1,4,2,4,6,3인 이상 여행(가족 외)
568,a003202,3,3,4,5,4,6,2인 여행(가족 외)
569,a017797,3,2,4,2,2,7,2인 여행(가족 외)
570,a003372,1,3,1,4,5,5,자녀 동반 여행
571,a006924,1,1,1,1,1,1,나홀로 여행
572,a002758,1,1,3,2,6,6,나홀로 여행
573,a012504,6,1,5,6,5,5,나홀로 여행
574,a001306,3,3,3,4,1,7,나홀로 여행
575,a009509,2,3,3,3,2,6,2인 가족 여행
576,a017516,1,2,5,2,2,6,2인 가족 여행
577,a001945,5,5,3,5,2,6,2인 여행(가족 외)
578,a006741,3,2,4,4,2,7,나홀로 여행
579,a004669,7,7,7,7,2,2,나홀로 여행
580,a004263,1,2,6,6,6,6,자녀 동반 여행
581,a008083,4,2,4,4,1,4,나홀로 여행
582,a001930,2,4,3,4,6,7,2인 여행(가족 외)
583,a015803,4,1,5,4,2,4,나홀로 여행
584,a005120,2,1,6,4,6,6,나홀로 여행
585,a010288,1,1,7,1,7,7,2인 가족 여행
586,a018074,2,3,2,2,3,7,자녀 동반 여행
587,a002762,2,2,1,2,6,6,2인 가족 여행
588,a002532,2,4,3,5,6,3,3인 이상 여행(가족 외)
589,a001447,2,1,7,1,6,2,2인 여행(가족 외)
590,a005212,2,1,5,3,1,5,자녀 동반 여행
591,a007374,5,4,4,6,7,6,나홀로 여행
592,a001349,2,1,2,2,1,3,2인 여행(가족 외)
593,a018083,5,3,5,5,5,6,2인 가족 여행
594,a006628,2,4,3,4,4,2,3인 이상 여행(가족 외)
595,a005645,2,2,2,1,6,1,나홀로 여행
596,a001686,1,4,1,1,4,5,나홀로 여행
597,a017919,2,4,3,4,6,3,나홀로 여행
598,a007231,3,2,4,5,5,5,3인 이상 여행(가족 외)
599,a009667,4,4,4,2,7,7,나홀로 여행
600,a017839,4,4,4,4,3,7,부모 동반 여행
601,a000150,2,1,5,6,6,6,3인 이상 여행(가족 외)
602,a017928,3,5,2,5,4,4,나홀로 여행
603,a000556,1,1,4,2,4,6,3인 이상 여행(가족 외)
604,a017754,5,2,2,5,3,3,나홀로 여행
605,a006254,4,4,4,4,4,4,3인 이상 여행(가족 외)
606,a018237,1,1,7,1,1,7,나홀로 여행
607,a005348,3,4,7,4,4,7,자녀 동반 여행
608,a009870,3,2,1,3,3,2,부모 동반 여행
609,a012437,5,3,6,5,3,5,2인 여행(가족 외)
610,a007204,4,1,4,4,1,4,2인 여행(가족 외)
611,a002040,4,2,4,2,3,6,나홀로 여행
612,a010977,1,1,1,1,7,7,2인 여행(가족 외)
613,c008840,2,5,2,3,6,5,자녀 동반 여행
614,a002127,2,2,4,4,4,6,2인 여행(가족 외)
615,a003581,2,6,2,4,5,3,3인 이상 여행(가족 외)
616,a003666,3,6,5,4,6,5,나홀로 여행
617,a010291,4,4,5,2,6,2,3인 이상 여행(가족 외)
618,a001316,4,2,6,4,2,5,나홀로 여행
619,a017685,1,1,4,4,7,1,나홀로 여행
620,a001798,1,1,7,2,2,5,자녀 동반 여행
621,a006434,2,2,6,2,4,6,2인 여행(가족 외)
622,a002468,4,4,2,3,6,1,3인 이상 여행(가족 외)
623,a010350,1,2,4,3,2,3,3인 이상 여행(가족 외)
624,a003707,2,2,5,5,4,6,2인 여행(가족 외)
625,a006914,1,4,4,3,4,4,2인 가족 여행
626,a006985,5,1,6,3,1,7,나홀로 여행
627,a010070,5,5,2,5,6,6,자녀 동반 여행
628,c005714,2,3,3,5,5,6,3인 이상 여행(가족 외)
629,a011514,4,1,6,7,2,5,나홀로 여행
630,a005514,4,5,2,6,2,6,자녀 동반 여행
631,a008098,4,3,1,5,2,5,2인 여행(가족 외)
632,a004646,3,2,2,5,5,5,2인 가족 여행
633,a010576,3,2,2,3,3,6,자녀 동반 여행
634,a003020,4,3,7,4,5,5,자녀 동반 여행
635,a007919,6,6,2,3,6,3,나홀로 여행
636,a000135,1,4,1,4,3,5,3인 이상 여행(가족 외)
637,a001393,1,1,1,1,1,7,자녀 동반 여행
638,a000177,4,1,1,4,1,1,자녀 동반 여행
639,a006468,2,2,2,2,2,2,3인 이상 여행(가족 외)
640,a002044,4,2,3,2,7,4,나홀로 여행
641,a010010,4,4,4,4,4,4,나홀로 여행
642,a001035,4,3,3,5,3,7,2인 여행(가족 외)
643,a014234,7,4,1,4,6,7,2인 여행(가족 외)
644,a007424,2,6,2,2,6,3,나홀로 여행
645,a002277,4,2,4,4,5,4,2인 여행(가족 외)
646,a014226,6,1,6,3,6,7,2인 여행(가족 외)
647,a006429,2,1,6,2,6,6,나홀로 여행
648,a007939,4,2,5,6,7,3,부모 동반 여행
649,a007966,4,2,4,6,1,6,2인 여행(가족 외)
650,a000181,3,2,4,2,1,6,2인 여행(가족 외)
651,a003229,2,1,2,6,2,6,자녀 동반 여행
652,a000016,2,3,3,5,2,5,나홀로 여행
653,a005418,5,6,1,3,6,7,나홀로 여행
654,a017946,7,7,7,4,4,2,2인 가족 여행
655,a014411,6,4,6,4,6,6,2인 여행(가족 외)
656,a006049,2,2,3,1,2,4,부모 동반 여행
657,a003385,2,2,4,3,4,6,2인 여행(가족 외)
658,a003323,2,1,6,2,6,2,2인 여행(가족 외)
659,d005429,4,2,2,2,2,4,나홀로 여행
660,a017994,2,3,2,3,2,3,자녀 동반 여행
661,a018114,1,4,2,4,4,6,자녀 동반 여행
662,a000327,1,4,4,3,7,3,나홀로 여행
663,a010391,4,2,4,4,3,4,자녀 동반 여행
664,b006538,4,1,4,4,6,6,나홀로 여행
665,a006976,2,5,3,3,5,6,2인 여행(가족 외)
666,a004293,4,6,2,2,7,2,나홀로 여행
667,a004030,2,1,3,2,6,4,나홀로 여행
668,a008616,2,5,2,1,2,6,나홀로 여행
669,a007578,3,2,3,3,3,4,3인 이상 여행(가족 외)
670,a002456,4,2,4,4,5,5,2인 여행(가족 외)
671,a006274,3,5,6,4,6,4,자녀 동반 여행
672,a005677,3,2,4,1,4,7,2인 여행(가족 외)
673,a017671,3,1,4,3,2,1,자녀 동반 여행
674,a001418,2,4,2,4,4,4,2인 가족 여행
675,a002957,2,1,7,1,2,3,나홀로 여행
676,a000086,2,6,4,6,2,4,자녀 동반 여행
677,a015110,2,1,5,3,3,2,3인 이상 여행(가족 외)
678,a000637,1,6,2,2,2,5,자녀 동반 여행
679,a002470,1,1,4,4,1,7,2인 여행(가족 외)
680,a002102,6,1,2,6,5,2,2인 여행(가족 외)
681,a004066,2,5,4,7,7,4,나홀로 여행
682,a002604,1,4,4,4,3,5,자녀 동반 여행
683,a000801,7,6,1,6,6,4,2인 여행(가족 외)
684,a012229,2,3,5,4,6,5,2인 여행(가족 외)
685,a006578,1,1,6,6,6,6,2인 가족 여행
686,a010958,6,2,4,6,2,7,2인 여행(가족 외)
687,a001785,6,3,2,2,6,3,3대 동반 여행(친척 포함)
688,a001127,2,5,2,1,5,1,나홀로 여행
689,a003163,4,2,4,4,3,6,2인 여행(가족 외)
690,c005343,3,2,4,3,1,5,2인 여행(가족 외)
691,a006993,2,3,6,3,1,3,나홀로 여행
692,a005705,1,1,3,1,6,6,3인 이상 여행(가족 외)
693,a005717,4,2,6,5,5,4,3인 이상 여행(가족 외)
694,a006093,3,2,3,4,3,3,자녀 동반 여행
695,a000934,1,4,4,1,1,5,나홀로 여행
696,a017753,2,1,6,3,2,3,나홀로 여행
697,a015096,2,3,2,3,2,5,2인 가족 여행
698,a005145,4,3,2,2,3,2,2인 가족 여행
699,a015349,5,7,7,7,7,7,나홀로 여행
700,a017989,1,1,2,5,1,7,2인 여행(가족 외)
701,a015109,2,2,4,2,2,6,나홀로 여행
702,a000314,1,1,4,1,7,1,나홀로 여행
703,a008047,2,3,6,2,6,1,2인 여행(가족 외)
704,a005129,2,5,3,5,2,5,자녀 동반 여행
705,a002170,4,1,5,5,2,5,나홀로 여행
706,a009402,5,2,4,5,6,7,2인 여행(가족 외)
707,a003248,2,4,6,3,6,4,2인 여행(가족 외)
708,a008693,4,2,1,4,6,2,나홀로 여행
709,a003760,2,1,6,4,6,3,3인 이상 여행(가족 외)
710,a004178,2,1,6,2,7,7,2인 가족 여행
711,a001296,3,5,5,5,1,5,자녀 동반 여행
712,a004641,4,4,3,5,3,6,나홀로 여행
713,a007270,2,2,5,4,6,5,나홀로 여행
714,a002652,4,2,4,3,2,5,2인 여행(가족 외)
715,a007658,4,1,7,4,1,7,2인 여행(가족 외)
716,a006889,2,1,6,3,6,6,나홀로 여행
717,a003799,3,2,5,3,6,3,자녀 동반 여행
718,a010106,2,2,3,2,2,4,나홀로 여행
719,a015729,2,5,3,5,5,4,나홀로 여행
720,a001800,1,1,1,1,2,2,3대 동반 여행(친척 포함)
721,a006270,4,6,4,6,3,1,3인 이상 여행(가족 외)
722,a010558,2,1,4,6,6,5,나홀로 여행
723,a004497,2,2,5,4,6,7,2인 여행(가족 외)
724,a006549,1,1,1,1,1,4,나홀로 여행
725,a001157,1,2,2,2,2,2,나홀로 여행
726,a006502,2,2,1,3,2,6,2인 여행(가족 외)
727,a013871,5,2,4,3,5,3,2인 여행(가족 외)
728,a001256,4,1,4,7,1,7,2인 여행(가족 외)
729,a003318,1,2,2,4,7,2,3인 이상 여행(가족 외)
730,a000179,3,2,1,3,3,5,나홀로 여행
731,a012159,3,2,4,3,4,7,나홀로 여행
732,a000989,2,4,2,2,6,6,2인 여행(가족 외)
733,a006476,2,1,2,2,7,5,2인 가족 여행
734,a005604,2,2,2,2,2,6,나홀로 여행
735,a004046,6,3,6,6,6,6,2인 여행(가족 외)
736,a001425,5,3,3,6,7,4,나홀로 여행
737,a001281,5,2,2,3,6,6,부모 동반 여행
738,a000891,2,1,4,2,1,4,2인 여행(가족 외)
739,a010429,2,1,6,2,4,4,3대 동반 여행(친척 포함)
740,a007559,2,1,4,2,1,6,2인 여행(가족 외)
741,a007341,2,4,2,5,2,3,자녀 동반 여행
742,a004348,3,2,6,6,6,2,나홀로 여행
743,a002026,2,1,5,5,6,6,2인 여행(가족 외)
744,a001509,3,4,3,2,1,7,2인 여행(가족 외)
745,a004176,4,2,4,5,7,4,2인 여행(가족 외)
746,a007390,1,7,1,4,3,1,부모 동반 여행
747,a002004,2,1,4,3,6,3,3인 이상 여행(가족 외)
748,a010020,1,1,4,5,5,5,2인 여행(가족 외)
749,a003049,1,2,2,1,6,2,나홀로 여행
750,a003098,6,4,2,5,3,6,3인 이상 여행(가족 외)
751,a006024,1,1,4,2,1,7,자녀 동반 여행
752,a001944,2,2,3,4,3,4,나홀로 여행
753,a018173,4,1,6,3,7,4,2인 여행(가족 외)
754,a002950,4,2,4,3,2,2,자녀 동반 여행
755,a004821,6,2,3,3,2,6,나홀로 여행
756,a002979,5,3,2,6,1,2,2인 가족 여행
757,a006743,3,4,5,4,1,1,2인 여행(가족 외)
758,a002752,2,1,4,1,2,2,2인 여행(가족 외)
759,a014238,1,1,1,1,4,7,자녀 동반 여행
760,a004402,7,4,1,7,7,5,나홀로 여행
761,a010949,2,2,2,2,2,2,2인 여행(가족 외)
762,a002211,2,1,2,2,2,2,2인 여행(가족 외)
763,a006933,3,1,4,1,1,6,나홀로 여행
764,a001902,3,4,5,5,5,3,2인 여행(가족 외)
765,a005303,1,4,1,4,1,5,2인 여행(가족 외)
766,a010967,4,1,4,7,7,7,3인 이상 여행(가족 외)
767,a004864,2,2,2,2,6,4,2인 여행(가족 외)
768,a007787,1,4,2,2,5,4,나홀로 여행
769,a007496,3,2,2,5,2,6,나홀로 여행
770,a005154,2,1,1,2,1,6,나홀로 여행
771,a000834,1,7,4,1,7,1,3인 이상 여행(가족 외)
772,a009639,2,2,4,5,6,7,3인 이상 여행(가족 외)
773,a005703,2,2,1,1,7,4,3인 이상 여행(가족 외)
774,a008526,2,4,2,3,6,5,2인 여행(가족 외)
775,a005715,4,2,5,3,2,6,2인 여행(가족 외)
776,a009406,5,4,2,5,5,7,나홀로 여행
777,a006376,6,2,3,2,3,6,나홀로 여행
778,a001156,2,2,2,3,2,3,나홀로 여행
779,a005520,3,1,4,5,2,5,3인 이상 여행(가족 외)
780,a003794,5,6,6,5,6,3,나홀로 여행
781,a003873,7,4,1,4,3,7,나홀로 여행
782,a016181,3,4,5,4,2,7,2인 여행(가족 외)
783,a002729,6,2,6,3,2,5,나홀로 여행
784,a009620,2,1,4,5,2,7,2인 여행(가족 외)
785,a004349,3,4,3,4,6,3,나홀로 여행
786,a018158,5,4,5,3,3,7,나홀로 여행
787,a006643,1,6,2,3,6,2,2인 가족 여행
788,a003650,2,2,6,6,5,6,2인 가족 여행
789,a004909,1,6,1,1,7,7,자녀 동반 여행
790,a006797,2,2,3,5,6,6,나홀로 여행
791,a010060,4,4,7,4,4,4,자녀 동반 여행
792,a007356,4,2,4,6,6,5,자녀 동반 여행
793,a006536,2,1,5,3,1,2,나홀로 여행
794,a006818,1,2,3,3,4,5,자녀 동반 여행
795,a018220,3,2,2,3,5,6,나홀로 여행
796,a003114,7,2,4,5,3,5,2인 여행(가족 외)
797,a001034,4,2,4,3,3,5,2인 여행(가족 외)
798,a010202,5,5,5,5,6,5,자녀 동반 여행
799,a009744,6,7,1,6,5,3,2인 여행(가족 외)
800,a015121,7,1,5,6,4,1,2인 가족 여행
801,a001960,5,5,4,5,2,5,나홀로 여행
802,a001922,4,3,2,4,2,7,3인 이상 여행(가족 외)
803,a002336,3,4,4,3,5,3,나홀로 여행
804,a010456,2,1,5,4,2,6,나홀로 여행
805,a011495,2,1,2,4,7,2,나홀로 여행
806,a007656,4,2,3,2,5,4,나홀로 여행
807,a005613,4,2,1,2,6,6,자녀 동반 여행
808,b006822,6,2,5,6,4,3,2인 여행(가족 외)
809,a011096,4,4,4,4,7,1,나홀로 여행
810,a002465,4,3,6,1,4,2,나홀로 여행
811,a006712,4,4,4,4,4,4,2인 여행(가족 외)
812,a008059,2,2,4,3,4,7,3인 이상 여행(가족 외)
813,a000187,5,3,2,5,6,6,나홀로 여행
814,a002063,1,3,1,4,7,5,나홀로 여행
815,a014102,6,1,3,1,7,3,자녀 동반 여행
816,a002198,4,4,1,2,4,6,나홀로 여행
817,a003383,4,6,2,2,6,2,나홀로 여행
818,a002855,3,1,5,3,6,5,나홀로 여행
819,a001268,4,2,2,2,1,6,나홀로 여행
820,a006411,3,6,7,6,2,7,나홀로 여행
821,a007924,2,2,3,3,4,3,자녀 동반 여행
822,a003349,5,5,4,3,6,2,나홀로 여행
823,a011120,2,1,7,4,5,5,3인 이상 여행(가족 외)
824,a010501,3,2,2,5,6,5,2인 가족 여행
825,a005553,4,6,2,6,2,5,3인 이상 여행(가족 외)
826,a003182,1,2,5,6,6,6,나홀로 여행
827,a001142,5,4,2,3,4,4,2인 여행(가족 외)
828,a017969,2,3,4,5,2,4,자녀 동반 여행
829,a002631,4,1,6,4,1,6,3인 이상 여행(가족 외)
830,a004089,4,4,4,4,4,4,2인 여행(가족 외)
831,a007301,4,1,6,6,7,1,3인 이상 여행(가족 외)
832,a009676,1,2,2,3,6,7,나홀로 여행
833,a018139,4,4,4,4,5,3,2인 가족 여행
834,a007144,4,1,4,3,6,1,나홀로 여행
835,a013874,1,1,1,3,7,7,3인 이상 여행(가족 외)
836,a002155,2,1,2,2,3,5,나홀로 여행
837,a009439,1,1,2,6,2,2,2인 가족 여행
838,a007610,2,1,2,1,6,3,나홀로 여행
839,a005665,2,2,2,2,5,5,나홀로 여행
840,a001080,3,1,7,5,5,7,2인 여행(가족 외)
841,a011025,2,2,6,1,7,4,2인 여행(가족 외)
842,a006835,1,5,1,4,5,1,나홀로 여행
843,a001206,1,2,1,2,6,6,2인 여행(가족 외)
844,a005184,1,1,4,4,4,6,자녀 동반 여행
845,a005654,4,4,4,4,6,6,3인 이상 여행(가족 외)
846,a011183,1,1,1,1,6,6,3인 이상 여행(가족 외)
847,a002636,2,6,2,6,5,2,부모 동반 여행
848,a004098,7,1,1,6,1,1,2인 여행(가족 외)
849,a008124,2,4,2,3,3,7,2인 가족 여행
850,a017900,6,2,7,6,1,6,2인 여행(가족 외)
851,a005660,1,6,6,6,3,6,자녀 동반 여행
852,a005144,6,4,5,4,4,3,자녀 동반 여행
853,a003778,3,2,2,5,5,3,나홀로 여행
854,a001716,6,2,5,6,4,5,나홀로 여행
855,a000535,1,4,4,5,6,1,자녀 동반 여행
856,a004331,1,4,2,1,7,1,나홀로 여행
857,a007894,2,1,6,6,2,6,나홀로 여행
858,a007408,6,2,2,5,3,6,나홀로 여행
859,a007829,2,1,6,4,6,6,2인 여행(가족 외)
860,a003087,4,3,3,4,4,5,나홀로 여행
861,a001175,4,1,5,5,2,6,3대 동반 여행(친척 포함)
862,a000450,2,2,4,2,3,6,2인 여행(가족 외)
863,a000568,1,1,4,4,5,4,3인 이상 여행(가족 외)
864,a001709,4,4,4,4,2,1,나홀로 여행
865,a007568,6,2,7,7,1,3,자녀 동반 여행
866,a005629,2,2,2,2,2,7,2인 가족 여행
867,a006302,6,3,6,2,2,6,자녀 동반 여행
868,a007299,4,2,2,6,6,6,2인 여행(가족 외)
869,a006740,6,1,6,4,2,7,나홀로 여행
870,a002129,2,1,6,5,3,2,나홀로 여행
871,a002567,4,2,3,3,1,6,자녀 동반 여행
872,a005364,2,3,4,4,3,6,나홀로 여행
873,a006535,2,2,2,2,3,6,3인 이상 여행(가족 외)
874,a010235,7,4,1,4,7,4,나홀로 여행
875,a005189,6,4,7,4,3,6,자녀 동반 여행
876,a001495,1,2,1,6,6,2,나홀로 여행
877,a000653,5,3,2,4,4,5,2인 여행(가족 외)
878,a000712,1,2,2,6,3,3,2인 여행(가족 외)
879,a006232,2,1,3,2,6,2,2인 여행(가족 외)
880,a004797,4,5,1,7,4,1,나홀로 여행
881,a002722,3,3,4,4,7,6,나홀로 여행
882,a001382,4,4,3,4,5,5,2인 가족 여행
883,a007381,2,1,3,1,1,6,2인 가족 여행
884,a000898,3,2,2,6,7,3,2인 가족 여행
885,a015030,2,3,2,6,6,6,3인 이상 여행(가족 외)
886,a002969,5,5,5,5,6,3,나홀로 여행
887,d001303,2,3,2,4,3,6,3대 동반 여행(친척 포함)
888,a010137,2,3,4,3,3,7,나홀로 여행
889,a007443,2,2,4,2,6,7,나홀로 여행
890,a006306,6,3,3,6,3,5,2인 여행(가족 외)
891,a001932,1,7,5,6,7,4,자녀 동반 여행
892,a002993,5,1,1,5,1,1,2인 여행(가족 외)
893,a004023,7,1,1,4,7,7,2인 가족 여행
894,a006539,4,2,6,2,1,5,나홀로 여행
895,a017991,2,5,5,5,2,4,자녀 동반 여행
896,a007042,4,5,5,1,6,7,자녀 동반 여행
897,a007418,2,4,2,4,6,6,2인 여행(가족 외)
898,a007100,2,3,3,3,3,4,나홀로 여행
899,a003060,6,6,6,4,4,3,자녀 동반 여행
900,a003871,1,3,2,4,6,4,부모 동반 여행
901,a003713,2,1,4,4,6,7,나홀로 여행
902,a011759,7,4,2,6,5,6,2인 여행(가족 외)
903,a012208,4,4,2,5,6,1,나홀로 여행
904,a005198,2,2,6,2,3,3,나홀로 여행
905,a006041,2,3,1,4,7,6,자녀 동반 여행
906,a001426,1,4,4,4,2,7,2인 여행(가족 외)
907,a012194,7,1,5,4,3,1,나홀로 여행
908,a007582,5,1,3,1,3,7,나홀로 여행
909,a007216,1,1,1,2,2,2,자녀 동반 여행
910,a018136,7,5,7,2,6,3,2인 여행(가족 외)
911,a000142,4,4,4,5,4,7,자녀 동반 여행
912,a000545,3,3,4,5,5,5,2인 가족 여행
913,a008721,1,2,3,6,2,2,나홀로 여행
914,a006582,2,3,3,4,2,5,2인 여행(가족 외)
915,a000565,7,2,7,2,2,6,2인 여행(가족 외)
916,a006074,4,4,4,4,1,7,2인 여행(가족 외)
917,a002840,4,3,3,5,7,4,2인 여행(가족 외)
918,a002001,2,1,3,3,2,7,나홀로 여행
919,a005600,2,6,2,6,7,2,2인 여행(가족 외)
920,a006518,5,5,5,3,6,6,나홀로 여행
921,a008034,1,1,5,1,2,7,2인 여행(가족 외)
922,a007222,4,1,6,2,6,6,2인 여행(가족 외)
923,a002166,2,2,5,5,6,6,2인 여행(가족 외)
924,a003818,4,2,3,5,2,5,나홀로 여행
925,a001615,3,3,5,3,5,4,나홀로 여행
926,a010406,2,2,2,2,6,2,나홀로 여행
927,a006949,5,3,6,3,2,6,자녀 동반 여행
928,a017942,1,1,6,1,1,7,3인 이상 여행(가족 외)
929,a018188,3,1,6,4,3,7,2인 여행(가족 외)
930,a004324,4,3,1,3,4,2,나홀로 여행
931,a007456,7,2,5,4,1,4,2인 여행(가족 외)
932,a007309,2,4,2,6,2,2,2인 여행(가족 외)
933,a008562,1,1,1,1,1,1,자녀 동반 여행
934,b002868,3,3,5,3,5,4,나홀로 여행
935,a001160,5,4,4,4,4,5,2인 여행(가족 외)
936,a017684,3,4,4,4,4,4,2인 가족 여행
937,a012188,4,2,6,7,7,7,나홀로 여행
938,a002400,5,4,2,5,3,4,2인 여행(가족 외)
939,a014205,2,1,6,4,6,2,나홀로 여행
940,a000396,4,1,4,4,3,5,2인 여행(가족 외)
941,a000603,1,2,5,4,6,6,2인 가족 여행
942,a012199,5,5,2,5,2,3,2인 여행(가족 외)
943,c004652,4,5,4,5,2,6,자녀 동반 여행
944,a006821,5,5,2,5,3,6,나홀로 여행
945,a017921,1,1,2,1,2,7,나홀로 여행
946,a001493,2,2,4,4,2,6,나홀로 여행
947,a017661,3,1,5,7,7,7,2인 여행(가족 외)
948,a007759,2,1,6,4,5,7,자녀 동반 여행
949,a003445,1,1,7,2,2,5,나홀로 여행
950,a007209,7,2,6,2,6,2,나홀로 여행
951,a003006,2,4,4,4,2,2,나홀로 여행
952,a001715,1,2,6,4,7,7,2인 여행(가족 외)
953,c006042,4,3,4,4,5,6,나홀로 여행
954,a009988,4,2,1,2,2,4,나홀로 여행
