,VISIT_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM
3484,2766.0,a_a002408,이케아 고양점,경기 고양시 덕양구 도내동 1003,90.0,4,1.0,4.0,4.0,3.0,09
3486,3629.0,a_a005503,현대백화점 무역센터점,서울 강남구 삼성동 159-7,90.0,4,0.0,4.0,4.0,4.0,10
3487,2105.0,a_a000097,아이파크몰,서울 용산구 한강로3가 40-999,90.0,4,0.0,3.0,3.0,3.0,08
3489,2921.0,a_a001997,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,330.0,5,0.0,5.0,4.0,5.0,09
3490,3005.0,a_a004721,조계사,서울 종로구 수송동 44,30.0,2,0.0,5.0,5.0,5.0,10
3491,2169.0,a_a014978,안성팜랜드,경기 안성시 공도읍 신두리 451,270.0,6,0.0,4.0,4.0,4.0,10
3494,1030.0,a_a001156,롯데백화점 중동점,경기 부천시 중동 1140,0.0,4,0.0,4.0,4.0,4.0,08
3496,3165.0,a_a005118,최고심 팝업스토어 [최고심 단짝클럽],,30.0,4,0.0,2.0,1.0,2.0,10
3503,3071.0,a_a004118,짜장면박물관,인천 중구 선린동 38-1,0.0,2,0.0,5.0,5.0,5.0,10
3510,2082.0,a_a008563,아라타워,인천 서구 오류동,30.0,13,0.0,3.0,3.0,3.0,10
3513,2265.0,a_a006808,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,360.0,6,0.0,5.0,5.0,5.0,10
3514,415.0,a_a001210,광화문광장,서울 종로구 세종로 1-68,30.0,3,0.0,4.0,3.0,4.0,08
3519,178.0,a_a008211,강남역사거리,서울 강남구 역삼동,90.0,4,1.0,3.0,2.0,2.0,10
3522,2936.0,a_a003510,장안문,경기 수원시 팔달구 장안동 329,30.0,2,0.0,4.0,5.0,5.0,09
3533,3414.0,a_a008658,포천아트밸리,경기 포천시 신북면 기지리 282,60.0,1,1.0,3.0,3.0,4.0,10
3539,644.0,a_a009440,남이섬,강원 춘천시 남산면 방하리 197,150.0,1,0.0,4.0,3.0,4.0,10
3542,2852.0,a_a001316,인천차이나타운,인천 중구 북성동2가 14,150.0,2,0.0,4.0,4.0,4.0,08
3545,782.0,a_a010106,대성리역 부근,,30.0,4,1.0,3.0,4.0,3.0,10
3546,2928.0,a_a018124,장릉,경기 김포시 풍무동 666-1,60.0,2,0.0,4.0,4.0,4.0,11
3547,1064.0,a_a002530,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,60.0,4,1.0,4.0,4.0,4.0,09
3549,1061.0,a_a010235,롯데월드타워,서울 송파구 신천동 29,30.0,13,1.0,5.0,5.0,5.0,10
3552,3141.0,a_a000975,청와대 본관,서울 종로구 세종로 1,90.0,2,0.0,4.0,5.0,5.0,08
3553,1213.0,a_a017946,물향기수목원,경기 오산시 수청동 332-4,90.0,1,1.0,5.0,5.0,5.0,11
3560,2034.0,a_a006539,신세계백화점 의정부점,경기 의정부시 의정부동 168-54,60.0,4,1.0,3.0,3.0,2.0,10
3561,3257.0,a_a000623,킨텍스,경기 고양시 일산서구 대화동 2600,60.0,3,0.0,4.0,4.0,4.0,09
3565,2900.0,a_a001199,자라섬,경기 가평군 가평읍 달전리 30,270.0,8,0.0,4.0,4.0,4.0,08
3566,2501.0,a_a011586,용산가족공원,서울 용산구 용산동6가 168-6,60.0,1,0.0,5.0,5.0,5.0,10
3568,3503.0,a_a003436,학고재,서울 종로구 소격동 77,30.0,3,0.0,5.0,5.0,5.0,09
3569,943.0,a_a012514,따오기아동문화관,경기 시흥시 산현동 495,30.0,3,0.0,5.0,5.0,5.0,10
3571,1841.0,a_a010193,수도국산 달동네박물관,인천 동구 송현동 163,30.0,2,0.0,4.0,4.0,4.0,10
3582,1210.0,a_a008017,물왕호수,경기 시흥시 물왕동,30.0,1,1.0,5.0,5.0,5.0,10
3583,3484.0,a_a007945,하늘공원,서울 마포구 상암동 481-72,90.0,1,1.0,5.0,3.0,4.0,10
3589,2921.0,a_a013688,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,480.0,5,1.0,5.0,5.0,5.0,10
3598,3024.0,a_a005164,주렁주렁 동탄라크몽점,경기 화성시 송동 726-1,120.0,6,0.0,5.0,5.0,5.0,10
3599,1597.0,a_a005134,서울랜드,경기 과천시 막계동 108,120.0,7,1.0,4.0,4.0,4.0,10
3600,1571.0,a_a003182,서울공예박물관,서울 종로구 안국동 175-112,120.0,2,0.0,5.0,5.0,5.0,10
3604,2284.0,a_a002086,에스팩토리,서울 성동구 성수동2가 273-13,60.0,13,0.0,4.0,2.0,3.0,09
3610,2480.0,a_a002819,와우정사,경기 용인시 처인구 해곡동 224-1,30.0,2,0.0,3.0,1.0,3.0,09
3616,1660.0,a_a017889,서울특별시 중부공원녹지사업소 서울창포원,서울 도봉구 도봉동 4-1,60.0,7,1.0,1.0,5.0,4.0,11
3624,1045.0,a_a007953,롯데시네마 평촌,경기 안양시 동안구 호계동 1039,120.0,3,0.0,5.0,5.0,5.0,10
3628,2771.0,a_a009473,이태원 거리,,60.0,4,1.0,3.0,3.0,3.0,10
3631,3339.0,a_a006776,파주롯데프리미엄아울렛,,150.0,4,1.0,5.0,5.0,5.0,10
3636,3457.0,a_a003181,피규어뮤지엄W,서울 강남구 청담동 84-9,90.0,3,0.0,2.0,2.0,2.0,10
3637,829.0,a_a000787,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,5.0,5.0,5.0,08
3638,1249.0,a_a001039,밀크북,경기 파주시 문발동 532-3,180.0,3,0.0,5.0,4.0,3.0,09
3640,258.0,a_a000809,경복궁,서울 종로구 세종로 1-91,150.0,2,1.0,5.0,4.0,4.0,09
3642,2369.0,a_a006606,연천호로고루,경기 연천군 장남면 원당리 1257-1,90.0,2,0.0,5.0,5.0,5.0,10
3643,1809.0,a_a010227,솔밭근린공원,서울 강북구 우이동 80,30.0,1,1.0,5.0,5.0,5.0,10
3645,1070.0,a_a001473,롯데프리미엄아울렛 파주점,경기 파주시 문발동 644,150.0,4,1.0,4.0,4.0,4.0,08
3646,1117.0,a_a012482,망리단길,서울 마포구 망원동,60.0,3,0.0,4.0,4.0,4.0,10
3650,3257.0,a_a005546,킨텍스,경기 고양시 일산서구 대화동 2600,120.0,3,0.0,4.0,4.0,4.0,10
3653,2774.0,a_a004999,이태원거리,서울 용산구 이태원동 119-23,60.0,4,1.0,1.0,1.0,1.0,10
3657,478.0,a_a017817,국립중앙박물관,서울 용산구 용산동6가 168-6,180.0,2,1.0,4.0,4.0,4.0,11
3660,3176.0,a_a002282,충무아트센터 대극장,서울 중구 흥인동 131,210.0,3,1.0,5.0,5.0,5.0,10
3661,53.0,a_a007280,Dmz생생누리,,90.0,3,0.0,4.0,3.0,4.0,10
3663,2550.0,c_c002983,웅진플레이도시,경기 부천시 상동 572-1,210.0,6,0.0,4.0,4.0,4.0,10
3666,1227.0,a_a001502,미메시스아트뮤지엄,경기 파주시 문발동 499-3,60.0,3,1.0,5.0,5.0,5.0,08
3667,1730.0,a_a015318,성신여자대학교 미아운정그린캠퍼스,서울 강북구 미아동 147,180.0,3,1.0,5.0,5.0,3.0,10
3668,1548.0,a_a007424,서둔교회,경기 수원시 권선구 서둔동 148-1,30.0,2,1.0,4.0,3.0,3.0,10
3677,1735.0,a_a000424,세라젬웰카페 서울반포직영점,서울 서초구 반포동 57-3,60.0,13,0.0,4.0,4.0,4.0,08
3679,1064.0,a_a000050,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,1.0,2.0,2.0,2.0,08
3683,2207.0,a_a002848,"앨리웨이 광교 쇼핑거리, 젝시믹스",,60.0,4,0.0,4.0,3.0,4.0,09
3684,2355.0,a_a002936,연천 삼곶리돌무지무덤,,30.0,2,0.0,4.0,4.0,5.0,09
3691,3752.0,a_a002387,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,1.0,5.0,2.0,4.0,09
3695,331.0,a_a017822,고촌먹거리타운,,90.0,4,0.0,4.0,4.0,4.0,11
3697,258.0,a_a002471,경복궁,서울 종로구 세종로 1-91,90.0,2,0.0,3.0,3.0,3.0,09
3699,425.0,a_a017916,교보문고 건대 바로드림센터,서울 광진구 자양동 227-342,30.0,4,0.0,5.0,5.0,5.0,11
3704,2254.0,a_a000393,어촌마을,서울 양천구 신월동 510-1,30.0,7,1.0,3.0,5.0,5.0,08
3705,1445.0,a_a003598,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,90.0,1,0.0,4.0,3.0,4.0,10
3706,1783.0,a_a007384,소마미술관 2관,,60.0,3,0.0,4.0,4.0,4.0,10
3711,1098.0,a_a002096,마장호수출렁다리,경기 파주시 광탄면 기산리,30.0,7,0.0,3.0,3.0,4.0,09
3723,1066.0,a_a008701,롯데팩토리아울렛 가산점,서울 금천구 가산동 60-19,30.0,4,0.0,4.0,3.0,2.0,10
3724,2268.0,a_a003441,에버랜드 로스트밸리,경기 용인시 처인구 포곡읍 전대리 482,60.0,6,1.0,5.0,5.0,5.0,10
3726,958.0,a_a017502,라인프렌즈 월드 팝업스토어,서울 성동구 성수동1가 27-3,30.0,3,0.0,5.0,5.0,5.0,11
3728,1286.0,a_a007360,밤가시공원,,30.0,1,0.0,5.0,4.0,4.0,10
3730,667.0,a_a007966,노들섬,서울 용산구 이촌동 302-146,30.0,7,1.0,3.0,2.0,2.0,10
3733,1152.0,a_a001440,명동역지하쇼핑센터,서울 중구 충무로1가 24-1,30.0,4,0.0,4.0,4.0,4.0,09
3736,1467.0,a_a013677,쁘띠프랑스,경기 가평군 청평면 고성리 616-2,240.0,6,0.0,5.0,2.0,5.0,10
3739,911.0,a_a017976,두물머리,경기 양평군 양서면 양수리,30.0,1,0.0,5.0,5.0,5.0,11
3742,3275.0,a_a012494,탄밤,,0.0,2,0.0,4.0,4.0,4.0,10
3744,1647.0,a_a000108,서울역사박물관,서울 종로구 신문로2가 2-1,60.0,2,0.0,5.0,4.0,5.0,08
3745,1026.0,a_a000341,롯데백화점 영등포점,서울 영등포구 영등포동 618-496,30.0,4,0.0,5.0,5.0,5.0,08
3749,2866.0,a_a007270,일본풍거리,인천 중구 관동1가 24,90.0,4,0.0,4.0,5.0,4.0,10
3750,1746.0,a_a002752,세운전자상가,서울 종로구 장사동 116-4,30.0,4,1.0,5.0,5.0,5.0,10
3752,1134.0,a_a017705,메가박스 성수,서울 성동구 성수동1가 656-335,180.0,3,0.0,5.0,5.0,5.0,11
3757,1971.0,a_a017835,스타필드 하남,경기 하남시 신장동 45-5,120.0,4,1.0,5.0,5.0,5.0,11
3762,1340.0,a_a008555,별빛마을포토랜드,경기 안산시 상록구 부곡동 214-18,30.0,3,0.0,5.0,5.0,5.0,10
3765,1906.0,a_a005375,수원화성 연무대 관광안내소,경기 수원시 팔달구 매향동 3-32,30.0,2,0.0,5.0,5.0,5.0,10
3769,1835.0,a_a003696,송월동동화마을,인천 중구 송월동3가 17,30.0,7,0.0,3.0,3.0,3.0,10
3774,1124.0,c_c005232,매향1교,경기 수원시 팔달구 북수동,60.0,2,0.0,5.0,5.0,5.0,10
3775,2289.0,a_a018205,에이치씨어터,서울 종로구 이화동 57,120.0,3,0.0,2.0,1.0,1.0,11
3776,834.0,a_a000277,덕수궁돌담길,서울 중구 정동 5-1,30.0,1,0.0,5.0,5.0,5.0,08
3777,1914.0,a_a006998,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,90.0,2,0.0,5.0,5.0,5.0,10
3779,538.0,a_a014823,금빛수로보트하우스,경기 김포시 장기동 1539,30.0,5,0.0,4.0,4.0,4.0,11
3780,2377.0,a_a001730,영녕릉 세종대왕유적지구 세종대왕릉,경기 여주시 세종대왕면 번도리 888-1,120.0,2,0.0,5.0,5.0,5.0,09
3789,1966.0,a_a017964,스타필드 고양,경기 고양시 덕양구 동산동 370,210.0,4,1.0,4.0,5.0,4.0,11
3794,3533.0,a_a010193,한국이민사박물관,인천 중구 북성동1가 125,30.0,2,0.0,5.0,5.0,5.0,10
3799,3311.0,a_a002196,트라이보울,인천 연수구 송도동 24-6,30.0,2,0.0,2.0,3.0,3.0,09
3801,2554.0,a_a002859,원당감자탕 영등포점,서울 영등포구 영등포동3가 12-14,60.0,4,0.0,5.0,5.0,5.0,09
3802,378.0,a_a000738,관악산산림욕장,경기 안양시 동안구 비산동 산 23-6,30.0,1,0.0,5.0,4.0,4.0,09
3803,546.0,a_a004504,기아 디자인 철학 전시 Opposites United,,30.0,3,0.0,5.0,5.0,5.0,10
3812,823.0,a_a003810,더현대서울,서울 영등포구 여의도동 22,60.0,7,0.0,5.0,5.0,5.0,10
3814,3107.0,a_a001293,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,0.0,5.0,5.0,5.0,09
3817,258.0,a_a000034,경복궁,서울 종로구 세종로 1-91,30.0,2,1.0,4.0,2.0,4.0,08
3819,1726.0,a_a015837,성수동수제화거리,서울 성동구 성수동2가 289-30,300.0,4,0.0,5.0,5.0,5.0,11
3820,2879.0,a_a008073,일일농장,,120.0,13,1.0,4.0,4.0,4.0,10
3823,1285.0,a_a001774,밝은광장 인증센터,경기 남양주시 조안면 진중리 279-14,0.0,13,0.0,5.0,3.0,5.0,09
3824,3716.0,a_a003109,홍대패션거리,서울 마포구 서교동 348-78,90.0,4,0.0,5.0,5.0,5.0,10
3830,2774.0,a_a001677,이태원거리,서울 용산구 이태원동 119-23,30.0,4,0.0,4.0,4.0,4.0,09
3832,1894.0,a_a006321,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,1.0,5.0,5.0,5.0,10
3833,259.0,a_a003694,경복궁 생과방,서울 종로구 세종로 1-1,90.0,2,0.0,5.0,5.0,5.0,10
3834,3305.0,a_a008693,통인시장,서울 종로구 통인동 13-1,30.0,4,0.0,5.0,3.0,4.0,10
3839,318.0,a_a011241,고양어린이박물관,경기 고양시 덕양구 화정동 1003,120.0,2,1.0,5.0,5.0,5.0,10
3845,2026.0,a_a000179,신사하우스,서울 강남구 신사동 522-23,60.0,3,0.0,4.0,4.0,4.0,08
3847,489.0,a_a000632,국립현대미술관 서울관,서울 종로구 소격동 165-10,30.0,3,0.0,5.0,5.0,5.0,08
3848,1914.0,a_a007866,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,0.0,2,0.0,4.0,3.0,4.0,10
3852,3082.0,a_a017932,창경궁,서울 종로구 와룡동 2-1,60.0,2,0.0,5.0,5.0,5.0,11
3855,2570.0,a_a015319,월미공원,인천 중구 북성동1가 산 2-1,30.0,1,0.0,5.0,4.0,4.0,10
3862,1010.0,a_a007272,롯데몰 광명점,경기 광명시 일직동 500,30.0,4,1.0,5.0,5.0,5.0,10
3868,1354.0,a_a007960,보정동카페거리,경기 용인시 기흥구 보정동 1344,150.0,4,0.0,5.0,5.0,5.0,10
3872,271.0,a_a001914,경의선철도길,,30.0,7,0.0,5.0,5.0,5.0,09
3875,3188.0,a_a004603,카자구루마,경기 수원시 팔달구 신풍동 123-13,30.0,4,0.0,3.0,2.0,3.0,10
3876,2871.0,a_a001515,일산호수공원,경기 고양시 일산동구 장항동 906,90.0,1,1.0,5.0,5.0,5.0,08
3878,2574.0,a_a001084,월미도 놀이공원,,60.0,6,0.0,5.0,5.0,5.0,09
3882,3022.0,a_a008418,좌상바위,경기 연천군 전곡읍 신답리 307,30.0,1,0.0,3.0,4.0,4.0,10
3883,2586.0,a_a000461,월정교,경북 경주시 교동 274,0.0,2,0.0,5.0,5.0,5.0,08
3884,3255.0,a_a010958,키이스케이프 강남 더오름,서울 강남구 역삼동 827-37,90.0,3,0.0,5.0,5.0,5.0,10
3885,2230.0,a_a003698,양주나리농원,경기 양주시 광사동 51-56,60.0,8,0.0,4.0,2.0,4.0,09
3886,3654.0,a_a018128,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,90.0,4,1.0,5.0,5.0,5.0,11
3890,1557.0,a_a005646,서오릉,경기 고양시 덕양구 용두동 475-95,60.0,2,0.0,4.0,4.0,4.0,10
3892,268.0,a_a000502,경의선숲길,서울 마포구 동교동 190-1,30.0,7,0.0,5.0,5.0,5.0,08
3895,734.0,a_a000111,다이소 여의도점,서울 영등포구 여의도동 25-15,30.0,4,0.0,5.0,5.0,5.0,08
3902,3248.0,a_a000911,크라운수상레저,경기 가평군 청평면 호명리 산 18-1,120.0,5,0.0,5.0,5.0,5.0,08
3910,1064.0,a_a002874,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,1.0,5.0,5.0,5.0,09
3912,489.0,a_a008270,국립현대미술관 서울관,서울 종로구 소격동 165-10,60.0,3,0.0,5.0,3.0,4.0,10
3918,1211.0,a_a004604,물의정원,경기 남양주시 조안면 진중리 95,30.0,1,0.0,4.0,4.0,4.0,10
3921,2263.0,a_a001288,에르메스 신세계백화점 본점,서울 중구 충무로1가 52-5,30.0,4,0.0,3.0,4.0,3.0,09
3926,1713.0,a_a018000,설화수의집 북촌,서울 종로구 가회동 74,30.0,3,0.0,4.0,3.0,4.0,11
3928,2767.0,a_a018126,이케아 광명점,경기 광명시 일직동 500,120.0,4,0.0,5.0,3.0,4.0,11
3934,2636.0,a_a003421,율곡습지공원,경기 파주시 파평면 율곡리 190-1,60.0,1,0.0,4.0,4.0,4.0,10
3937,2034.0,a_a017983,신세계백화점 의정부점,,30.0,4,0.0,5.0,5.0,4.0,11
3939,2265.0,a_a002491,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,600.0,6,1.0,5.0,5.0,5.0,09
3942,286.0,a_a003476,경희대학교 국제캠퍼스,경기 용인시 기흥구 서천동 1,60.0,2,0.0,4.0,2.0,4.0,09
3943,3015.0,a_a001817,종묘,서울 종로구 훈정동 1-2,60.0,2,0.0,5.0,5.0,5.0,09
3948,1891.0,a_a004348,수원통닭거리,경기 수원시 팔달구 남수동 158-2,30.0,4,0.0,3.0,3.0,3.0,09
3949,2722.0,a_a004515,이마트 흥덕점,경기 용인시 기흥구 영덕동 985-3,60.0,4,1.0,5.0,5.0,5.0,10
3952,2871.0,a_a001495,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,0.0,5.0,5.0,5.0,09
3963,760.0,a_a001870,대광식품,서울 성동구 마장동 761-4,30.0,4,0.0,4.0,4.0,4.0,09
3966,1966.0,a_a004132,스타필드 고양,경기 고양시 덕양구 동산동 370,90.0,4,1.0,5.0,5.0,5.0,10
3970,3147.0,a_a012450,청운문학도서관,서울 종로구 청운동 4-20,30.0,3,0.0,4.0,4.0,4.0,10
3975,154.0,a_a000816,가평잣고을시장,경기 가평군 가평읍 읍내리 405,30.0,4,0.0,3.0,3.0,3.0,08
3977,463.0,a_a001896,국립민속박물관,서울 종로구 세종로 1-1,60.0,2,0.0,5.0,5.0,5.0,09
3978,2509.0,a_a001351,용소폭포,경기 가평군 북면 적목리 산 192,120.0,1,0.0,5.0,5.0,5.0,08
3980,1054.0,a_a004091,롯데월드,서울 송파구 잠실동 40-1,510.0,6,0.0,5.0,5.0,5.0,10
3981,3726.0,a_a007626,화담숲,경기 광주시 도척면 도웅리 산 33,210.0,1,0.0,5.0,5.0,5.0,10
3994,774.0,a_a002536,대부바다향기 테마파크 습지테마원,경기 안산시 단원구 대부북동,60.0,6,0.0,5.0,5.0,5.0,09
3996,2904.0,a_a003248,자라섬 블루문,,60.0,8,0.0,4.0,4.0,4.0,10
4011,840.0,a_a011106,덕포진,경기 김포시 대곶면 신안리 산 105,30.0,2,0.0,3.0,1.0,2.0,10
4013,1930.0,a_a001674,순라길,서울 종로구 권농동 148,30.0,7,0.0,5.0,5.0,5.0,09
4014,2427.0,a_a003952,오산시립미술관,경기 오산시 은계동 7-7,90.0,3,0.0,5.0,5.0,5.0,10
4018,2421.0,a_a003182,오브젝트,서울 종로구 재동 11,30.0,4,1.0,5.0,5.0,5.0,10
4024,2960.0,a_a000123,전쟁기념관,서울 용산구 용산동1가 8,240.0,2,0.0,5.0,5.0,5.0,08
4025,3178.0,a_a001316,충헌공김구선생묘,,30.0,2,0.0,2.0,1.0,1.0,08
4030,2618.0,a_a005170,유명골프클럽,경기 성남시 수정구 시흥동 71,120.0,5,0.0,5.0,5.0,5.0,10
4038,1333.0,a_a002885,벽초지수목원,경기 파주시 광탄면 창만리 166-8,60.0,1,0.0,4.0,2.0,4.0,10
4040,2472.0,a_a007096,올림픽공원,서울 송파구 방이동 88-3,60.0,1,1.0,5.0,5.0,5.0,10
4042,118.0,a_a014196,가나아트파크,경기 양주시 장흥면 일영리 8,150.0,3,0.0,4.0,4.0,4.0,10
4043,2834.0,a_a002196,인천도시역사관,인천 연수구 송도동 24-7,30.0,2,0.0,4.0,3.0,4.0,09
4044,1966.0,a_a005589,스타필드 고양,경기 고양시 덕양구 동산동 370,90.0,4,1.0,4.0,4.0,4.0,10
4046,2269.0,a_a006656,에버랜드 롤링엑스트레인,경기 용인시 처인구 포곡읍 가실리 104-15,60.0,6,1.0,5.0,5.0,5.0,10
4047,1070.0,a_a007776,롯데프리미엄아울렛 파주점,경기 파주시 문발동 644,30.0,4,0.0,4.0,3.0,4.0,10
4048,121.0,a_a000177,가나아트파크 야외공연장,경기 양주시 장흥면 일영리 8,60.0,3,0.0,5.0,5.0,5.0,08
4051,1545.0,a_a003069,서대문형무소역사관,서울 서대문구 현저동 101,90.0,2,0.0,5.0,5.0,5.0,09
4057,3587.0,a_a008049,행궁파티,경기 수원시 팔달구 장안동 109-1,0.0,2,0.0,3.0,3.0,3.0,10
4058,1061.0,a_a010290,롯데월드타워,서울 송파구 신천동 29,0.0,13,1.0,4.0,4.0,3.0,10
4059,2669.0,a_a001709,의정부음악도서관,경기 의정부시 신곡동 724-1,60.0,3,0.0,5.0,5.0,5.0,09
4062,1787.0,a_a004265,소요산,경기 동두천시 동두천동,60.0,1,0.0,4.0,4.0,4.0,10
4065,2547.0,a_a001495,운정호수공원,경기 파주시 와동동,60.0,1,0.0,5.0,4.0,5.0,09
4068,3752.0,a_a003388,화성행궁,경기 수원시 팔달구 남창동 6-2,90.0,2,0.0,5.0,4.0,5.0,09
4070,2650.0,a_a001749,을왕리해수욕장,인천 중구 을왕동 746,60.0,1,1.0,5.0,5.0,5.0,09
4072,913.0,a_a011622,두물머리나루터,경기 양평군 양서면 양수리 711-1,90.0,1,1.0,5.0,5.0,5.0,10
4074,2121.0,a_a002568,아쿠아필드 안성,경기 안성시 공도읍 진사리 354,300.0,4,1.0,3.0,2.0,2.0,09
4078,1914.0,a_a008049,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,30.0,2,0.0,4.0,4.0,4.0,10
4082,2949.0,a_a002567,재인폭포,경기 연천군 연천읍 부곡리 193,60.0,1,0.0,5.0,5.0,5.0,09
4088,1692.0,a_a004719,석촌호수 동호,서울 송파구 신천동 32,30.0,7,0.0,5.0,5.0,5.0,10
4089,2976.0,a_a004687,정약용문화제,경기 남양주시 조안면 능내리 95-4,60.0,2,0.0,4.0,2.0,4.0,10
4093,2133.0,a_a010192,아트스페이스 트인,인천 남동구 운연동 53-20,210.0,13,0.0,5.0,4.0,5.0,10
4095,1175.0,a_a007643,못골종합시장,경기 수원시 팔달구 지동 380,30.0,4,0.0,3.0,2.0,3.0,10
4096,1294.0,a_a018047,방학동도깨비시장,서울 도봉구 방학동 726-80,30.0,4,1.0,4.0,3.0,3.0,11
4101,2502.0,a_a009620,용산공원 부분개방부지,서울 용산구 서빙고동 235-101,120.0,1,0.0,4.0,3.0,4.0,10
4102,2424.0,a_a005496,오산리 최자실 기념 금식 기도원,,240.0,2,1.0,5.0,5.0,5.0,10
4104,3143.0,d_d005429,청와대 정문,서울 종로구 세종로 1,150.0,2,0.0,5.0,5.0,5.0,10
4106,524.0,a_a003062,그랜드워커힐서울 워커힐씨어터,서울 광진구 광장동 24,0.0,13,0.0,5.0,3.0,5.0,09
4107,2265.0,a_a006525,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,420.0,6,1.0,5.0,5.0,5.0,10
4110,478.0,a_a000770,국립중앙박물관,서울 용산구 용산동6가 168-6,90.0,2,0.0,5.0,5.0,5.0,09
4113,2936.0,a_a018110,장안문,경기 수원시 팔달구 장안동 329,60.0,2,0.0,5.0,5.0,5.0,11
4114,2422.0,a_a004570,오산EBS캐릭터공원,경기 오산시 오산동 609-37,60.0,1,0.0,3.0,3.0,3.0,10
4116,873.0,a_a007296,동대문디자인플라자(DDP) 동대문역사문화공원,서울 중구 을지로7가 2-1,90.0,3,1.0,5.0,5.0,5.0,10
4118,1623.0,a_a004717,서울시립미술관 서소문본관,서울 중구 서소문동 37,150.0,3,1.0,5.0,5.0,5.0,10
4121,414.0,a_a007017,광화문,서울 종로구 세종로 1-58,180.0,2,0.0,5.0,5.0,5.0,10
4123,2995.0,a_a002476,제이드가든수목원,강원 춘천시 남산면 서천리 산 111,120.0,1,0.0,5.0,4.0,5.0,09
4124,1873.0,a_a001337,수원시립 아이파크미술관,경기 수원시 팔달구 신풍동 238-1,120.0,3,0.0,5.0,5.0,5.0,08
4127,3269.0,a_a001132,타임스퀘어,서울 영등포구 영등포동4가 442,60.0,4,1.0,4.0,5.0,5.0,09
4128,242.0,a_a000880,경기둘레길 안성39코스,경기도 안성시 죽산면,60.0,7,0.0,4.0,4.0,3.0,08
4131,1482.0,a_a001702,산정호수,경기 포천시 영북면 산정리 243-1,60.0,7,0.0,4.0,4.0,4.0,09
4133,2324.0,d_d004088,여의도한강공원,서울 영등포구 여의도동 85,60.0,1,1.0,5.0,5.0,5.0,10
4136,3327.0,a_a004029,파미에스테이션,서울 서초구 반포동 118-3,60.0,4,0.0,5.0,5.0,5.0,10
4138,2504.0,a_a010288,용산기지 미군장교숙소 부지 입구,서울 용산구 서빙고동 235-102,60.0,2,0.0,5.0,4.0,4.0,10
4139,1281.0,a_a011761,반포한강공원,서울 서초구 반포2동 115-5,180.0,1,1.0,5.0,5.0,5.0,10
4142,2063.0,a_a003181,쌀창고등학교(팝업스토어),,90.0,13,0.0,5.0,5.0,5.0,10
4143,1295.0,a_a014136,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,5.0,5.0,5.0,10
4144,3799.0,a_a007381,흥인지문,서울 종로구 종로6가 69,90.0,2,1.0,5.0,5.0,5.0,10
4145,2924.0,a_a005994,잠원한강공원,서울 강남구 압구정동 386,30.0,1,0.0,5.0,5.0,5.0,10
4146,1022.0,a_a000134,롯데백화점 본점,서울 중구 소공동 1,60.0,4,0.0,4.0,3.0,3.0,08
