,VISIT_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM
2776,2986.0,a_a001991,제물포구락부,인천 중구 송학동1가 11-1,30.0,7,0.0,4.0,4.0,4.0,09
2778,2408.0,a_a003372,오감캠프촌,경기 양주시 유양동 388-1,240.0,13,0.0,3.0,2.0,2.0,09
2781,612.0,a_a009685,남대문로 지하쇼핑센터,서울 중구 남대문로3가 13-3,0.0,4,1.0,4.0,4.0,4.0,11
2783,1043.0,a_a006443,롯데시네마 월드타워,서울 송파구 신천동 29,120.0,3,1.0,5.0,5.0,5.0,10
2790,1663.0,a_a002095,서울특별시청,서울 중구 태평로1가 31,0.0,13,0.0,5.0,5.0,5.0,09
2796,2681.0,a_a007609,이리데한복,경기 용인시 기흥구 보라동 301-1,60.0,4,0.0,4.0,4.0,4.0,10
2797,1693.0,a_a007071,석촌호수 서호,서울 송파구 잠실동 47,60.0,1,1.0,5.0,5.0,5.0,10
2802,2635.0,a_a009715,율곡수목원,경기 파주시 파평면 율곡리 6-1,60.0,1,0.0,5.0,5.0,5.0,10
2803,253.0,a_a003779,경동다육,경기 남양주시 별내동 1469-3,30.0,4,0.0,3.0,3.0,3.0,10
2805,1186.0,a_a003021,무신사스탠다드 홍대,서울 마포구 동교동 162-5,60.0,4,0.0,5.0,5.0,5.0,10
2806,500.0,a_a007719,군포문화예술회관,경기 군포시 산본동 1101,60.0,3,0.0,4.0,4.0,4.0,10
2808,383.0,a_a000851,광교호수공원,경기 수원시 영통구 하동 1020,90.0,1,1.0,5.0,5.0,5.0,08
2811,1627.0,a_a002116,서울식물원,서울 강서구 마곡동 727-256,90.0,6,0.0,4.0,4.0,4.0,09
2813,3144.0,a_a005198,청와대 춘추관,서울 종로구 세종로 1,30.0,2,0.0,4.0,4.0,4.0,10
2816,1295.0,a_a007761,방화수류정,경기 수원시 팔달구 매향동 151,30.0,1,0.0,5.0,5.0,5.0,11
2817,2004.0,a_a008721,시흥프리미엄아울렛,경기 시흥시 배곧동 36,90.0,4,1.0,2.0,2.0,2.0,10
2821,3235.0,a_a003186,코엑스아티움,서울 강남구 삼성동 159-9,270.0,3,1.0,4.0,4.0,4.0,09
2822,1118.0,a_a000956,망원시장,서울 마포구 망원동 403-6,30.0,4,0.0,5.0,5.0,5.0,08
2823,3347.0,a_a002422,파주프리미엄아울렛,경기 파주시 탄현면 법흥리 1790-8,120.0,4,1.0,4.0,4.0,4.0,09
2826,2749.0,a_a000434,이스포츠아레나,서울특별시 중구 충무로5가,120.0,4,0.0,4.0,2.0,3.0,08
2827,3631.0,a_a005147,현대백화점 신촌점,서울 서대문구 창천동 30-33,30.0,4,0.0,4.0,4.0,4.0,10
2828,3527.0,a_a004205,한국민속촌,경기 용인시 기흥구 보라동 107-1,360.0,6,1.0,5.0,5.0,5.0,10
2832,1817.0,a_a001133,송도달빛축제공원,인천 연수구 송도동 26-1,180.0,8,0.0,5.0,5.0,5.0,09
2837,2310.0,a_a001546,엘마트 광주점,경기 광주시 초월읍 산이리 94-1,60.0,4,0.0,5.0,5.0,5.0,09
2841,1765.0,a_a001316,센트럴파크,인천 연수구 옥련동 405-36,30.0,7,0.0,4.0,5.0,5.0,08
2847,886.0,a_a008269,"동묘공원, 동대문역사문화공원 가는길",,30.0,1,0.0,4.0,3.0,3.0,10
2850,3687.0,a_a013850,홈플러스 영통점,경기 수원시 영통구 영통동 994-2,30.0,4,1.0,5.0,5.0,5.0,10
2856,2180.0,a_a018173,안양중앙시장,경기 안양시 만안구 안양동 676-45,60.0,4,0.0,4.0,3.0,4.0,11
2861,629.0,a_a001448,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,90.0,1,0.0,5.0,5.0,5.0,08
2868,794.0,a_a005568,대학로예술극장,,30.0,3,0.0,5.0,4.0,4.0,10
2869,829.0,a_a000134,덕수궁,서울 중구 정동 5-1,60.0,2,0.0,5.0,5.0,5.0,08
2870,2847.0,a_a006166,인천아트플랫폼,인천 중구 해안동1가 2-8,30.0,3,0.0,3.0,3.0,3.0,10
2873,1708.0,a_a003025,설매재자연휴양림,경기 양평군 옥천면 용천리 산 29-21,30.0,1,0.0,5.0,5.0,5.0,09
2875,1210.0,a_a012514,물왕호수,경기 시흥시 물왕동,120.0,1,0.0,5.0,5.0,5.0,10
2881,1127.0,a_a011185,머더파커 건대2호점,서울 광진구 화양동 48-31,90.0,6,0.0,5.0,5.0,5.0,10
2888,2382.0,a_a003568,영월공원,경기 여주시 상동 132,30.0,7,0.0,4.0,4.0,4.0,10
2890,644.0,a_a008604,남이섬,강원 춘천시 남산면 방하리 197,30.0,1,0.0,3.0,3.0,4.0,10
2891,445.0,a_a003257,구장사거리,경기 화성시 팔탄면 구장리,0.0,4,1.0,3.0,3.0,4.0,09
2894,2940.0,a_a002159,장충단공원,서울 중구 장충동2가 197-34,30.0,7,0.0,4.0,4.0,4.0,09
2901,1372.0,a_a001103,봉은사,서울 은평구 진관동 산 34,30.0,2,0.0,3.0,3.0,3.0,08
2907,3233.0,a_a010289,코엑스,서울 강남구 삼성동 159,120.0,3,0.0,4.0,4.0,4.0,10
2909,2.0,a_a002502,(주)파릇,,120.0,3,0.0,5.0,5.0,5.0,09
2910,1774.0,a_a001898,"소래포구 근처 어시장 및 산책로, 다리",,30.0,4,0.0,3.0,3.0,2.0,09
2911,1851.0,a_a015750,수봉공원 자연학습원,,30.0,1,0.0,4.0,4.0,4.0,11
2913,1165.0,a_a004537,모란종합시장,경기 성남시 중원구 성남동 4214,30.0,4,0.0,4.0,2.0,2.0,10
2917,68.0,a_a000111,IFC몰,서울 영등포구 여의도동 23-1,60.0,4,0.0,5.0,5.0,5.0,08
2921,3262.0,a_a001261,킨텍스 제2전시장,경기 고양시 일산서구 대화동 2700,480.0,3,1.0,5.0,5.0,5.0,09
2930,829.0,a_a003016,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,4.0,3.0,4.0,10
2934,1160.0,a_a007393,모나미스토어 성수점,서울 성동구 성수동2가 315-71,30.0,3,0.0,3.0,3.0,4.0,10
2938,2852.0,a_a001894,인천차이나타운,인천 중구 북성동2가 14,30.0,4,0.0,4.0,4.0,3.0,09
2952,3652.0,a_a002196,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,30.0,4,0.0,2.0,2.0,1.0,09
2954,117.0,a_a000550,가나아트센터,서울 종로구 평창동 97,30.0,3,0.0,5.0,5.0,5.0,08
2964,3141.0,a_a002121,청와대 본관,서울 종로구 세종로 1,60.0,2,0.0,5.0,4.0,5.0,09
2968,1891.0,a_a002866,수원통닭거리,경기 수원시 팔달구 남수동 158-2,120.0,4,1.0,4.0,4.0,4.0,10
2971,1323.0,a_a011255,범륜사,경기 파주시 적성면 설마리 47-3,30.0,2,0.0,3.0,3.0,3.0,10
2972,3547.0,a_a001158,한아름공원,경기 부천시 상동,30.0,1,0.0,5.0,3.0,3.0,09
2979,452.0,a_a014226,국립고궁박물관,서울 종로구 세종로 1-57,60.0,2,1.0,4.0,4.0,4.0,10
2981,1778.0,a_a011521,소래포구종합어시장,인천 남동구 논현동 680-1,60.0,4,0.0,4.0,4.0,4.0,11
2984,1883.0,a_a000012,수원전통문화관 예절교육관,경기 수원시 팔달구 장안동 33-4,0.0,3,0.0,2.0,2.0,2.0,08
2995,3752.0,b_b007029,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,3.0,3.0,10
2999,644.0,a_a002476,남이섬,강원 춘천시 남산면 방하리 197,270.0,1,1.0,5.0,4.0,5.0,09
3004,3799.0,a_a001264,흥인지문,서울 종로구 종로6가 69,0.0,2,0.0,4.0,3.0,3.0,08
3009,2265.0,a_a003031,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,570.0,6,1.0,1.0,4.0,5.0,10
3012,62.0,a_a000974,G타워전망대,인천 연수구 송도동 24-4,30.0,13,0.0,4.0,4.0,3.0,08
3013,2265.0,a_a001859,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,780.0,6,1.0,4.0,4.0,4.0,09
3020,1075.0,a_a001914,루프스테이션 익선,서울 종로구 익선동 137-6,30.0,8,1.0,5.0,5.0,5.0,09
3022,2564.0,a_a000012,원천호수,경기 수원시 영통구 하동,30.0,1,0.0,4.0,3.0,3.0,08
3023,1985.0,a_a006260,스포츠몬스터,,150.0,6,0.0,4.0,3.0,4.0,10
3033,1765.0,a_a000613,센트럴파크,인천 연수구 옥련동 405-36,30.0,2,1.0,5.0,5.0,5.0,08
3035,3143.0,a_a002650,청와대 정문,서울 종로구 세종로 1,30.0,2,0.0,4.0,3.0,4.0,09
3036,716.0,a_a002949,뉴코아아울렛 강남점,서울 서초구 잠원동 70-2,90.0,4,0.0,4.0,3.0,3.0,09
3037,3149.0,a_a003807,청주한씨문정공파묘역신도비,경기 성남시 분당구 율동 산 2-1,30.0,2,0.0,4.0,4.0,4.0,10
3038,1693.0,a_a002493,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,1.0,4.0,5.0,5.0,09
3042,1936.0,a_a003799,숲속의쉼터글램핑 공연장,,30.0,3,1.0,4.0,4.0,4.0,10
3043,2055.0,a_a006507,실학박물관,경기 남양주시 조안면 능내리 27-1,30.0,2,1.0,5.0,5.0,5.0,10
3045,2584.0,a_a006624,월미테마파크 학무대,인천 중구 북성동1가 산 2-1,0.0,6,0.0,3.0,3.0,3.0,10
3053,1482.0,a_a002817,산정호수,경기 포천시 영북면 산정리 243-1,90.0,1,0.0,5.0,4.0,5.0,09
3056,2949.0,a_a003622,재인폭포,경기 연천군 연천읍 부곡리 193,30.0,1,0.0,5.0,4.0,4.0,09
3058,2177.0,a_a003064,안양예술공원,경기 안양시 만안구 석수동 240-17,90.0,1,1.0,4.0,5.0,5.0,10
3065,3182.0,a_a017681,치즈스마일스튜디오,서울 종로구 계동 115-1,90.0,13,1.0,5.0,5.0,5.0,11
3067,2472.0,a_a007384,올림픽공원,서울 송파구 방이동 88-3,60.0,1,0.0,4.0,4.0,4.0,10
3069,1164.0,a_a010118,모란민속장,경기 성남시 중원구 성남동 4787,90.0,4,0.0,3.0,3.0,3.0,10
3071,406.0,a_a003305,광장시장,서울 종로구 예지동 2-1,60.0,4,1.0,4.0,5.0,4.0,10
3072,3414.0,a_a003598,포천아트밸리,경기 포천시 신북면 기지리 282,90.0,3,0.0,4.0,3.0,4.0,10
3074,536.0,a_a017709,금나래중앙공원,서울 금천구 독산동 1151,30.0,1,0.0,4.0,4.0,4.0,11
3077,1912.0,a_a004348,수원화성 화서문 안내소,경기 수원시 팔달구 장안동 322-25,30.0,2,1.0,4.0,4.0,4.0,10
3079,1972.0,a_a002344,스타필드시티 부천,경기 부천시 옥길동 768,60.0,4,1.0,4.0,4.0,4.0,10
3085,2954.0,a_a004768,전곡선사박물관,경기 연천군 전곡읍 전곡리 170-2,60.0,2,0.0,4.0,4.0,4.0,10
3087,3567.0,a_a005655,해돋이공원,인천 연수구 송도동 5-1,30.0,1,1.0,5.0,3.0,3.0,10
3092,1310.0,a_a006081,백남준아트센터,경기 용인시 기흥구 상갈동 496,30.0,3,0.0,4.0,4.0,4.0,10
3102,3744.0,a_a002966,화성시가족센터,경기 화성시 병점동 734,30.0,3,0.0,4.0,4.0,5.0,09
3103,1894.0,a_a008274,수원화성,경기 수원시 장안구 영화동 320-2,60.0,2,0.0,4.0,4.0,4.0,10
3104,600.0,a_a017753,낙양물사랑공원,경기 의정부시 낙양동 697,30.0,1,0.0,4.0,4.0,4.0,11
3105,2146.0,a_a007778,안녕인사동,서울 종로구 관훈동 155-2,60.0,3,0.0,5.0,5.0,5.0,10
3106,780.0,a_a005589,대성리국민관광유원지,경기 가평군 청평면 대성리 601-6,30.0,1,0.0,3.0,3.0,3.0,10
3107,1813.0,a_a001157,송내로데오거리,경기 부천시 상동,30.0,4,0.0,4.0,4.0,4.0,09
3111,1695.0,a_a017613,석촌호수산책길,서울 송파구 송파동,30.0,7,1.0,4.0,5.0,4.0,11
3115,3279.0,a_a001828,탑골공원,서울 종로구 종로2가 38-1,30.0,1,0.0,4.0,3.0,3.0,10
3116,1890.0,a_a010949,수원탑동시민농장,경기 수원시 권선구 탑동 540-2,60.0,1,0.0,4.0,3.0,3.0,10
3117,1670.0,a_a002158,서울함공원,서울 마포구 망원동 205-5,30.0,1,0.0,4.0,2.0,4.0,09
3118,2105.0,a_a017570,아이파크몰,서울 용산구 한강로3가 40-999,30.0,4,1.0,3.0,3.0,3.0,11
3123,1568.0,a_a004397,서울 한양도성 성벽,,30.0,7,0.0,4.0,2.0,4.0,10
3127,3661.0,a_a002784,호로고로,,90.0,2,0.0,5.0,5.0,5.0,09
3129,494.0,a_a014226,국제갤러리,서울 종로구 소격동 60-8,30.0,3,1.0,3.0,4.0,3.0,10
3131,2700.0,a_a014858,이마트 수서점,서울 강남구 수서동 724,30.0,4,0.0,5.0,5.0,5.0,11
3133,818.0,a_a008027,더풋샵 강남역점,서울 서초구 서초동 1317-11,90.0,3,0.0,4.0,4.0,4.0,10
3135,925.0,a_a003394,드라마 아스달 연대기 오산세트장,경기 오산시 내삼미동 240,30.0,2,0.0,3.0,2.0,2.0,09
3137,2472.0,a_a005385,올림픽공원,서울 송파구 방이동 88-3,90.0,1,0.0,4.0,4.0,4.0,10
3142,2472.0,a_a000506,올림픽공원,서울 송파구 방이동 88-3,630.0,1,0.0,4.0,3.0,4.0,08
3144,1055.0,a_a006963,롯데월드 민속박물관,,120.0,2,0.0,3.0,3.0,3.0,10
3145,1892.0,a_a011603,수원팔색길 화성성곽길,경기 수원시 장안구 연무동,90.0,2,0.0,4.0,4.0,4.0,10
3152,3143.0,a_a007656,청와대 정문,서울 종로구 세종로 1,60.0,3,0.0,4.0,3.0,5.0,10
3153,2922.0,a_a000029,잠실종합운동장 잠실야구장,서울 송파구 잠실동 10-1,150.0,5,0.0,4.0,3.0,4.0,08
3159,3239.0,a_a010954,콘텐츠박스,서울 종로구 동숭동 1-145,120.0,3,0.0,4.0,4.0,4.0,10
3160,3350.0,d_d004088,파타고니아 더현대서울점,서울 영등포구 여의도동 22,30.0,4,0.0,5.0,5.0,5.0,10
3163,415.0,a_a008695,광화문광장,서울 종로구 세종로 1-68,30.0,2,0.0,4.0,3.0,3.0,10
3165,623.0,b_b001071,남산골 한옥마을 윤택영재실,,60.0,13,0.0,5.0,5.0,5.0,09
3166,2337.0,a_a002786,여호와의증인 이태원왕국회관,서울 용산구 한남동 737-37,120.0,2,0.0,5.0,5.0,5.0,10
3167,2113.0,a_a004332,아침고요수목원,경기 가평군 상면 행현리 623-3,150.0,1,0.0,5.0,5.0,5.0,10
3168,1914.0,a_a007260,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,30.0,2,1.0,5.0,4.0,5.0,10
3170,3629.0,a_a000058,현대백화점 무역센터점,서울 강남구 삼성동 159-7,0.0,4,0.0,3.0,3.0,3.0,08
3172,1894.0,a_a007027,수원화성,경기 수원시 장안구 영화동 320-2,90.0,2,0.0,5.0,5.0,5.0,10
3181,2577.0,a_a018102,월미문화의거리,인천 중구 북성동1가 98-57,30.0,4,0.0,4.0,4.0,4.0,11
3182,2349.0,a_a000855,연인산,경기 가평군 조종면 상판리 산 1-2,180.0,1,1.0,5.0,5.0,5.0,08
3185,2404.0,a_a001866,예스24스테이지,서울 종로구 동숭동 1-52,120.0,3,1.0,5.0,5.0,5.0,09
3187,1770.0,a_a007235,소래산,인천 남동구 장수동 산 65-1,120.0,1,0.0,4.0,3.0,3.0,10
3190,415.0,a_a017928,광화문광장,서울 종로구 세종로 1-68,30.0,2,0.0,4.0,4.0,4.0,11
3191,405.0,a_a017952,광장스넥,서울 종로구 종로5가 138-23,30.0,2,1.0,5.0,4.0,4.0,11
3195,1318.0,a_a007418,백운호수,경기 의왕시 학의동,90.0,7,0.0,4.0,4.0,3.0,10
3197,3726.0,a_a002026,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,0.0,5.0,5.0,5.0,09
3199,3144.0,c_c005343,청와대 춘추관,서울 종로구 세종로 1,30.0,2,0.0,5.0,5.0,5.0,10
3200,2900.0,a_a001282,자라섬,경기 가평군 가평읍 달전리 30,30.0,1,0.0,3.0,4.0,4.0,08
3207,2808.0,a_a015211,인생네컷 파주야당2호점,경기 파주시 야당동 1072,30.0,4,0.0,5.0,5.0,5.0,11
3212,936.0,a_a018015,디뮤지엄,서울 성동구 성수동1가 685-700,60.0,3,0.0,5.0,4.0,4.0,11
3217,2375.0,a_a008121,열린송현녹지광장,서울 종로구 송현동 48-9,30.0,7,1.0,5.0,5.0,5.0,10
3218,3107.0,a_a008090,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,0.0,4.0,4.0,4.0,10
3220,807.0,a_a014792,더스타갤러리,서울 종로구 관훈동 192-14,30.0,3,0.0,4.0,4.0,4.0,11
3221,1498.0,a_a008474,삼성화재교통박물관,경기 용인시 처인구 포곡읍 유운리 432,90.0,2,0.0,4.0,4.0,4.0,11
3225,431.0,a_a005656,구리 농수산물도매시장 수산물동,경기 구리시 인창동 127,30.0,4,1.0,4.0,4.0,4.0,10
3226,3147.0,a_a017546,청운문학도서관,서울 종로구 청운동 4-20,30.0,3,0.0,5.0,5.0,5.0,11
3227,3233.0,a_a002971,코엑스,서울 강남구 삼성동 159,60.0,4,1.0,5.0,5.0,5.0,10
3232,838.0,a_a001143,덕정역 1호선,경기 양주시 덕정동 350-14,90.0,4,1.0,4.0,4.0,4.0,08
3233,1826.0,c_c003328,송도아트포레푸르지오시티오피스텔,인천 연수구 송도동 84-2,0.0,4,0.0,4.0,4.0,3.0,09
3234,3414.0,a_a005299,포천아트밸리,경기 포천시 신북면 기지리 282,120.0,1,0.0,4.0,3.0,3.0,10
3236,644.0,a_a001784,남이섬,강원 춘천시 남산면 방하리 197,300.0,1,1.0,5.0,5.0,5.0,09
3238,1619.0,a_a000147,서울스퀘어,서울 중구 남대문로5가 541,60.0,4,1.0,4.0,4.0,4.0,08
3239,67.0,a_a014937,Hall1,서울 영등포구 양평동5가 107-12,60.0,3,0.0,4.0,3.0,3.0,10
3242,264.0,a_a002108,경수갤러리,,30.0,3,0.0,5.0,4.0,4.0,09
3243,1835.0,a_a001725,송월동동화마을,인천 중구 송월동3가 17,30.0,7,1.0,3.0,2.0,4.0,09
3244,1061.0,a_a007102,롯데월드타워,서울 송파구 신천동 29,420.0,6,0.0,5.0,5.0,5.0,10
3249,426.0,a_a001588,교보문고 광화문점,서울 종로구 세종로 119,30.0,3,1.0,4.0,4.0,4.0,08
3262,1151.0,a_a002202,명동난타극장,서울 중구 명동2가 50-14,90.0,3,0.0,5.0,5.0,5.0,09
3264,2874.0,a_a004841,일상비일상의틈,서울 강남구 역삼동 815-5,120.0,13,1.0,5.0,5.0,5.0,10
3267,3650.0,a_a005777,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,240.0,4,1.0,5.0,5.0,5.0,10
3269,1442.0,a_a000506,블루스퀘어 신한카드홀,서울 용산구 한남동 727-56,240.0,3,1.0,3.0,3.0,3.0,09
3270,406.0,a_a005611,광장시장,서울 종로구 예지동 2-1,30.0,4,1.0,2.0,3.0,3.0,10
3272,2917.0,a_a001258,잠실공원,,30.0,1,0.0,4.0,4.0,4.0,08
3274,268.0,a_a017745,경의선숲길,서울 마포구 동교동 190-1,30.0,7,1.0,4.0,4.0,4.0,11
3275,2053.0,a_a005366,신흥역지하상가,,180.0,4,1.0,4.0,5.0,4.0,10
3282,3638.0,a_a009655,현대백화점 판교점,경기 성남시 분당구 백현동 541,150.0,4,0.0,5.0,5.0,5.0,10
3285,1909.0,c_c005232,수원화성 팔달문,경기 수원시 팔달구 팔달로2가 138,0.0,2,0.0,3.0,3.0,3.0,10
3289,2540.0,a_a001506,우정총국시민광장,서울 종로구 견지동 46-1,30.0,2,0.0,3.0,2.0,4.0,08
3290,635.0,a_a015272,남산케이블카,서울 중구 회현동1가 산 1-19,90.0,6,0.0,4.0,2.0,3.0,10
3291,2523.0,a_a006218,용인자연휴양림,경기 용인시 처인구 모현읍 초부리 281,180.0,1,0.0,5.0,5.0,5.0,10
3292,1040.0,a_a013881,롯데시네마 수원,경기 수원시 권선구 서둔동 296-77,180.0,3,1.0,5.0,5.0,5.0,10
3296,2188.0,a_a002819,안젤리미술관,경기 용인시 처인구 이동읍 묵리 724-2,30.0,3,0.0,3.0,1.0,2.0,09
3303,2451.0,a_a011120,오케이당구장,경기 안양시 동안구 관양동 1603-6,90.0,5,0.0,5.0,5.0,5.0,10
3306,876.0,a_a000740,동대문종합시장,서울 종로구 종로6가 270-3,30.0,4,1.0,1.0,5.0,1.0,08
3309,3492.0,a_a015261,하람,,30.0,4,0.0,4.0,3.0,3.0,10
3312,1140.0,a_a009429,메가박스 하남스타필드,경기 하남시 신장동 616,120.0,3,1.0,5.0,5.0,5.0,10
3313,302.0,a_a007229,고모저수지,경기 포천시 소흘읍 고모리,60.0,1,0.0,5.0,5.0,5.0,11
3314,1894.0,a_a006998,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,0.0,5.0,4.0,5.0,10
3316,513.0,a_a000179,그라운드시소 성수,서울 성동구 성수동2가 280-9,90.0,3,0.0,4.0,4.0,4.0,08
3320,613.0,a_a014793,남대문시장,서울 중구 남창동 49-1,480.0,4,1.0,4.0,4.0,4.0,10
3324,3561.0,a_a005678,한화와 함께하는 불꽃축제,,120.0,8,1.0,5.0,5.0,5.0,10
3325,3397.0,a_a017892,평화문화진지 다목적 공연장,,30.0,3,0.0,4.0,4.0,4.0,11
3327,487.0,a_a006025,국립현대미술관 과천관,경기 과천시 막계동 산 48-3,150.0,3,0.0,5.0,5.0,5.0,10
3328,2767.0,a_a005604,이케아 광명점,경기 광명시 일직동 500,30.0,4,0.0,5.0,5.0,5.0,10
3329,1855.0,a_a006566,수산공원,경기 김포시 대곶면 대명리 484-9,60.0,1,0.0,4.0,4.0,4.0,10
3334,3621.0,a_a005536,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,30.0,7,1.0,5.0,4.0,5.0,10
3336,3752.0,a_a017772,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,1.0,5.0,5.0,5.0,11
3337,1064.0,a_a011803,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,0.0,4.0,4.0,4.0,10
3340,823.0,a_a003328,더현대서울,서울 영등포구 여의도동 22,60.0,4,0.0,3.0,2.0,2.0,10
3341,3289.0,a_a001435,테르메덴,경기 이천시 모가면 신갈리 360-4,150.0,6,1.0,4.0,5.0,5.0,09
3344,740.0,a_a003617,다이소 홈플러스일산점,경기 고양시 일산동구 장항동 755,30.0,4,0.0,4.0,4.0,4.0,10
3349,3766.0,a_a000661,환구단,서울 중구 소공동 87-14,0.0,2,1.0,5.0,5.0,5.0,08
3356,1933.0,a_a000094,숭례문,서울 중구 남대문로4가 29,0.0,2,0.0,3.0,3.0,4.0,08
3372,3774.0,a_a003236,황포돛배,경기 파주시 적성면 두지리 216-5,120.0,13,0.0,4.0,4.0,4.0,10
3373,1467.0,a_a001152,쁘띠프랑스,경기 가평군 청평면 고성리 616-2,60.0,6,0.0,4.0,4.0,4.0,08
3374,985.0,a_a005059,렛츠런파크서울,경기 과천시 주암동 685,120.0,3,1.0,5.0,4.0,4.0,10
3375,2852.0,a_a004612,인천차이나타운,인천 중구 북성동2가 14,90.0,4,0.0,5.0,5.0,5.0,10
3376,3395.0,a_a008648,평화랜드,경기 파주시 문산읍 마정리 1320-1,30.0,6,0.0,5.0,4.0,4.0,10
3383,2900.0,a_a000164,자라섬,경기 가평군 가평읍 달전리 30,60.0,1,0.0,3.0,3.0,3.0,08
3384,1887.0,a_a005375,수원천,경기 수원시 장안구 연무동 198-29,30.0,8,0.0,5.0,4.0,5.0,10
3394,2502.0,a_a007670,용산공원 부분개방부지,서울 용산구 서빙고동 235-101,90.0,2,0.0,5.0,5.0,5.0,10
3395,1547.0,a_a011493,서던하일랜드,서울 중구 남학동 13-2,120.0,13,0.0,4.0,4.0,5.0,10
3396,727.0,a_a006267,다산생태공원,경기 남양주시 조안면 능내리 56-9,30.0,1,1.0,4.0,4.0,4.0,10
3400,3352.0,a_a013998,판교 현대백화점 앞,,30.0,4,0.0,3.0,3.0,3.0,10
3406,2095.0,a_a002971,아비노,,30.0,3,0.0,5.0,5.0,5.0,10
3409,3652.0,a_a008375,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,60.0,4,0.0,5.0,5.0,5.0,10
3411,2871.0,a_a003124,일산호수공원,경기 고양시 일산동구 장항동 906,30.0,1,1.0,3.0,5.0,5.0,10
3418,1778.0,a_a018102,소래포구종합어시장,인천 남동구 논현동 680-1,30.0,4,0.0,4.0,4.0,4.0,11
3419,2871.0,a_a002880,일산호수공원,경기 고양시 일산동구 장항동 906,30.0,1,0.0,3.0,3.0,4.0,10
3423,512.0,a_a013616,그라운드시소 서촌,서울 종로구 통의동 35-17,60.0,4,1.0,3.0,4.0,4.0,11
3432,656.0,a_a006835,남한산성둘레길 2코스,경기 광주시 남한산성면 산성리,60.0,7,0.0,5.0,5.0,5.0,10
3435,1966.0,a_a008406,스타필드 고양,경기 고양시 덕양구 동산동 370,30.0,4,1.0,4.0,5.0,4.0,10
3436,1061.0,a_a000265,롯데월드타워,서울 송파구 신천동 29,120.0,13,1.0,5.0,5.0,5.0,08
3440,383.0,a_a006562,광교호수공원,경기 수원시 영통구 하동 1020,30.0,1,1.0,4.0,3.0,3.0,10
3445,3589.0,a_a001879,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,0.0,5.0,5.0,5.0,10
3450,2793.0,a_a004712,인사동 문화의거리,서울 종로구 관훈동 30-1,60.0,4,1.0,5.0,4.0,4.0,10
3451,386.0,a_a005299,광릉,경기 남양주시 진접읍 부평리 산 99-2,30.0,2,0.0,3.0,3.0,3.0,10
3453,2936.0,a_a003778,장안문,경기 수원시 팔달구 장안동 329,0.0,2,0.0,5.0,5.0,5.0,10
3454,834.0,a_a003829,덕수궁돌담길,서울 중구 정동 5-1,30.0,2,0.0,5.0,5.0,5.0,10
3456,1394.0,a_a015411,부평깡시장,인천 부평구 부평동 250-32,30.0,4,0.0,5.0,5.0,5.0,10
3457,1822.0,a_a003696,송도센트럴파크,인천 연수구 송도동 24-5,60.0,1,0.0,4.0,4.0,4.0,10
3459,485.0,a_a006308,국립항공박물관,서울 강서구 공항동 1373-5,150.0,2,0.0,5.0,5.0,5.0,10
3462,2852.0,a_a015406,인천차이나타운,인천 중구 북성동2가 14,90.0,4,0.0,4.0,4.0,4.0,10
3467,1692.0,a_a006443,석촌호수 동호,서울 송파구 신천동 32,30.0,7,1.0,5.0,5.0,5.0,10
3471,2701.0,a_a003574,이마트 수원점,경기 수원시 권선구 권선동 1189,30.0,4,1.0,4.0,5.0,3.0,10
3473,2486.0,a_a010294,왕숙천,경기 남양주시 퇴계원읍 퇴계원리,180.0,7,0.0,5.0,4.0,4.0,10
3477,3390.0,a_a004924,평택호 둘레길,,30.0,7,1.0,5.0,5.0,4.0,10
3479,3368.0,a_a005167,퍼스트가든,경기 파주시 상지석동 1021-3,120.0,1,0.0,5.0,5.0,4.0,10
3480,2265.0,d_d000959,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,330.0,6,1.0,4.0,4.0,3.0,09
3481,1061.0,a_a007786,롯데월드타워,서울 송파구 신천동 29,300.0,6,0.0,4.0,2.0,4.0,10
3483,1295.0,a_a015323,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,5.0,5.0,5.0,11
