,TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,MVMN_NM,VISIT_MM
2147,a_a001132,A01,a001132,2,09
2148,a_a002504,A03,a002504,1,09
2149,a_a002810,A01,a002810,2,09
2150,a_a005681,A03,a005681,0,10
2151,a_a002027,A03,a002027,1,09
2152,a_a014789,A01,a014789,2,11
2153,a_a010242,A01,a010242,2,10
2154,a_a000705,A03,a000705,1,08
2155,a_a003353,A03,a003353,2,10
2156,a_a007429,A01,a007429,1,10
2157,a_a010466,A01,a010466,1,10
2158,a_a001648,A03,a001648,1,09
2159,a_a005206,A03,a005206,0,10
2160,a_a006933,A03,a006933,2,10
2161,a_a006011,A03,a006011,0,10
2162,a_a001392,A01,a001392,2,08
2163,a_a006197,A03,a006197,1,10
2164,a_a003924,A03,a003924,2,10
2165,a_a008178,A01,a008178,2,10
2166,a_a011647,A02,a011647,2,10
2167,a_a007943,A03,a007943,0,10
2168,a_a006067,A03,a006067,1,10
2169,a_a002089,A03,a002089,1,09
2170,a_a003926,A03,a003926,1,10
2171,a_a007220,A03,a007220,0,10
2172,a_a003568,A03,a003568,1,10
2173,a_a016174,A03,a016174,1,11
2174,a_a015292,A01,a015292,1,10
2175,a_a000145,A03,a000145,1,08
2176,a_a004504,A01,a004504,2,10
2177,a_a012165,A01,a012165,2,10
2178,a_a014937,A01,a014937,2,10
2179,a_a006565,A02,a006565,1,10
2180,a_a006141,A03,a006141,1,10
2181,a_a008175,A03,a008175,1,10
2182,a_a004370,A01,a004370,2,10
2183,a_a012023,A03,a012023,1,10
2184,a_a001543,A03,a001543,1,09
2185,a_a006740,A03,a006740,2,10
2186,a_a008648,A03,a008648,1,10
2187,a_a013710,A03,a013710,2,10
2188,a_a007347,A01,a007347,0,10
2189,a_a011025,A03,a011025,1,10
2190,a_a017992,A03,a017992,0,11
2191,a_a004793,A01,a004793,2,10
2192,a_a015162,A03,a015162,1,10
2193,a_a004036,A03,a004036,1,10
2194,a_a013866,A01,a013866,1,10
2195,a_a002459,A03,a002459,2,10
2196,a_a002891,A03,a002891,1,10
2197,a_a007759,A03,a007759,1,10
2198,a_a004304,A01,a004304,0,10
2199,c_c005843,A03,c005843,0,10
2200,a_a001027,A01,a001027,1,08
2201,a_a018205,A01,a018205,0,11
2202,a_a002936,A03,a002936,1,09
2203,a_a015112,A03,a015112,1,10
2204,a_a004029,A01,a004029,2,10
2205,a_a001926,A01,a001926,2,09
2206,a_a001056,A01,a001056,2,09
2207,a_a007288,A03,a007288,0,10
2208,a_a006312,A03,a006312,0,10
2209,a_a001233,A01,a001233,2,09
2210,a_a001453,A03,a001453,2,09
2211,a_a004537,A03,a004537,2,10
2212,a_a005105,A03,a005105,2,10
2213,a_a001794,A03,a001794,1,09
2214,a_a003162,A02,a003162,1,10
2215,a_a017681,A01,a017681,0,11
2216,a_a003698,A03,a003698,1,09
2217,a_a010406,A03,a010406,1,10
2218,a_a003419,A03,a003419,1,10
2219,a_a004939,A03,a004939,1,10
2220,a_a018125,A03,a018125,0,11
2221,a_a009473,A01,a009473,2,10
2222,a_a003388,A03,a003388,2,09
2223,a_a002254,A03,a002254,1,09
2224,a_a017839,A01,a017839,0,11
2225,a_a001761,A03,a001761,1,09
2226,b_b003037,A03,b003037,1,08
2227,a_a004957,A01,a004957,2,10
2228,a_a002117,A02,a002117,2,09
2229,a_a002719,A03,a002719,1,10
2230,a_a003363,A01,a003363,2,10
2231,a_a004682,A01,a004682,0,10
2232,a_a000682,A01,a000682,2,08
2233,a_a003163,A03,a003163,2,10
2234,a_a015318,A01,a015318,2,10
2235,a_a002054,A03,a002054,1,09
2236,a_a003622,A03,a003622,1,09
2237,a_a017999,A03,a017999,0,11
2238,a_a008053,A03,a008053,0,10
2239,a_a000142,A03,a000142,1,08
2240,a_a008365,A03,a008365,1,10
2241,a_a003008,A01,a003008,1,10
2242,a_a017995,A03,a017995,0,11
2243,a_a001919,A03,a001919,1,09
2244,a_a006924,A01,a006924,2,10
2245,a_a001382,A03,a001382,1,08
2246,a_a000700,A03,a000700,1,08
2247,a_a004483,A03,a004483,2,10
2248,a_a006492,A01,a006492,1,10
2249,a_a015389,A01,a015389,2,10
2250,b_b009429,A03,b009429,1,10
2251,a_a002033,A03,a002033,1,09
2252,a_a006005,A03,a006005,0,10
2253,a_a003281,A02,a003281,1,10
2254,d_d005429,A01,d005429,2,10
2255,a_a017866,A03,a017866,0,11
2256,a_a001749,A02,a001749,1,09
2257,a_a002780,A01,a002780,2,10
2258,a_a000421,A03,a000421,1,09
2259,a_a004270,A03,a004270,0,10
2260,a_a012437,A02,a012437,2,10
2261,a_a004924,A03,a004924,1,10
2262,a_a012344,A02,a012344,2,10
2263,a_a001899,A01,a001899,1,09
2264,a_a017977,A03,a017977,0,11
2265,a_a004237,A03,a004237,1,10
2266,a_a005864,A03,a005864,2,10
2267,b_b007029,A03,b007029,2,10
2268,a_a008463,A01,a008463,2,10
2269,a_a004698,A03,a004698,2,10
2270,a_a011096,A01,a011096,2,10
2271,b_b007922,A03,b007922,0,10
2272,a_a000853,A03,a000853,1,08
2273,a_a002002,A01,a002002,2,09
2274,a_a004540,A03,a004540,1,10
2275,a_a006286,A03,a006286,0,10
2276,a_a005577,A01,a005577,2,10
2277,a_a007622,A03,a007622,0,10
2278,a_a003146,A01,a003146,2,10
2279,a_a000016,A01,a000016,2,08
2280,a_a004311,A03,a004311,0,10
2281,a_a017950,A03,a017950,0,11
2282,a_a010053,A01,a010053,1,10
2283,a_a001375,A01,a001375,2,08
2284,a_a018233,A03,a018233,0,11
2285,c_c004837,A03,c004837,1,10
2286,a_a003907,A03,a003907,1,10
2287,b_b010113,A01,b010113,0,10
2288,a_a003223,A03,a003223,2,10
2289,c_c011878,A03,c011878,1,11
2290,a_a000318,A03,a000318,2,08
2291,a_a006507,A03,a006507,1,10
2292,a_a000420,A01,a000420,2,08
2293,a_a004271,A01,a004271,0,10
2294,a_a013687,A03,a013687,2,10
2295,a_a000562,A01,a000562,2,08
2296,a_a007270,A02,a007270,0,10
2297,a_a005715,A03,a005715,2,10
2298,a_a005243,A03,a005243,1,10
2299,a_a004222,A01,a004222,2,10
2300,a_a017784,A03,a017784,0,11
2301,a_a003397,A01,a003397,1,09
2302,a_a006675,A02,a006675,1,10
2303,a_a002784,A03,a002784,1,09
2304,a_a005212,A03,a005212,1,10
2305,a_a006295,A01,a006295,0,10
2306,a_a003751,A02,a003751,1,10
2307,a_a017971,A03,a017971,0,11
2308,a_a007395,A03,a007395,0,10
2309,b_b000086,A03,b000086,1,08
2310,a_a005768,A03,a005768,2,10
2311,a_a003556,A01,a003556,2,10
2312,a_a017951,A03,a017951,0,11
2313,a_a014965,A01,a014965,2,10
2314,a_a008176,A03,a008176,1,10
2315,a_a006813,A01,a006813,0,10
2316,a_a001390,A03,a001390,2,09
2317,a_a005697,A03,a005697,1,10
2318,a_a000493,A01,a000493,2,08
2319,a_a017913,A03,a017913,0,11
2320,a_a010504,A03,a010504,2,10
2321,a_a003028,A03,a003028,1,10
2322,a_a007441,A03,a007441,2,10
2323,a_a009550,A02,a009550,2,10
2324,a_a001674,A01,a001674,2,09
2325,a_a017968,A01,a017968,0,11
2326,a_a017451,A02,a017451,1,11
2327,a_a006358,A03,a006358,2,10
2328,a_a000186,A03,a000186,2,08
2329,a_a002321,A03,a002321,1,09
2330,a_a006023,A03,a006023,0,10
2331,a_a001734,A02,a001734,1,09
2332,a_a005207,A03,a005207,0,10
2333,a_a014536,A02,a014536,1,10
2334,a_a007175,A01,a007175,2,10
2335,a_a001549,A03,a001549,1,09
2336,b_b006925,A03,b006925,1,10
2337,d_d000562,A03,d000562,2,08
2338,a_a003316,A03,a003316,1,10
2339,a_a005685,A01,a005685,0,10
2340,a_a005316,A03,a005316,1,10
2341,a_a003104,A03,a003104,1,09
2342,a_a015411,A02,a015411,1,10
2343,a_a002664,A03,a002664,1,09
2344,a_a003011,A03,a003011,1,09
2345,a_a002097,A02,a002097,2,09
2346,a_a001502,A03,a001502,1,08
2347,a_a000653,A01,a000653,2,08
2348,a_a000577,A03,a000577,1,08
2349,a_a002593,A03,a002593,1,10
2350,a_a003069,A01,a003069,1,09
2351,a_a007656,A01,a007656,2,10
2352,a_a001764,A03,a001764,2,09
2353,a_a011358,A01,a011358,1,10
2354,a_a003090,A01,a003090,2,10
2355,b_b006540,A01,b006540,2,10
2356,a_a017280,A03,a017280,1,11
2357,a_a014216,A03,a014216,2,10
2358,a_a005083,A03,a005083,1,10
2359,a_a006539,A03,a006539,0,10
2360,a_a000784,A03,a000784,1,08
2361,a_a004048,A03,a004048,1,10
2362,a_a012199,A03,a012199,2,10
2363,a_a004251,A01,a004251,2,09
2364,a_a000123,A01,a000123,2,08
2365,a_a006653,A01,a006653,2,10
2366,a_a002290,A01,a002290,2,09
2367,a_a001473,A03,a001473,2,08
2368,a_a005660,A03,a005660,0,10
2369,a_a003433,A03,a003433,1,10
2370,a_a007615,A02,a007615,0,10
2371,a_a003665,A01,a003665,2,10
2372,a_a000427,A03,a000427,1,08
2373,a_a005682,A03,a005682,0,10
2374,a_a006518,A03,a006518,2,10
2375,a_a007764,A03,a007764,2,10
2376,a_a006239,A01,a006239,1,10
2377,a_a001163,A01,a001163,2,09
2378,a_a006967,A03,a006967,1,10
2379,a_a006423,A03,a006423,2,10
2380,a_a000203,A03,a000203,1,08
2381,a_a012450,A01,a012450,2,10
2382,a_a003248,A03,a003248,1,10
2383,a_a018053,A01,a018053,0,11
2384,a_a005645,A03,a005645,0,10
2385,a_a016512,A02,a016512,1,11
2386,a_a005129,A01,a005129,0,10
2387,a_a000910,A03,a000910,1,08
2388,b_b001071,A01,b001071,1,09
2389,a_a003125,A03,a003125,1,09
2390,a_a006024,A03,a006024,0,10
2391,a_a008017,A03,a008017,0,10
2392,a_a018192,A01,a018192,0,11
2393,a_a007591,A01,a007591,0,10
2394,a_a004894,A03,a004894,2,10
2395,a_a001791,A03,a001791,1,09
2396,a_a013698,A03,a013698,1,10
2397,a_a003656,A01,a003656,2,10
2398,a_a000557,A01,a000557,1,08
2399,a_a006633,A01,a006633,2,10
2400,a_a006165,A03,a006165,1,10
2401,a_a004509,A03,a004509,1,10
2402,a_a017516,A03,a017516,0,11
2403,a_a001894,A02,a001894,2,09
2404,a_a001780,A03,a001780,2,09
2405,a_a006149,A03,a006149,1,10
2406,a_a006014,A03,a006014,0,10
2407,a_a000787,A01,a000787,2,08
2408,a_a000538,A01,a000538,2,08
2409,a_a000516,A03,a000516,1,08
2410,a_a005797,A03,a005797,1,10
2411,a_a010334,A01,a010334,1,10
2412,a_a007668,A03,a007668,2,10
2413,a_a013850,A03,a013850,2,10
2414,a_a003373,A03,a003373,2,10
2415,a_a018017,A03,a018017,0,11
2416,a_a006841,A02,a006841,2,10
2417,a_a014196,A03,a014196,1,10
2418,a_a011768,A03,a011768,2,10
2419,a_a003060,A02,a003060,2,10
2420,a_a006029,A03,a006029,0,10
2421,a_a001661,A01,a001661,2,09
2422,a_a000502,A01,a000502,2,08
2423,a_a003945,A03,a003945,1,10
2424,a_a002745,A03,a002745,1,09
2425,a_a003585,A03,a003585,2,10
2426,a_a003753,A03,a003753,1,10
2427,a_a000662,A01,a000662,1,08
2428,a_a001930,A03,a001930,2,09
2429,a_a001081,A01,a001081,2,08
2430,a_a005857,A01,a005857,2,10
2431,a_a015379,A03,a015379,1,10
2432,a_a014411,A03,a014411,2,10
2433,a_a004632,A01,a004632,1,10
2434,a_a002710,A03,a002710,1,10
2435,a_a014792,A01,a014792,2,11
2436,a_a004277,A01,a004277,0,10
2437,a_a006120,A02,a006120,1,10
2438,a_a002026,A03,a002026,1,09
2439,a_a002206,A01,a002206,1,09
2440,a_a005665,A01,a005665,0,10
2441,a_a007191,A02,a007191,1,10
2442,a_a004815,A03,a004815,1,10
2443,a_a017544,A01,a017544,0,11
2444,a_a002480,A01,a002480,2,10
2445,a_a002123,A01,a002123,2,09
2446,a_a005605,A02,a005605,0,10
2447,a_a007410,A03,a007410,0,10
2448,c_c002958,A01,c002958,1,09
2449,a_a005861,A03,a005861,1,10
2450,a_a006611,A03,a006611,1,10
2451,a_a007357,A03,a007357,0,10
2452,a_a015273,A03,a015273,2,10
2453,a_a007407,A01,a007407,0,10
2454,a_a009620,A01,a009620,1,10
2455,a_a000712,A03,a000712,1,09
2456,a_a004354,A02,a004354,2,10
2457,a_a005831,A03,a005831,1,10
2458,a_a002949,A01,a002949,2,09
2459,a_a010165,A03,a010165,1,10
2460,a_a005840,A01,a005840,2,10
2461,a_a007888,A01,a007888,2,10
2462,a_a000061,A01,a000061,2,08
2463,a_a004740,A01,a004740,2,10
2464,a_a007243,A01,a007243,0,10
2465,a_a011234,A01,a011234,2,10
2466,c_c005067,A03,c005067,0,10
2467,a_a005203,A01,a005203,0,10
2468,a_a008212,A03,a008212,1,10
2469,a_a010374,A03,a010374,0,10
2470,a_a002437,A03,a002437,2,10
2471,a_a010106,A03,a010106,1,10
2472,a_a005353,A03,a005353,1,10
2473,a_a000620,A03,a000620,2,08
2474,a_a002145,A03,a002145,1,09
2475,a_a004717,A01,a004717,2,10
2476,a_a006329,A01,a006329,2,10
2477,a_a005028,A03,a005028,2,10
2478,a_a007061,A01,a007061,2,10
2479,a_a002882,A03,a002882,2,10
2480,a_a007610,A01,a007610,0,10
2481,a_a000376,A03,a000376,2,08
2482,a_a014500,A03,a014500,1,10
2483,a_a003367,A03,a003367,2,10
2484,a_a008058,A03,a008058,0,10
2485,a_a017925,A02,a017925,0,11
2486,a_a004458,A03,a004458,2,10
2487,a_a005337,A03,a005337,1,10
2488,a_a001138,A03,a001138,2,09
2489,a_a001621,A01,a001621,2,09
2490,a_a006560,A01,a006560,1,10
2491,a_a000535,A03,a000535,1,08
2492,a_a001393,A01,a001393,2,08
2493,a_a002292,A03,a002292,1,09
2494,a_a018026,A01,a018026,0,11
2495,c_c002949,A03,c002949,1,09
2496,a_a000222,A03,a000222,1,09
2497,a_a005012,A01,a005012,2,10
2498,a_a005149,A03,a005149,0,10
2499,a_a005120,A02,a005120,1,10
2500,a_a002532,A02,a002532,1,09
2501,a_a001210,A01,a001210,2,08
2502,a_a018005,A01,a018005,0,11
2503,a_a003937,A03,a003937,2,10
2504,a_a003215,A03,a003215,1,10
2505,a_a001164,A03,a001164,1,08
2506,a_a000327,A01,a000327,1,09
2507,a_a003056,A03,a003056,1,09
2508,a_a001900,A01,a001900,2,09
2509,a_a009730,A03,a009730,1,10
2510,a_a010571,A03,a010571,2,10
2511,a_a002888,A03,a002888,1,09
2512,a_a002481,A03,a002481,1,10
2513,a_a001498,A03,a001498,1,09
2514,a_a002874,A01,a002874,1,09
2515,a_a002933,A03,a002933,1,09
2516,a_a001415,A01,a001415,1,08
2517,a_a000902,A03,a000902,1,08
2518,a_a000554,A01,a000554,2,08
2519,a_a001944,A01,a001944,2,09
2520,a_a002829,A01,a002829,2,09
2521,a_a009448,A02,a009448,1,10
2522,a_a001109,A01,a001109,2,08
2523,a_a000399,A03,a000399,2,08
2524,a_a004526,A03,a004526,2,10
2525,a_a006374,A01,a006374,2,10
2526,a_a006519,A03,a006519,1,10
2527,a_a012208,A03,a012208,2,10
2528,a_a002520,A03,a002520,1,09
2529,a_a012251,A01,a012251,2,10
2530,a_a007423,A01,a007423,2,10
2531,a_a001541,A03,a001541,1,09
2532,a_a007189,A03,a007189,1,10
2533,a_a006346,A01,a006346,1,10
2534,a_a018154,A01,a018154,0,11
2535,a_a003072,A03,a003072,1,09
2536,a_a001263,A01,a001263,1,08
2537,a_a003207,A03,a003207,1,10
2538,a_a002183,A03,a002183,1,09
2539,a_a007394,A03,a007394,0,10
2540,a_a001872,A01,a001872,1,09
2541,a_a018057,A03,a018057,0,11
2542,a_a004275,A01,a004275,0,10
2543,a_a013915,A01,a013915,2,10
2544,a_a004261,A01,a004261,2,10
2545,a_a000834,A03,a000834,1,08
2546,a_a000164,A03,a000164,1,08
2547,a_a003413,A03,a003413,1,10
2548,a_a008269,A01,a008269,2,10
2549,a_a003109,A01,a003109,2,10
2550,a_a005998,A03,a005998,0,10
2551,a_a004716,A01,a004716,1,10
2552,a_a002129,A01,a002129,2,09
2553,a_a008693,A01,a008693,2,10
2554,c_c003328,A02,c003328,2,09
2555,a_a004834,A01,a004834,2,10
2556,a_a007393,A01,a007393,0,10
2557,a_a009584,A03,a009584,1,10
2558,a_a000738,A03,a000738,2,09
2559,a_a003013,A01,a003013,1,09
2560,a_a005673,A03,a005673,0,10
2561,a_a006344,A03,a006344,2,10
2562,a_a018061,A01,a018061,0,11
2563,a_a006033,A03,a006033,0,10
2564,a_a008466,A01,a008466,2,10
2565,a_a005189,A03,a005189,0,10
2566,a_a010016,A03,a010016,1,10
2567,a_a017828,A02,a017828,0,11
2568,a_a007353,A01,a007353,0,10
2569,a_a005151,A03,a005151,0,10
2570,a_a015333,A01,a015333,2,10
2571,a_a005301,A01,a005301,1,10
2572,a_a000603,A03,a000603,1,08
2573,a_a011386,A01,a011386,2,10
2574,a_a004559,A02,a004559,1,10
2575,a_a005369,A01,a005369,2,10
2576,a_a003237,A01,a003237,2,10
2577,a_a001694,A03,a001694,1,09
2578,a_a005744,A03,a005744,1,10
2579,a_a001097,A02,a001097,2,09
2580,a_a001310,A01,a001310,1,08
2581,a_a006405,A01,a006405,2,10
2582,a_a002360,A03,a002360,1,09
2583,a_a003100,A02,a003100,2,09
2584,a_a013594,A03,a013594,1,10
2585,a_a000675,A03,a000675,1,09
2586,a_a002376,A03,a002376,2,09
2587,a_a000198,A01,a000198,2,08
2588,a_a002286,A03,a002286,1,09
2589,a_a004930,A03,a004930,1,10
2590,a_a002387,A03,a002387,2,09
2591,a_a004719,A01,a004719,2,10
2592,a_a003573,A01,a003573,1,10
2593,a_a000956,A01,a000956,2,08
2594,a_a002778,A01,a002778,1,10
2595,a_a008579,A03,a008579,1,10
2596,a_a003995,A03,a003995,1,10
2597,a_a005679,A03,a005679,0,10
2598,a_a010143,A03,a010143,1,10
2599,a_a009700,A03,a009700,1,10
2600,a_a000940,A03,a000940,1,08
2601,a_a005429,A01,a005429,1,10
2602,a_a018052,A03,a018052,0,11
2603,a_a002076,A01,a002076,2,09
2604,a_a005463,A01,a005463,1,10
2605,a_a007005,A02,a007005,2,10
2606,a_a003201,A03,a003201,2,10
2607,a_a015098,A03,a015098,1,10
2608,a_a000551,A03,a000551,1,08
2609,a_a000287,A01,a000287,2,08
2610,a_a004341,A01,a004341,2,10
2611,a_a001603,A03,a001603,1,09
2612,a_a018121,A03,a018121,0,11
2613,a_a002564,A03,a002564,1,09
2614,a_a017693,A01,a017693,0,11
2615,a_a004643,A03,a004643,1,10
2616,a_a008094,A03,a008094,1,10
2617,a_a008099,A03,a008099,1,10
2618,a_a000508,A01,a000508,2,08
2619,a_a002237,A01,a002237,2,09
2620,a_a008372,A03,a008372,2,10
2621,a_a017801,A03,a017801,0,11
2622,a_a018241,A03,a018241,0,11
2623,a_a001902,A03,a001902,1,09
2624,a_a005626,A02,a005626,0,10
2625,a_a015324,A03,a015324,2,10
2626,a_a004100,A01,a004100,2,10
2627,a_a004640,A03,a004640,1,10
2628,a_a018016,A03,a018016,0,11
2629,a_a005127,A01,a005127,0,09
2630,a_a002477,A03,a002477,1,09
2631,a_a000510,A02,a000510,2,08
2632,a_a018092,A01,a018092,0,11
2633,a_a007443,A03,a007443,1,10
2634,a_a002746,A03,a002746,1,09
2635,a_a001323,A03,a001323,1,08
2636,a_a006986,A03,a006986,2,10
2637,a_a007051,A03,a007051,2,10
2638,a_a008407,A01,a008407,2,10
2639,a_a000936,A03,a000936,1,08
2640,a_a014955,A03,a014955,2,10
2641,a_a006683,A03,a006683,1,10
2642,a_a010518,A03,a010518,2,10
2643,a_a003147,A03,a003147,1,09
2644,a_a004091,A01,a004091,1,10
2645,d_d012476,A03,d012476,0,11
2646,a_a003128,A03,a003128,1,10
2647,a_a002670,A03,a002670,1,10
2648,a_a018069,A03,a018069,0,11
2649,a_a006360,A01,a006360,2,10
2650,a_a007375,A03,a007375,0,10
2651,a_a005314,A03,a005314,1,10
2652,a_a006630,A03,a006630,1,10
2653,a_a006524,A03,a006524,2,10
2654,a_a001179,A03,a001179,1,08
2655,a_a001156,A03,a001156,1,08
2656,a_a006940,A01,a006940,2,10
2657,a_a018009,A03,a018009,0,11
2658,a_a018181,A03,a018181,0,11
2659,a_a004599,A03,a004599,1,10
2660,a_a005609,A03,a005609,0,10
2661,a_a013988,A01,a013988,1,10
2662,a_a018211,A03,a018211,0,11
2663,a_a008217,A01,a008217,2,10
2664,a_a002927,A03,a002927,1,10
2665,a_a001942,A01,a001942,2,09
2666,a_a011603,A03,a011603,1,10
2667,a_a002681,A01,a002681,2,10
2668,a_a007034,A03,a007034,1,10
2669,a_a001800,A01,a001800,2,09
2670,a_a017920,A03,a017920,0,11
2671,a_a002642,A03,a002642,1,09
2672,a_a017932,A01,a017932,0,11
2673,a_a018063,A03,a018063,0,11
2674,a_a018097,A01,a018097,0,11
2675,a_a006061,A01,a006061,2,10
2676,a_a005144,A03,a005144,0,10
2677,a_a007633,A03,a007633,0,10
2678,a_a004250,A01,a004250,1,10
2679,a_a001917,A03,a001917,1,09
2680,a_a006901,A01,a006901,1,10
2681,b_b001670,A03,b001670,1,08
2682,a_a000081,A01,a000081,2,08
2683,a_a017846,A01,a017846,0,11
2684,a_a006544,A03,a006544,0,10
2685,a_a001570,A03,a001570,1,08
2686,a_a009661,A01,a009661,1,10
2687,a_a011302,A03,a011302,1,10
2688,a_a017877,A03,a017877,0,11
2689,a_a006534,A03,a006534,0,10
2690,a_a007620,A03,a007620,0,10
2691,a_a017697,A03,a017697,0,11
2692,a_a007957,A01,a007957,0,10
2693,a_a001635,A03,a001635,2,09
2694,a_a002720,A01,a002720,2,09
2695,a_a014957,A03,a014957,1,11
2696,a_a003501,A03,a003501,1,10
2697,a_a008467,A02,a008467,1,10
2698,a_a006937,A03,a006937,2,10
2699,a_a012512,A03,a012512,2,10
2700,a_a006916,A02,a006916,1,10
2701,a_a007422,A03,a007422,0,10
2702,a_a006711,A03,a006711,1,10
2703,a_a015229,A03,a015229,2,10
2704,a_a007361,A03,a007361,0,10
2705,a_a011106,A03,a011106,1,10
2706,a_a010257,A03,a010257,2,10
2707,a_a007024,A03,a007024,2,10
2708,a_a006007,A03,a006007,0,10
2709,a_a001701,A01,a001701,2,09
2710,c_c005398,A03,c005398,1,10
2711,a_a001625,A03,a001625,1,09
2712,a_a002038,A01,a002038,2,09
2713,a_a012104,A03,a012104,1,10
2714,a_a007346,A01,a007346,0,10
2715,a_a007096,A01,a007096,2,10
2716,a_a017829,A01,a017829,0,11
2717,a_a007850,A03,a007850,2,10
2718,a_a001245,A03,a001245,1,08
2719,a_a005113,A03,a005113,1,10
2720,a_a008189,A03,a008189,1,10
2721,a_a005631,A03,a005631,0,10
2722,a_a004874,A03,a004874,2,10
2723,a_a015233,A01,a015233,2,10
2724,a_a006436,A01,a006436,2,10
2725,a_a000939,A03,a000939,2,08
2726,a_a002107,A01,a002107,2,09
2727,b_b004131,A03,b004131,1,09
2728,a_a018047,A01,a018047,0,11
2729,a_a002336,A01,a002336,2,09
2730,a_a001936,A03,a001936,2,09
2731,a_a018039,A03,a018039,0,11
2732,a_a005445,A03,a005445,1,10
2733,a_a008020,A03,a008020,0,10
2734,a_a000962,A01,a000962,2,09
2735,a_a007494,A03,a007494,1,10
2736,c_c011761,A03,c011761,1,11
2737,a_a002399,A01,a002399,2,09
2738,a_a003186,A01,a003186,1,09
2739,a_a001798,A03,a001798,1,09
2740,a_a003301,A03,a003301,1,10
2741,a_a004598,A01,a004598,1,10
2742,a_a000166,A03,a000166,2,08
2743,b_b006455,A03,b006455,0,10
2744,a_a004263,A03,a004263,1,10
2745,a_a006175,A03,a006175,1,10
2746,a_a017993,A03,a017993,0,11
2747,a_a007617,A01,a007617,0,10
2748,a_a004864,A03,a004864,1,10
2749,a_a001875,A03,a001875,1,09
2750,a_a017946,A03,a017946,0,11
2751,c_c006214,A01,c006214,0,10
2752,a_a005913,A03,a005913,1,10
2753,c_c000580,A03,c000580,1,09
2754,a_a006893,A03,a006893,1,10
2755,a_a004745,A01,a004745,2,09
2756,a_a002021,A03,a002021,1,09
2757,a_a004332,A03,a004332,0,10
2758,a_a001934,A02,a001934,2,09
2759,b_b006019,A02,b006019,0,10
2760,a_a002193,A03,a002193,1,09
2761,a_a000135,A03,a000135,1,08
2762,a_a003362,A03,a003362,1,10
2763,a_a006288,A03,a006288,0,10
2764,a_a018100,A03,a018100,0,11
2765,a_a002844,A03,a002844,1,09
2766,a_a015175,A01,a015175,2,10
2767,a_a003219,A01,a003219,2,10
2768,a_a011866,A01,a011866,2,10
2769,a_a002204,A03,a002204,2,09
2770,c_c004037,A01,c004037,0,10
2771,a_a015266,A03,a015266,1,10
2772,a_a001354,A03,a001354,1,09
2773,a_a014727,A01,a014727,2,10
2774,a_a000537,A01,a000537,1,09
2775,a_a002698,A01,a002698,2,09
2776,a_a008046,A03,a008046,0,10
2777,a_a005034,A03,a005034,2,10
2778,a_a000084,A01,a000084,2,08
2779,a_a002531,A03,a002531,1,09
2780,a_a003747,A03,a003747,1,10
2781,a_a005159,A03,a005159,0,10
2782,a_a005039,A03,a005039,1,10
2783,a_a002381,A03,a002381,1,09
2784,a_a000306,A03,a000306,1,08
2785,a_a005828,A03,a005828,1,10
2786,a_a001785,A01,a001785,2,10
2787,a_a002702,A03,a002702,1,09
2788,a_a007621,A01,a007621,0,10
2789,a_a003657,A03,a003657,1,10
2790,a_a011510,A03,a011510,2,10
2791,a_a006041,A01,a006041,0,10
2792,a_a017655,A01,a017655,0,11
2793,a_a002317,A03,a002317,1,09
2794,a_a018012,A03,a018012,0,11
2795,a_a005419,A03,a005419,1,10
2796,a_a018010,A01,a018010,0,11
2797,a_a002859,A01,a002859,2,09
2798,a_a001475,A03,a001475,1,08
2799,a_a006202,A03,a006202,1,10
2800,a_a006051,A01,a006051,2,10
2801,a_a002988,A01,a002988,2,09
2802,a_a006013,A03,a006013,0,10
2803,a_a007364,A03,a007364,0,10
2804,a_a011479,A03,a011479,2,10
2805,a_a007345,A03,a007345,0,10
2806,a_a009651,A03,a009651,2,10
2807,a_a002890,A03,a002890,1,09
2808,a_a007307,A01,a007307,0,10
2809,a_a006651,A03,a006651,2,10
2810,a_a010240,A03,a010240,1,10
2811,a_a015383,A03,a015383,1,10
2812,a_a011237,A03,a011237,2,10
2813,a_a005348,A03,a005348,1,10
2814,a_a003066,A01,a003066,2,09
2815,a_a001801,A03,a001801,2,09
2816,a_a007939,A01,a007939,0,10
2817,a_a015136,A01,a015136,2,10
2818,a_a001213,A02,a001213,1,08
2819,c_c003912,A03,c003912,1,10
2820,a_a002050,A03,a002050,1,09
2821,a_a007182,A03,a007182,1,10
2822,a_a012377,A01,a012377,2,10
2823,a_a001636,A01,a001636,2,09
2824,a_a014380,A01,a014380,2,10
2825,a_a010396,A01,a010396,2,10
2826,a_a017863,A01,a017863,0,11
2827,a_a006993,A02,a006993,1,10
2828,a_a000545,A03,a000545,1,08
2829,a_a001774,A03,a001774,2,09
2830,a_a010227,A01,a010227,2,10
2831,a_a003729,A03,a003729,2,10
2832,a_a017517,A03,a017517,0,11
2833,a_a004184,A03,a004184,1,10
2834,a_a006547,A03,a006547,0,10
2835,a_a007645,A03,a007645,0,10
2836,b_b015583,A03,b015583,1,10
2837,a_a002380,A01,a002380,2,09
2838,a_a017772,A03,a017772,0,11
2839,a_a006394,A03,a006394,2,10
2840,a_a001835,A03,a001835,1,09
2841,a_a000658,A01,a000658,1,09
2842,a_a002735,A02,a002735,1,10
2843,a_a003905,A03,a003905,2,10
