,TRAVELER_ID,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY,NUMBER_OF_PERSON,CHILDREN,PARENTS
788,a003650,2,2,6,6,5,6,2인 가족 여행,2.0,0.0,0.0
789,a004909,1,6,1,1,7,7,자녀 동반 여행,3.0,1.0,0.0
790,a006797,2,2,3,5,6,6,나홀로 여행,1.0,0.0,0.0
791,a010060,4,4,7,4,4,4,자녀 동반 여행,3.0,1.0,0.0
792,a007356,4,2,4,6,6,5,자녀 동반 여행,3.0,1.0,0.0
793,a006536,2,1,5,3,1,2,나홀로 여행,1.0,0.0,0.0
794,a006818,1,2,3,3,4,5,자녀 동반 여행,3.0,1.0,0.0
795,a018220,3,2,2,3,5,6,나홀로 여행,1.0,0.0,0.0
796,a003114,7,2,4,5,3,5,2인 여행(가족 외),2.0,0.0,0.0
797,a001034,4,2,4,3,3,5,2인 여행(가족 외),2.0,0.0,0.0
798,a010202,5,5,5,5,6,5,자녀 동반 여행,3.0,1.0,0.0
799,a009744,6,7,1,6,5,3,2인 여행(가족 외),2.0,0.0,0.0
800,a015121,7,1,5,6,4,1,2인 가족 여행,2.0,0.0,0.0
801,a001960,5,5,4,5,2,5,나홀로 여행,1.0,0.0,0.0
802,a001922,4,3,2,4,2,7,3인 이상 여행(가족 외),3.0,0.0,0.0
803,a002336,3,4,4,3,5,3,나홀로 여행,1.0,0.0,0.0
804,a010456,2,1,5,4,2,6,나홀로 여행,1.0,0.0,0.0
805,a011495,2,1,2,4,7,2,나홀로 여행,1.0,0.0,0.0
806,a007656,4,2,3,2,5,4,나홀로 여행,1.0,0.0,0.0
807,a005613,4,2,1,2,6,6,자녀 동반 여행,3.0,1.0,0.0
808,b006822,6,2,5,6,4,3,2인 여행(가족 외),2.0,0.0,0.0
809,a011096,4,4,4,4,7,1,나홀로 여행,1.0,0.0,0.0
810,a002465,4,3,6,1,4,2,나홀로 여행,1.0,0.0,0.0
811,a006712,4,4,4,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
812,a008059,2,2,4,3,4,7,3인 이상 여행(가족 외),3.0,0.0,0.0
813,a000187,5,3,2,5,6,6,나홀로 여행,1.0,0.0,0.0
814,a002063,1,3,1,4,7,5,나홀로 여행,1.0,0.0,0.0
815,a014102,6,1,3,1,7,3,자녀 동반 여행,3.0,1.0,0.0
816,a002198,4,4,1,2,4,6,나홀로 여행,1.0,0.0,0.0
817,a003383,4,6,2,2,6,2,나홀로 여행,1.0,0.0,0.0
818,a002855,3,1,5,3,6,5,나홀로 여행,1.0,0.0,0.0
819,a001268,4,2,2,2,1,6,나홀로 여행,1.0,0.0,0.0
820,a006411,3,6,7,6,2,7,나홀로 여행,1.0,0.0,0.0
821,a007924,2,2,3,3,4,3,자녀 동반 여행,3.0,1.0,0.0
822,a003349,5,5,4,3,6,2,나홀로 여행,1.0,0.0,0.0
823,a011120,2,1,7,4,5,5,3인 이상 여행(가족 외),3.0,0.0,0.0
824,a010501,3,2,2,5,6,5,2인 가족 여행,2.0,0.0,0.0
825,a005553,4,6,2,6,2,5,3인 이상 여행(가족 외),3.0,0.0,0.0
826,a003182,1,2,5,6,6,6,나홀로 여행,1.0,0.0,0.0
827,a001142,5,4,2,3,4,4,2인 여행(가족 외),2.0,0.0,0.0
828,a017969,2,3,4,5,2,4,자녀 동반 여행,3.0,1.0,0.0
829,a002631,4,1,6,4,1,6,3인 이상 여행(가족 외),3.0,0.0,0.0
830,a004089,4,4,4,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
831,a007301,4,1,6,6,7,1,3인 이상 여행(가족 외),3.0,0.0,0.0
832,a009676,1,2,2,3,6,7,나홀로 여행,1.0,0.0,0.0
833,a018139,4,4,4,4,5,3,2인 가족 여행,2.0,0.0,0.0
834,a007144,4,1,4,3,6,1,나홀로 여행,1.0,0.0,0.0
835,a013874,1,1,1,3,7,7,3인 이상 여행(가족 외),3.0,0.0,0.0
836,a002155,2,1,2,2,3,5,나홀로 여행,1.0,0.0,0.0
837,a009439,1,1,2,6,2,2,2인 가족 여행,2.0,0.0,0.0
838,a007610,2,1,2,1,6,3,나홀로 여행,1.0,0.0,0.0
839,a005665,2,2,2,2,5,5,나홀로 여행,1.0,0.0,0.0
840,a001080,3,1,7,5,5,7,2인 여행(가족 외),2.0,0.0,0.0
841,a011025,2,2,6,1,7,4,2인 여행(가족 외),2.0,0.0,0.0
842,a006835,1,5,1,4,5,1,나홀로 여행,1.0,0.0,0.0
843,a001206,1,2,1,2,6,6,2인 여행(가족 외),2.0,0.0,0.0
844,a005184,1,1,4,4,4,6,자녀 동반 여행,3.0,1.0,0.0
845,a005654,4,4,4,4,6,6,3인 이상 여행(가족 외),3.0,0.0,0.0
846,a011183,1,1,1,1,6,6,3인 이상 여행(가족 외),3.0,0.0,0.0
847,a002636,2,6,2,6,5,2,부모 동반 여행,3.0,0.0,0.0
848,a004098,7,1,1,6,1,1,2인 여행(가족 외),2.0,0.0,0.0
849,a008124,2,4,2,3,3,7,2인 가족 여행,2.0,0.0,0.0
850,a017900,6,2,7,6,1,6,2인 여행(가족 외),2.0,0.0,0.0
851,a005660,1,6,6,6,3,6,자녀 동반 여행,3.0,1.0,0.0
852,a005144,6,4,5,4,4,3,자녀 동반 여행,3.0,1.0,0.0
853,a003778,3,2,2,5,5,3,나홀로 여행,1.0,0.0,0.0
854,a001716,6,2,5,6,4,5,나홀로 여행,1.0,0.0,0.0
855,a000535,1,4,4,5,6,1,자녀 동반 여행,3.0,1.0,0.0
856,a004331,1,4,2,1,7,1,나홀로 여행,1.0,0.0,0.0
857,a007894,2,1,6,6,2,6,나홀로 여행,1.0,0.0,0.0
858,a007408,6,2,2,5,3,6,나홀로 여행,1.0,0.0,0.0
859,a007829,2,1,6,4,6,6,2인 여행(가족 외),2.0,0.0,0.0
860,a003087,4,3,3,4,4,5,나홀로 여행,1.0,0.0,0.0
861,a001175,4,1,5,5,2,6,3대 동반 여행(친척 포함),3.0,0.0,0.0
862,a000450,2,2,4,2,3,6,2인 여행(가족 외),2.0,0.0,0.0
863,a000568,1,1,4,4,5,4,3인 이상 여행(가족 외),3.0,0.0,0.0
864,a001709,4,4,4,4,2,1,나홀로 여행,1.0,0.0,0.0
865,a007568,6,2,7,7,1,3,자녀 동반 여행,3.0,1.0,0.0
866,a005629,2,2,2,2,2,7,2인 가족 여행,2.0,0.0,0.0
867,a006302,6,3,6,2,2,6,자녀 동반 여행,3.0,1.0,0.0
868,a007299,4,2,2,6,6,6,2인 여행(가족 외),2.0,0.0,0.0
869,a006740,6,1,6,4,2,7,나홀로 여행,1.0,0.0,0.0
870,a002129,2,1,6,5,3,2,나홀로 여행,1.0,0.0,0.0
871,a002567,4,2,3,3,1,6,자녀 동반 여행,3.0,1.0,0.0
872,a005364,2,3,4,4,3,6,나홀로 여행,1.0,0.0,0.0
873,a006535,2,2,2,2,3,6,3인 이상 여행(가족 외),3.0,0.0,0.0
874,a010235,7,4,1,4,7,4,나홀로 여행,1.0,0.0,0.0
875,a005189,6,4,7,4,3,6,자녀 동반 여행,3.0,1.0,0.0
876,a001495,1,2,1,6,6,2,나홀로 여행,1.0,0.0,0.0
877,a000653,5,3,2,4,4,5,2인 여행(가족 외),2.0,0.0,0.0
878,a000712,1,2,2,6,3,3,2인 여행(가족 외),2.0,0.0,0.0
879,a006232,2,1,3,2,6,2,2인 여행(가족 외),2.0,0.0,0.0
880,a004797,4,5,1,7,4,1,나홀로 여행,1.0,0.0,0.0
881,a002722,3,3,4,4,7,6,나홀로 여행,1.0,0.0,0.0
882,a001382,4,4,3,4,5,5,2인 가족 여행,2.0,0.0,0.0
883,a007381,2,1,3,1,1,6,2인 가족 여행,2.0,0.0,0.0
884,a000898,3,2,2,6,7,3,2인 가족 여행,2.0,0.0,0.0
885,a015030,2,3,2,6,6,6,3인 이상 여행(가족 외),3.0,0.0,0.0
886,a002969,5,5,5,5,6,3,나홀로 여행,1.0,0.0,0.0
887,d001303,2,3,2,4,3,6,3대 동반 여행(친척 포함),3.0,0.0,0.0
888,a010137,2,3,4,3,3,7,나홀로 여행,1.0,0.0,0.0
889,a007443,2,2,4,2,6,7,나홀로 여행,1.0,0.0,0.0
890,a006306,6,3,3,6,3,5,2인 여행(가족 외),2.0,0.0,0.0
891,a001932,1,7,5,6,7,4,자녀 동반 여행,3.0,1.0,0.0
892,a002993,5,1,1,5,1,1,2인 여행(가족 외),2.0,0.0,0.0
893,a004023,7,1,1,4,7,7,2인 가족 여행,2.0,0.0,0.0
894,a006539,4,2,6,2,1,5,나홀로 여행,1.0,0.0,0.0
895,a017991,2,5,5,5,2,4,자녀 동반 여행,3.0,1.0,0.0
896,a007042,4,5,5,1,6,7,자녀 동반 여행,3.0,1.0,0.0
897,a007418,2,4,2,4,6,6,2인 여행(가족 외),2.0,0.0,0.0
898,a007100,2,3,3,3,3,4,나홀로 여행,1.0,0.0,0.0
899,a003060,6,6,6,4,4,3,자녀 동반 여행,3.0,1.0,0.0
900,a003871,1,3,2,4,6,4,부모 동반 여행,3.0,0.0,0.0
901,a003713,2,1,4,4,6,7,나홀로 여행,1.0,0.0,0.0
902,a011759,7,4,2,6,5,6,2인 여행(가족 외),2.0,0.0,0.0
903,a012208,4,4,2,5,6,1,나홀로 여행,1.0,0.0,0.0
904,a005198,2,2,6,2,3,3,나홀로 여행,1.0,0.0,0.0
905,a006041,2,3,1,4,7,6,자녀 동반 여행,3.0,1.0,0.0
906,a001426,1,4,4,4,2,7,2인 여행(가족 외),2.0,0.0,0.0
907,a012194,7,1,5,4,3,1,나홀로 여행,1.0,0.0,0.0
908,a007582,5,1,3,1,3,7,나홀로 여행,1.0,0.0,0.0
909,a007216,1,1,1,2,2,2,자녀 동반 여행,3.0,1.0,0.0
910,a018136,7,5,7,2,6,3,2인 여행(가족 외),2.0,0.0,0.0
911,a000142,4,4,4,5,4,7,자녀 동반 여행,3.0,1.0,0.0
912,a000545,3,3,4,5,5,5,2인 가족 여행,2.0,0.0,0.0
913,a008721,1,2,3,6,2,2,나홀로 여행,1.0,0.0,0.0
914,a006582,2,3,3,4,2,5,2인 여행(가족 외),2.0,0.0,0.0
915,a000565,7,2,7,2,2,6,2인 여행(가족 외),2.0,0.0,0.0
916,a006074,4,4,4,4,1,7,2인 여행(가족 외),2.0,0.0,0.0
917,a002840,4,3,3,5,7,4,2인 여행(가족 외),2.0,0.0,0.0
918,a002001,2,1,3,3,2,7,나홀로 여행,1.0,0.0,0.0
919,a005600,2,6,2,6,7,2,2인 여행(가족 외),2.0,0.0,0.0
920,a006518,5,5,5,3,6,6,나홀로 여행,1.0,0.0,0.0
921,a008034,1,1,5,1,2,7,2인 여행(가족 외),2.0,0.0,0.0
922,a007222,4,1,6,2,6,6,2인 여행(가족 외),2.0,0.0,0.0
923,a002166,2,2,5,5,6,6,2인 여행(가족 외),2.0,0.0,0.0
924,a003818,4,2,3,5,2,5,나홀로 여행,1.0,0.0,0.0
925,a001615,3,3,5,3,5,4,나홀로 여행,1.0,0.0,0.0
926,a010406,2,2,2,2,6,2,나홀로 여행,1.0,0.0,0.0
927,a006949,5,3,6,3,2,6,자녀 동반 여행,3.0,1.0,0.0
928,a017942,1,1,6,1,1,7,3인 이상 여행(가족 외),3.0,0.0,0.0
929,a018188,3,1,6,4,3,7,2인 여행(가족 외),2.0,0.0,0.0
930,a004324,4,3,1,3,4,2,나홀로 여행,1.0,0.0,0.0
931,a007456,7,2,5,4,1,4,2인 여행(가족 외),2.0,0.0,0.0
932,a007309,2,4,2,6,2,2,2인 여행(가족 외),2.0,0.0,0.0
933,a008562,1,1,1,1,1,1,자녀 동반 여행,3.0,1.0,0.0
934,b002868,3,3,5,3,5,4,나홀로 여행,1.0,0.0,0.0
935,a001160,5,4,4,4,4,5,2인 여행(가족 외),2.0,0.0,0.0
936,a017684,3,4,4,4,4,4,2인 가족 여행,2.0,0.0,0.0
937,a012188,4,2,6,7,7,7,나홀로 여행,1.0,0.0,0.0
938,a002400,5,4,2,5,3,4,2인 여행(가족 외),2.0,0.0,0.0
939,a014205,2,1,6,4,6,2,나홀로 여행,1.0,0.0,0.0
940,a000396,4,1,4,4,3,5,2인 여행(가족 외),2.0,0.0,0.0
941,a000603,1,2,5,4,6,6,2인 가족 여행,2.0,0.0,0.0
942,a012199,5,5,2,5,2,3,2인 여행(가족 외),2.0,0.0,0.0
943,c004652,4,5,4,5,2,6,자녀 동반 여행,3.0,1.0,0.0
944,a006821,5,5,2,5,3,6,나홀로 여행,1.0,0.0,0.0
945,a017921,1,1,2,1,2,7,나홀로 여행,1.0,0.0,0.0
946,a001493,2,2,4,4,2,6,나홀로 여행,1.0,0.0,0.0
947,a017661,3,1,5,7,7,7,2인 여행(가족 외),2.0,0.0,0.0
948,a007759,2,1,6,4,5,7,자녀 동반 여행,3.0,1.0,0.0
949,a003445,1,1,7,2,2,5,나홀로 여행,1.0,0.0,0.0
950,a007209,7,2,6,2,6,2,나홀로 여행,1.0,0.0,0.0
951,a003006,2,4,4,4,2,2,나홀로 여행,1.0,0.0,0.0
952,a001715,1,2,6,4,7,7,2인 여행(가족 외),2.0,0.0,0.0
953,c006042,4,3,4,4,5,6,나홀로 여행,1.0,0.0,0.0
954,a009988,4,2,1,2,2,4,나홀로 여행,1.0,0.0,0.0
955,a008407,4,4,4,6,1,5,나홀로 여행,1.0,0.0,0.0
956,a010237,2,2,3,6,2,6,3인 이상 여행(가족 외),3.0,0.0,0.0
957,a007938,2,2,6,6,6,6,2인 여행(가족 외),2.0,0.0,0.0
958,a006020,4,4,3,4,2,4,자녀 동반 여행,3.0,1.0,0.0
959,a007353,6,6,5,3,2,6,2인 여행(가족 외),2.0,0.0,0.0
960,a010155,3,3,4,4,4,7,2인 여행(가족 외),2.0,0.0,0.0
961,a014228,1,1,2,1,3,7,나홀로 여행,1.0,0.0,0.0
962,a000427,1,4,1,1,2,6,나홀로 여행,1.0,0.0,0.0
963,a010135,4,3,4,4,2,5,부모 동반 여행,3.0,0.0,0.0
964,a007343,1,5,6,3,6,4,자녀 동반 여행,3.0,1.0,0.0
965,a002440,7,1,7,7,7,3,2인 여행(가족 외),2.0,0.0,0.0
966,a008007,4,1,2,1,6,7,2인 가족 여행,2.0,0.0,0.0
967,a011113,2,6,7,6,6,2,나홀로 여행,1.0,0.0,0.0
968,a003242,4,1,6,6,1,7,2인 여행(가족 외),2.0,0.0,0.0
969,a000667,4,2,2,1,6,3,2인 여행(가족 외),2.0,0.0,0.0
970,a010078,3,3,4,4,4,2,나홀로 여행,1.0,0.0,0.0
971,a000885,1,1,1,2,3,4,2인 가족 여행,2.0,0.0,0.0
972,a007362,3,1,4,4,6,2,2인 가족 여행,2.0,0.0,0.0
973,a012356,4,3,2,3,6,4,나홀로 여행,1.0,0.0,0.0
974,a006278,1,2,6,4,5,7,나홀로 여행,1.0,0.0,0.0
975,a002011,3,3,5,6,6,3,나홀로 여행,1.0,0.0,0.0
976,a002897,2,4,4,1,6,2,나홀로 여행,1.0,0.0,0.0
977,b006925,3,2,5,4,5,3,3인 이상 여행(가족 외),3.0,0.0,0.0
978,a018006,2,6,2,2,2,6,나홀로 여행,1.0,0.0,0.0
979,a001955,5,5,5,1,6,6,3인 이상 여행(가족 외),3.0,0.0,0.0
980,a000475,5,4,3,3,4,2,2인 여행(가족 외),2.0,0.0,0.0
981,a004198,7,1,7,1,1,7,나홀로 여행,1.0,0.0,0.0
982,a001233,6,1,5,3,1,7,2인 여행(가족 외),2.0,0.0,0.0
983,a003489,5,3,3,4,4,3,3인 이상 여행(가족 외),3.0,0.0,0.0
984,a003371,3,4,3,6,3,6,3인 이상 여행(가족 외),3.0,0.0,0.0
985,a017808,4,1,3,6,7,3,나홀로 여행,1.0,0.0,0.0
986,a002892,1,1,6,3,3,6,나홀로 여행,1.0,0.0,0.0
987,a003433,5,5,5,5,4,6,2인 가족 여행,2.0,0.0,0.0
988,a000182,7,6,2,2,1,5,나홀로 여행,1.0,0.0,0.0
989,a004974,2,2,3,2,6,6,부모 동반 여행,3.0,0.0,0.0
990,a001814,1,5,1,1,1,7,2인 여행(가족 외),2.0,0.0,0.0
991,a011175,7,1,7,4,7,7,3인 이상 여행(가족 외),3.0,0.0,0.0
992,a001784,1,1,2,1,1,7,나홀로 여행,1.0,0.0,0.0
993,b006540,4,4,1,1,5,1,나홀로 여행,1.0,0.0,0.0
994,a003144,2,2,2,2,1,6,2인 여행(가족 외),2.0,0.0,0.0
995,a002541,2,2,2,2,1,7,2인 여행(가족 외),2.0,0.0,0.0
996,a010466,1,1,1,1,4,7,나홀로 여행,1.0,0.0,0.0
997,b006889,4,4,4,4,4,4,나홀로 여행,1.0,0.0,0.0
998,a004415,5,6,6,4,2,6,나홀로 여행,1.0,0.0,0.0
999,a005562,3,2,6,2,4,5,나홀로 여행,1.0,0.0,0.0
1000,a004172,4,2,4,4,2,6,나홀로 여행,1.0,0.0,0.0
1001,a018227,4,1,5,5,1,7,2인 여행(가족 외),2.0,0.0,0.0
1002,a001957,3,5,2,3,5,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1003,a001237,6,6,1,7,6,6,나홀로 여행,1.0,0.0,0.0
1004,a004387,2,1,5,1,7,4,2인 여행(가족 외),2.0,0.0,0.0
1005,a003274,2,6,2,6,6,6,2인 여행(가족 외),2.0,0.0,0.0
1006,a018013,5,2,2,6,2,5,2인 여행(가족 외),2.0,0.0,0.0
1007,c004037,3,4,4,4,3,4,나홀로 여행,1.0,0.0,0.0
1008,c005920,1,2,1,2,2,7,3대 동반 여행(친척 포함),3.0,0.0,0.0
1009,a000828,3,1,5,2,2,6,2인 여행(가족 외),2.0,0.0,0.0
1010,a002480,5,1,3,7,3,7,3인 이상 여행(가족 외),3.0,0.0,0.0
1011,a002981,2,2,5,2,6,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1012,a006660,4,1,1,4,1,3,2인 여행(가족 외),2.0,0.0,0.0
1013,a000172,7,1,7,7,2,4,나홀로 여행,1.0,0.0,0.0
1014,a015818,3,1,4,6,2,7,나홀로 여행,1.0,0.0,0.0
1015,a005290,4,3,3,5,5,3,3인 이상 여행(가족 외),3.0,0.0,0.0
1016,a014249,6,3,3,6,2,5,2인 가족 여행,2.0,0.0,0.0
1017,a001498,4,4,4,3,3,4,나홀로 여행,1.0,0.0,0.0
1018,b006688,4,1,1,2,1,3,자녀 동반 여행,3.0,1.0,0.0
1019,a006268,6,2,3,5,3,5,2인 여행(가족 외),2.0,0.0,0.0
1020,a007888,5,2,6,5,2,6,2인 여행(가족 외),2.0,0.0,0.0
1021,a001946,4,6,5,6,6,7,2인 여행(가족 외),2.0,0.0,0.0
1022,a004519,1,4,4,2,7,1,2인 여행(가족 외),2.0,0.0,0.0
1023,a006590,6,2,2,6,6,7,2인 여행(가족 외),2.0,0.0,0.0
1024,a006718,5,3,2,2,3,3,자녀 동반 여행,3.0,1.0,0.0
1025,a002833,3,1,4,3,4,3,나홀로 여행,1.0,0.0,0.0
1026,a006768,4,1,7,5,1,7,자녀 동반 여행,3.0,1.0,0.0
1027,a002294,2,6,3,4,3,6,나홀로 여행,1.0,0.0,0.0
1028,a005795,7,6,2,5,7,2,나홀로 여행,1.0,0.0,0.0
1029,a000468,2,6,1,4,2,3,3인 이상 여행(가족 외),3.0,0.0,0.0
1030,a004265,2,4,2,3,4,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1031,a000269,4,2,3,4,6,7,2인 여행(가족 외),2.0,0.0,0.0
1032,a005828,2,2,1,2,1,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1033,a001895,3,5,2,4,6,7,2인 여행(가족 외),2.0,0.0,0.0
1034,a005595,4,4,4,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
1035,a000509,4,3,1,3,3,3,나홀로 여행,1.0,0.0,0.0
1036,a005243,4,4,4,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
1037,a011558,5,2,6,2,1,6,2인 여행(가족 외),2.0,0.0,0.0
1038,a002315,2,1,4,4,7,6,2인 여행(가족 외),2.0,0.0,0.0
1039,a009646,4,2,2,3,7,7,나홀로 여행,1.0,0.0,0.0
1040,a005920,1,3,1,3,4,6,자녀 동반 여행,3.0,1.0,0.0
1041,a006841,6,1,6,3,3,3,나홀로 여행,1.0,0.0,0.0
1042,a000721,2,3,3,6,5,6,자녀 동반 여행,3.0,1.0,0.0
1043,a004552,3,2,3,2,6,5,나홀로 여행,1.0,0.0,0.0
1044,a003397,2,3,2,2,3,4,2인 여행(가족 외),2.0,0.0,0.0
1045,a005720,1,4,4,7,5,1,2인 여행(가족 외),2.0,0.0,0.0
1046,a005592,4,6,2,4,1,6,나홀로 여행,1.0,0.0,0.0
1047,a000218,1,1,4,3,2,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1048,a002923,5,5,1,5,4,5,2인 여행(가족 외),2.0,0.0,0.0
1049,a007410,2,2,4,4,4,4,나홀로 여행,1.0,0.0,0.0
1050,a002475,2,2,3,6,5,4,자녀 동반 여행,3.0,1.0,0.0
1051,a000893,1,2,2,2,5,4,자녀 동반 여행,3.0,1.0,0.0
1052,a017876,1,4,1,4,1,1,3대 동반 여행(친척 포함),3.0,0.0,0.0
1053,a017859,1,1,6,2,6,7,2인 가족 여행,2.0,0.0,0.0
1054,a000824,6,2,3,3,7,1,나홀로 여행,1.0,0.0,0.0
1055,a017693,7,2,3,5,1,5,2인 여행(가족 외),2.0,0.0,0.0
1056,a018059,3,2,2,2,2,4,2인 가족 여행,2.0,0.0,0.0
1057,a004924,2,3,3,3,6,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1058,a018003,7,6,4,6,5,6,2인 가족 여행,2.0,0.0,0.0
1059,a003071,2,2,6,6,2,2,2인 가족 여행,2.0,0.0,0.0
1060,a007254,2,4,2,3,2,3,부모 동반 여행,3.0,0.0,0.0
1061,a006567,1,1,7,4,1,7,3인 이상 여행(가족 외),3.0,0.0,0.0
1062,a005136,2,1,1,2,1,6,자녀 동반 여행,3.0,1.0,0.0
1063,a002273,2,3,3,6,6,2,나홀로 여행,1.0,0.0,0.0
1064,a017795,4,6,2,6,2,1,2인 여행(가족 외),2.0,0.0,0.0
1065,a006388,1,1,7,4,1,7,3대 동반 여행(친척 포함),3.0,0.0,0.0
1066,a014783,5,1,6,4,2,6,나홀로 여행,1.0,0.0,0.0
1067,a012416,5,1,7,4,1,7,나홀로 여행,1.0,0.0,0.0
1068,a004472,1,1,3,5,5,2,나홀로 여행,1.0,0.0,0.0
1069,a018092,6,6,2,5,4,3,2인 여행(가족 외),2.0,0.0,0.0
1070,a005366,1,1,1,1,1,1,나홀로 여행,1.0,0.0,0.0
1071,a003779,6,6,2,6,1,3,나홀로 여행,1.0,0.0,0.0
1072,a005986,2,2,4,6,5,4,3대 동반 여행(친척 포함),3.0,0.0,0.0
1073,a002195,4,1,5,4,2,6,나홀로 여행,1.0,0.0,0.0
1074,a003450,2,4,4,4,5,5,2인 여행(가족 외),2.0,0.0,0.0
1075,a004211,4,1,7,5,1,7,나홀로 여행,1.0,0.0,0.0
1076,a000669,4,5,1,2,6,5,나홀로 여행,1.0,0.0,0.0
1077,a017791,3,2,4,5,5,5,나홀로 여행,1.0,0.0,0.0
1078,a010982,2,2,3,2,3,6,부모 동반 여행,3.0,0.0,0.0
1079,a000738,1,1,6,1,7,6,2인 여행(가족 외),2.0,0.0,0.0
1080,a001406,1,4,4,4,7,1,자녀 동반 여행,3.0,1.0,0.0
1081,a014884,4,4,3,6,6,6,2인 여행(가족 외),2.0,0.0,0.0
1082,a009925,6,4,1,4,6,1,2인 여행(가족 외),2.0,0.0,0.0
1083,a001308,2,1,4,2,1,6,2인 여행(가족 외),2.0,0.0,0.0
1084,a002859,1,1,4,1,4,4,나홀로 여행,1.0,0.0,0.0
1085,a001258,2,2,2,3,2,6,부모 동반 여행,3.0,0.0,0.0
1086,a000928,4,1,1,6,5,7,나홀로 여행,1.0,0.0,0.0
1087,a004102,7,4,6,5,1,5,2인 여행(가족 외),2.0,0.0,0.0
1088,a002718,6,1,6,2,1,3,나홀로 여행,1.0,0.0,0.0
1089,a007240,2,1,3,2,3,6,자녀 동반 여행,3.0,1.0,0.0
1090,a011737,4,3,4,4,5,3,자녀 동반 여행,3.0,1.0,0.0
1091,a006540,2,1,4,1,2,2,2인 여행(가족 외),2.0,0.0,0.0
1092,a000358,7,4,5,5,6,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1093,a000940,2,2,6,2,2,1,2인 여행(가족 외),2.0,0.0,0.0
1094,a011873,3,6,7,6,6,5,나홀로 여행,1.0,0.0,0.0
1095,a001353,2,1,2,1,3,4,2인 여행(가족 외),2.0,0.0,0.0
1096,a007253,1,1,3,2,6,6,나홀로 여행,1.0,0.0,0.0
1097,a001823,2,3,3,4,3,5,나홀로 여행,1.0,0.0,0.0
1098,a000416,1,2,2,4,3,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1099,a001261,2,2,6,4,2,3,나홀로 여행,1.0,0.0,0.0
1100,a009608,1,2,3,2,2,4,나홀로 여행,1.0,0.0,0.0
