,TRAVELER_ID,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY,NUMBER_OF_PERSON,CHILDREN,PARENTS
1626,a004075,4,2,3,4,2,2,2인 여행(가족 외),2.0,0.0,0.0
1627,a005056,2,4,6,2,7,6,자녀 동반 여행,3.0,1.0,0.0
1628,a001391,1,1,1,1,1,7,나홀로 여행,1.0,0.0,0.0
1629,a002944,2,2,6,3,6,3,2인 여행(가족 외),2.0,0.0,0.0
1630,a004157,5,2,2,6,6,7,2인 여행(가족 외),2.0,0.0,0.0
1631,a007334,6,4,2,4,3,5,2인 여행(가족 외),2.0,0.0,0.0
1632,a002205,3,1,4,5,6,2,나홀로 여행,1.0,0.0,0.0
1633,a001839,1,4,7,4,6,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1634,a004939,1,7,1,1,1,7,3인 이상 여행(가족 외),3.0,0.0,0.0
1635,a002106,2,1,2,1,3,3,3인 이상 여행(가족 외),3.0,0.0,0.0
1636,a018209,3,3,5,3,6,3,자녀 동반 여행,3.0,1.0,0.0
1637,a011203,3,1,6,2,1,7,2인 여행(가족 외),2.0,0.0,0.0
1638,a005460,3,2,6,2,1,7,2인 여행(가족 외),2.0,0.0,0.0
1639,a002254,6,3,4,4,6,3,나홀로 여행,1.0,0.0,0.0
1640,a002367,4,5,2,4,5,3,3인 이상 여행(가족 외),3.0,0.0,0.0
1641,a001567,4,4,5,3,6,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1642,a004164,2,1,7,5,5,5,2인 여행(가족 외),2.0,0.0,0.0
1643,a008227,3,5,3,5,6,5,2인 여행(가족 외),2.0,0.0,0.0
1644,a006750,1,1,7,4,3,7,2인 여행(가족 외),2.0,0.0,0.0
1645,a007370,3,2,3,5,5,5,2인 여행(가족 외),2.0,0.0,0.0
1646,a000657,4,4,2,6,5,3,자녀 동반 여행,3.0,1.0,0.0
1647,a007091,2,4,6,5,1,5,2인 여행(가족 외),2.0,0.0,0.0
1648,a012482,4,2,6,3,4,5,나홀로 여행,1.0,0.0,0.0
1649,a001900,4,2,4,5,4,7,나홀로 여행,1.0,0.0,0.0
1650,a006344,7,4,7,4,7,7,나홀로 여행,1.0,0.0,0.0
1651,a005100,1,3,2,6,6,2,2인 가족 여행,2.0,0.0,0.0
1652,a000678,2,4,2,4,3,2,자녀 동반 여행,3.0,1.0,0.0
1653,a001981,3,1,4,4,2,2,자녀 동반 여행,3.0,1.0,0.0
1654,a005287,2,2,3,3,3,3,2인 가족 여행,2.0,0.0,0.0
1655,a005261,1,4,6,3,2,6,나홀로 여행,1.0,0.0,0.0
1656,a001244,2,1,6,7,1,7,부모 동반 여행,3.0,0.0,0.0
1657,a001990,4,2,3,2,3,2,자녀 동반 여행,3.0,1.0,0.0
1658,a010296,5,5,2,3,1,5,2인 여행(가족 외),2.0,0.0,0.0
1659,a005682,3,3,3,3,3,5,2인 가족 여행,2.0,0.0,0.0
1660,a001052,4,4,4,4,4,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1661,a004915,3,1,3,1,5,1,2인 가족 여행,2.0,0.0,0.0
1662,a008027,6,4,5,5,2,5,2인 가족 여행,2.0,0.0,0.0
1663,a007355,1,6,7,4,2,7,2인 여행(가족 외),2.0,0.0,0.0
1664,d000936,1,1,7,1,2,7,부모 동반 여행,3.0,0.0,0.0
1665,a001896,3,2,6,6,2,6,2인 여행(가족 외),2.0,0.0,0.0
1666,a001867,3,1,7,2,5,5,나홀로 여행,1.0,0.0,0.0
1667,a018004,3,2,3,3,2,2,나홀로 여행,1.0,0.0,0.0
1668,a006551,2,3,2,5,2,6,2인 여행(가족 외),2.0,0.0,0.0
1669,a012313,3,3,3,4,4,4,2인 가족 여행,2.0,0.0,0.0
1670,a002745,3,3,3,1,7,4,부모 동반 여행,3.0,0.0,0.0
1671,a001026,4,3,5,6,4,7,3인 이상 여행(가족 외),3.0,0.0,0.0
1672,a017998,5,3,5,3,5,4,나홀로 여행,1.0,0.0,0.0
1673,a013608,4,4,4,4,7,2,나홀로 여행,1.0,0.0,0.0
1674,a010072,6,7,5,6,6,4,2인 가족 여행,2.0,0.0,0.0
1675,a001624,4,3,2,3,6,4,2인 여행(가족 외),2.0,0.0,0.0
1676,a002126,2,2,1,3,6,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1677,a005337,2,5,2,3,3,3,3대 동반 여행(친척 포함),3.0,0.0,0.0
1678,a017983,4,2,4,3,3,5,나홀로 여행,1.0,0.0,0.0
1679,a014057,2,2,3,4,5,4,자녀 동반 여행,3.0,1.0,0.0
1680,a003236,1,1,4,2,3,4,3대 동반 여행(친척 포함),3.0,0.0,0.0
1681,a007776,2,2,6,3,7,2,나홀로 여행,1.0,0.0,0.0
1682,a018154,7,4,1,4,1,7,3인 이상 여행(가족 외),3.0,0.0,0.0
1683,a011517,2,4,3,4,5,7,2인 가족 여행,2.0,0.0,0.0
1684,a017538,3,3,2,4,5,3,2인 여행(가족 외),2.0,0.0,0.0
1685,c005843,5,5,5,4,5,3,2인 가족 여행,2.0,0.0,0.0
1686,a003704,2,5,5,6,2,6,자녀 동반 여행,3.0,1.0,0.0
1687,a010287,4,3,5,5,5,6,2인 가족 여행,2.0,0.0,0.0
1688,a004632,2,4,1,5,5,5,2인 여행(가족 외),2.0,0.0,0.0
1689,a001999,2,1,3,2,3,7,나홀로 여행,1.0,0.0,0.0
1690,a009715,2,2,2,6,2,4,나홀로 여행,1.0,0.0,0.0
1691,a007384,4,2,2,4,2,7,나홀로 여행,1.0,0.0,0.0
1692,a007333,3,3,6,3,3,6,2인 여행(가족 외),2.0,0.0,0.0
1693,a003517,3,5,3,3,3,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1694,a014876,5,3,4,4,3,7,나홀로 여행,1.0,0.0,0.0
1695,a006408,4,3,4,3,5,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1696,a007034,3,2,3,4,2,2,자녀 동반 여행,3.0,1.0,0.0
1697,a011104,1,1,5,1,2,7,2인 여행(가족 외),2.0,0.0,0.0
1698,a009511,2,2,3,4,3,5,2인 여행(가족 외),2.0,0.0,0.0
1699,a010349,3,2,6,7,5,6,2인 여행(가족 외),2.0,0.0,0.0
1700,a006989,2,6,2,6,6,6,2인 여행(가족 외),2.0,0.0,0.0
1701,a009694,2,1,2,4,6,4,2인 여행(가족 외),2.0,0.0,0.0
1702,a014409,2,2,5,6,2,6,자녀 동반 여행,3.0,1.0,0.0
1703,c005398,4,2,2,3,5,3,3인 이상 여행(가족 외),3.0,0.0,0.0
1704,a004594,2,6,6,7,2,7,2인 여행(가족 외),2.0,0.0,0.0
1705,a000740,2,2,2,6,5,5,나홀로 여행,1.0,0.0,0.0
1706,a006552,2,1,1,1,6,7,나홀로 여행,1.0,0.0,0.0
1707,a014792,1,4,4,3,5,3,나홀로 여행,1.0,0.0,0.0
1708,a017982,1,1,5,2,5,4,2인 가족 여행,2.0,0.0,0.0
1709,a000028,6,2,3,2,6,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1710,a009424,6,4,1,6,6,6,2인 여행(가족 외),2.0,0.0,0.0
1711,a001264,6,3,5,5,3,3,2인 여행(가족 외),2.0,0.0,0.0
1712,a012191,2,2,2,2,6,2,나홀로 여행,1.0,0.0,0.0
1713,a018181,3,3,3,4,4,5,2인 여행(가족 외),2.0,0.0,0.0
1714,a008274,2,2,7,5,2,5,나홀로 여행,1.0,0.0,0.0
1715,a002107,1,5,3,2,3,4,2인 여행(가족 외),2.0,0.0,0.0
1716,a008460,3,2,5,6,4,3,나홀로 여행,1.0,0.0,0.0
1717,a006557,7,2,3,5,6,3,나홀로 여행,1.0,0.0,0.0
1718,a006002,4,3,4,4,2,4,2인 여행(가족 외),2.0,0.0,0.0
1719,a014216,4,2,4,6,5,3,나홀로 여행,1.0,0.0,0.0
1720,a009674,2,6,6,7,3,3,나홀로 여행,1.0,0.0,0.0
1721,a001612,3,3,4,2,6,2,나홀로 여행,1.0,0.0,0.0
1722,a000816,2,2,6,4,6,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1723,a002789,3,1,2,1,2,6,나홀로 여행,1.0,0.0,0.0
1724,a001109,4,1,3,5,3,6,2인 여행(가족 외),2.0,0.0,0.0
1725,a001546,2,1,2,4,2,6,2인 여행(가족 외),2.0,0.0,0.0
1726,a002380,6,3,2,3,5,3,2인 여행(가족 외),2.0,0.0,0.0
1727,a007267,2,2,2,2,2,2,2인 가족 여행,2.0,0.0,0.0
1728,a007642,2,2,6,6,2,6,2인 여행(가족 외),2.0,0.0,0.0
1729,a001989,4,2,2,4,2,5,나홀로 여행,1.0,0.0,0.0
1730,a006405,4,1,6,6,6,7,나홀로 여행,1.0,0.0,0.0
1731,a006528,3,2,1,2,4,3,2인 가족 여행,2.0,0.0,0.0
1732,a002259,5,4,6,3,7,5,나홀로 여행,1.0,0.0,0.0
1733,a010136,4,3,4,2,2,6,부모 동반 여행,3.0,0.0,0.0
1734,a018084,2,6,2,2,1,6,나홀로 여행,1.0,0.0,0.0
1735,a004398,6,2,5,6,2,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1736,a009655,7,7,4,7,7,7,나홀로 여행,1.0,0.0,0.0
1737,a002860,2,4,4,4,3,1,2인 여행(가족 외),2.0,0.0,0.0
1738,a008543,1,6,4,6,6,2,나홀로 여행,1.0,0.0,0.0
1739,a011215,4,1,3,5,3,6,2인 여행(가족 외),2.0,0.0,0.0
1740,a003275,4,4,4,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
1741,a017957,1,4,1,2,6,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1742,a015834,2,1,7,1,1,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1743,a002881,3,2,3,4,3,6,자녀 동반 여행,3.0,1.0,0.0
1744,a005273,2,2,6,3,3,2,자녀 동반 여행,3.0,1.0,0.0
1745,a006653,2,1,4,4,2,6,나홀로 여행,1.0,0.0,0.0
1746,a010226,4,6,1,6,1,6,나홀로 여행,1.0,0.0,0.0
1747,a001996,5,2,3,5,5,2,나홀로 여행,1.0,0.0,0.0
1748,a005232,4,1,4,7,1,7,자녀 동반 여행,3.0,1.0,0.0
1749,a003082,1,2,1,1,4,3,나홀로 여행,1.0,0.0,0.0
1750,a005676,1,2,6,3,5,6,3대 동반 여행(친척 포함),3.0,0.0,0.0
1751,a006575,1,1,1,1,4,7,2인 여행(가족 외),2.0,0.0,0.0
1752,a017846,4,2,4,5,2,5,나홀로 여행,1.0,0.0,0.0
1753,a001164,6,1,3,7,3,7,2인 가족 여행,2.0,0.0,0.0
1754,a003573,4,5,2,5,4,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1755,a004603,4,4,5,5,5,6,2인 여행(가족 외),2.0,0.0,0.0
1756,a001187,2,4,2,4,6,2,나홀로 여행,1.0,0.0,0.0
1757,a000633,4,4,3,4,3,6,자녀 동반 여행,3.0,1.0,0.0
1758,a003586,2,2,1,2,2,6,2인 여행(가족 외),2.0,0.0,0.0
1759,a006725,6,2,1,2,1,7,나홀로 여행,1.0,0.0,0.0
1760,a007165,3,2,4,4,2,6,2인 여행(가족 외),2.0,0.0,0.0
1761,a013677,2,4,2,1,1,7,자녀 동반 여행,3.0,1.0,0.0
1762,a006394,1,3,1,4,3,6,나홀로 여행,1.0,0.0,0.0
1763,a004540,4,4,4,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
1764,a002399,1,4,1,2,7,3,3인 이상 여행(가족 외),3.0,0.0,0.0
1765,a007294,5,4,1,3,1,5,나홀로 여행,1.0,0.0,0.0
1766,a017993,1,1,7,1,7,7,2인 여행(가족 외),2.0,0.0,0.0
1767,a003125,2,2,4,2,5,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1768,a007302,4,4,4,5,5,3,2인 가족 여행,2.0,0.0,0.0
1769,a010000,2,6,5,5,4,5,나홀로 여행,1.0,0.0,0.0
1770,a002153,2,4,4,4,2,2,나홀로 여행,1.0,0.0,0.0
1771,a003021,3,1,1,1,1,7,2인 여행(가족 외),2.0,0.0,0.0
1772,a006019,1,1,1,1,3,3,2인 여행(가족 외),2.0,0.0,0.0
1773,a002888,2,5,6,6,6,2,자녀 동반 여행,3.0,1.0,0.0
1774,a001828,7,1,1,7,7,7,2인 여행(가족 외),2.0,0.0,0.0
1775,a002269,1,4,7,4,4,7,자녀 동반 여행,3.0,1.0,0.0
1776,a000237,6,6,5,6,5,6,나홀로 여행,1.0,0.0,0.0
1777,a002902,6,3,6,6,4,7,자녀 동반 여행,3.0,1.0,0.0
1778,a003282,1,2,4,4,3,5,3대 동반 여행(친척 포함),3.0,0.0,0.0
1779,a003595,5,3,4,4,6,5,2인 여행(가족 외),2.0,0.0,0.0
1780,a006688,4,5,3,5,6,3,자녀 동반 여행,3.0,1.0,0.0
1781,a016174,1,4,1,4,1,3,나홀로 여행,1.0,0.0,0.0
1782,a015350,2,1,6,2,6,7,2인 여행(가족 외),2.0,0.0,0.0
1783,a000461,2,3,2,2,6,6,나홀로 여행,1.0,0.0,0.0
1784,a003994,4,1,2,2,2,4,2인 여행(가족 외),2.0,0.0,0.0
1785,a001603,1,1,1,1,1,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1786,a004606,2,1,4,1,7,2,2인 가족 여행,2.0,0.0,0.0
1787,a007774,5,1,6,7,1,7,나홀로 여행,1.0,0.0,0.0
1788,a005164,2,3,4,4,3,4,자녀 동반 여행,3.0,1.0,0.0
1789,a008491,3,3,6,5,5,1,나홀로 여행,1.0,0.0,0.0
1790,a003905,7,7,1,4,4,3,나홀로 여행,1.0,0.0,0.0
1791,a012344,1,1,2,1,2,5,나홀로 여행,1.0,0.0,0.0
1792,a005593,5,1,2,5,1,7,나홀로 여행,1.0,0.0,0.0
1793,a003127,2,1,7,2,2,6,나홀로 여행,1.0,0.0,0.0
1794,a018093,6,2,2,3,3,6,2인 여행(가족 외),2.0,0.0,0.0
1795,a002906,4,5,2,4,5,3,나홀로 여행,1.0,0.0,0.0
1796,a007411,1,4,4,1,1,7,자녀 동반 여행,3.0,1.0,0.0
1797,a017959,3,3,6,6,2,5,자녀 동반 여행,3.0,1.0,0.0
1798,a002084,2,3,3,5,1,7,2인 여행(가족 외),2.0,0.0,0.0
1799,a006719,2,2,6,2,1,7,나홀로 여행,1.0,0.0,0.0
1800,a004168,5,6,5,5,5,2,2인 여행(가족 외),2.0,0.0,0.0
1801,a007305,2,2,3,3,5,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1802,a000323,1,1,1,7,7,1,3인 이상 여행(가족 외),3.0,0.0,0.0
1803,a005478,2,3,4,5,5,3,3대 동반 여행(친척 포함),3.0,0.0,0.0
1804,a001992,2,4,1,1,4,6,2인 여행(가족 외),2.0,0.0,0.0
1805,a015297,4,2,4,4,4,5,나홀로 여행,1.0,0.0,0.0
1806,a018094,3,2,2,2,2,5,2인 여행(가족 외),2.0,0.0,0.0
1807,a010242,1,1,4,1,1,7,나홀로 여행,1.0,0.0,0.0
1808,a001894,3,4,3,4,6,4,나홀로 여행,1.0,0.0,0.0
1809,a000852,3,1,2,3,4,4,2인 여행(가족 외),2.0,0.0,0.0
1810,a010489,1,1,6,4,1,7,2인 가족 여행,2.0,0.0,0.0
1811,a017936,2,2,2,2,6,2,2인 가족 여행,2.0,0.0,0.0
1812,a000537,2,1,3,1,3,6,나홀로 여행,1.0,0.0,0.0
1813,a001065,4,2,4,2,1,7,부모 동반 여행,3.0,0.0,0.0
1814,a018110,2,2,6,4,7,6,2인 여행(가족 외),2.0,0.0,0.0
1815,a009697,5,5,2,2,7,1,2인 여행(가족 외),2.0,0.0,0.0
1816,a003697,2,2,4,4,2,6,자녀 동반 여행,3.0,1.0,0.0
1817,a006071,2,2,6,5,2,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1818,a018102,1,2,4,3,3,6,2인 가족 여행,2.0,0.0,0.0
1819,a000715,3,3,4,3,6,5,2인 여행(가족 외),2.0,0.0,0.0
1820,a005698,2,1,6,2,6,2,나홀로 여행,1.0,0.0,0.0
1821,a004811,1,1,3,4,5,1,3인 이상 여행(가족 외),3.0,0.0,0.0
1822,a018162,4,2,2,4,3,2,자녀 동반 여행,3.0,1.0,0.0
1823,a009930,1,2,2,3,6,1,2인 가족 여행,2.0,0.0,0.0
1824,a000373,2,2,1,3,6,7,부모 동반 여행,3.0,0.0,0.0
1825,a003135,3,2,3,4,5,4,3인 이상 여행(가족 외),3.0,0.0,0.0
1826,a005712,2,2,6,3,7,2,3인 이상 여행(가족 외),3.0,0.0,0.0
1827,a017937,2,2,2,2,2,5,부모 동반 여행,3.0,0.0,0.0
1828,a010052,4,1,2,1,6,7,2인 여행(가족 외),2.0,0.0,0.0
1829,a002781,3,3,3,5,5,6,2인 여행(가족 외),2.0,0.0,0.0
1830,a005160,3,6,3,5,2,3,자녀 동반 여행,3.0,1.0,0.0
1831,a007221,2,2,3,3,5,5,나홀로 여행,1.0,0.0,0.0
1832,b008136,4,2,4,6,2,3,2인 가족 여행,2.0,0.0,0.0
1833,b006624,6,2,3,6,6,2,나홀로 여행,1.0,0.0,0.0
1834,a000982,2,2,6,6,6,6,자녀 동반 여행,3.0,1.0,0.0
1835,a008746,1,1,3,1,6,4,2인 여행(가족 외),2.0,0.0,0.0
1836,a003353,1,1,1,2,2,7,나홀로 여행,1.0,0.0,0.0
1837,a010227,2,2,2,5,6,5,2인 여행(가족 외),2.0,0.0,0.0
1838,a005647,2,3,6,6,2,2,2인 가족 여행,2.0,0.0,0.0
1839,a002896,1,2,1,1,4,7,2인 여행(가족 외),2.0,0.0,0.0
1840,a017903,5,6,3,2,6,6,2인 여행(가족 외),2.0,0.0,0.0
1841,a004499,2,5,4,3,2,5,나홀로 여행,1.0,0.0,0.0
1842,a003919,2,3,2,5,5,1,나홀로 여행,1.0,0.0,0.0
1843,a000222,6,2,6,6,1,6,2인 여행(가족 외),2.0,0.0,0.0
1844,a014923,6,2,6,5,3,6,2인 여행(가족 외),2.0,0.0,0.0
1845,a005546,6,2,1,5,3,4,2인 여행(가족 외),2.0,0.0,0.0
1846,a018027,4,1,2,4,6,1,2인 여행(가족 외),2.0,0.0,0.0
1847,a005821,1,3,5,2,6,6,자녀 동반 여행,3.0,1.0,0.0
1848,a005127,3,5,3,3,6,5,2인 가족 여행,2.0,0.0,0.0
1849,a000610,4,2,5,4,6,4,자녀 동반 여행,3.0,1.0,0.0
1850,a001090,2,6,4,6,6,2,자녀 동반 여행,3.0,1.0,0.0
1851,a004747,2,6,4,5,3,1,자녀 동반 여행,3.0,1.0,0.0
1852,a011510,1,7,2,3,3,2,자녀 동반 여행,3.0,1.0,0.0
1853,a004171,2,1,2,1,4,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1854,a007622,3,4,5,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
1855,a000339,6,5,2,6,3,4,자녀 동반 여행,3.0,1.0,0.0
1856,a000573,4,5,1,3,3,2,2인 여행(가족 외),2.0,0.0,0.0
1857,a006263,6,6,6,6,7,5,자녀 동반 여행,3.0,1.0,0.0
1858,a017820,3,3,3,4,4,5,자녀 동반 여행,3.0,1.0,0.0
1859,a013687,7,1,7,7,1,4,2인 여행(가족 외),2.0,0.0,0.0
1860,a004859,4,4,4,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
1861,a008556,7,5,4,5,7,3,2인 가족 여행,2.0,0.0,0.0
1862,a002761,3,2,7,4,2,7,2인 여행(가족 외),2.0,0.0,0.0
1863,a002558,1,6,6,2,2,6,자녀 동반 여행,3.0,1.0,0.0
1864,a005182,4,1,2,3,4,4,나홀로 여행,1.0,0.0,0.0
1865,a003252,4,1,4,4,3,3,자녀 동반 여행,3.0,1.0,0.0
1866,a001749,4,2,3,4,7,4,2인 여행(가족 외),2.0,0.0,0.0
1867,a006619,4,2,4,4,5,4,나홀로 여행,1.0,0.0,0.0
1868,a000795,7,1,2,7,6,5,나홀로 여행,1.0,0.0,0.0
1869,a004598,5,6,2,5,2,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1870,a000058,4,2,3,5,3,4,2인 가족 여행,2.0,0.0,0.0
1871,a001375,4,1,1,7,2,7,3인 이상 여행(가족 외),3.0,0.0,0.0
1872,a004838,2,3,3,6,3,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1873,a000277,4,1,6,1,6,7,2인 여행(가족 외),2.0,0.0,0.0
1874,a001639,3,3,3,4,1,6,나홀로 여행,1.0,0.0,0.0
1875,a007965,3,2,4,3,3,7,2인 여행(가족 외),2.0,0.0,0.0
1876,a003793,2,6,2,6,2,4,2인 가족 여행,2.0,0.0,0.0
1877,a004294,4,3,4,5,3,4,2인 가족 여행,2.0,0.0,0.0
1878,a005947,4,3,4,6,2,3,2인 여행(가족 외),2.0,0.0,0.0
1879,a018069,1,2,5,6,2,6,2인 여행(가족 외),2.0,0.0,0.0
1880,a008094,4,1,7,7,7,7,2인 여행(가족 외),2.0,0.0,0.0
1881,a007303,1,4,1,4,4,4,2인 여행(가족 외),2.0,0.0,0.0
1882,a012494,4,2,4,4,5,3,나홀로 여행,1.0,0.0,0.0
1883,a001252,2,2,4,3,5,4,2인 가족 여행,2.0,0.0,0.0
1884,a003155,4,3,2,5,2,3,3인 이상 여행(가족 외),3.0,0.0,0.0
1885,a010570,2,3,3,3,2,2,3대 동반 여행(친척 포함),3.0,0.0,0.0
1886,a018036,3,1,6,6,6,7,2인 여행(가족 외),2.0,0.0,0.0
1887,a002949,4,4,5,4,6,3,2인 여행(가족 외),2.0,0.0,0.0
1888,a002274,4,1,7,4,1,7,2인 여행(가족 외),2.0,0.0,0.0
1889,a002861,3,2,3,6,3,4,나홀로 여행,1.0,0.0,0.0
1890,a001471,5,3,2,6,5,5,3대 동반 여행(친척 포함),3.0,0.0,0.0
1891,a005196,2,1,3,3,6,6,자녀 동반 여행,3.0,1.0,0.0
1892,a002123,2,3,3,4,5,6,나홀로 여행,1.0,0.0,0.0
1893,a007925,3,2,2,3,3,2,부모 동반 여행,3.0,0.0,0.0
1894,a004261,1,1,3,4,4,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1895,a008365,2,1,6,4,2,4,나홀로 여행,1.0,0.0,0.0
1896,a005365,2,3,4,3,3,6,나홀로 여행,1.0,0.0,0.0
1897,a007205,4,1,2,6,7,7,나홀로 여행,1.0,0.0,0.0
1898,a004281,6,2,6,3,2,2,나홀로 여행,1.0,0.0,0.0
1899,a002873,1,4,1,3,4,5,나홀로 여행,1.0,0.0,0.0
1900,a002866,5,3,5,5,3,5,나홀로 여행,1.0,0.0,0.0
1901,a006711,5,6,6,5,6,5,나홀로 여행,1.0,0.0,0.0
1902,a000538,4,3,4,3,5,6,2인 여행(가족 외),2.0,0.0,0.0
1903,a007365,1,1,1,7,7,1,자녀 동반 여행,3.0,1.0,0.0
1904,a010340,2,2,6,4,5,7,나홀로 여행,1.0,0.0,0.0
1905,a014308,4,1,1,1,1,7,자녀 동반 여행,3.0,1.0,0.0
1906,a000322,4,4,3,4,1,7,나홀로 여행,1.0,0.0,0.0
1907,a002961,4,2,4,4,4,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1908,a004000,2,4,6,6,3,6,자녀 동반 여행,3.0,1.0,0.0
1909,a006449,3,1,4,4,3,4,2인 가족 여행,2.0,0.0,0.0
1910,a005606,2,5,2,3,3,7,자녀 동반 여행,3.0,1.0,0.0
1911,a005674,1,1,7,1,1,1,2인 여행(가족 외),2.0,0.0,0.0
1912,a000766,2,2,3,5,1,5,2인 여행(가족 외),2.0,0.0,0.0
1913,a005221,2,2,3,2,2,2,나홀로 여행,1.0,0.0,0.0
1914,a014996,3,3,2,6,2,6,2인 여행(가족 외),2.0,0.0,0.0
1915,a007102,1,1,1,1,1,7,나홀로 여행,1.0,0.0,0.0
1916,a003090,3,2,4,5,6,5,2인 여행(가족 외),2.0,0.0,0.0
1917,a012019,3,2,5,3,2,5,2인 여행(가족 외),2.0,0.0,0.0
1918,a006542,3,3,3,2,4,6,자녀 동반 여행,3.0,1.0,0.0
1919,a000939,3,1,3,6,3,5,2인 여행(가족 외),2.0,0.0,0.0
1920,a003980,1,1,7,1,1,4,2인 여행(가족 외),2.0,0.0,0.0
1921,a017949,4,3,4,3,3,4,2인 여행(가족 외),2.0,0.0,0.0
1922,a002051,2,1,4,2,2,3,자녀 동반 여행,3.0,1.0,0.0
1923,a004819,2,2,1,1,7,1,나홀로 여행,1.0,0.0,0.0
1924,a007753,1,2,7,5,6,7,나홀로 여행,1.0,0.0,0.0
1925,a001280,1,1,2,4,2,6,3인 이상 여행(가족 외),3.0,0.0,0.0
1926,a009619,3,3,5,4,6,4,2인 여행(가족 외),2.0,0.0,0.0
1927,a003906,4,3,4,3,6,4,나홀로 여행,1.0,0.0,0.0
1928,a010134,3,5,2,5,5,2,나홀로 여행,1.0,0.0,0.0
1929,a017864,7,6,5,3,4,4,나홀로 여행,1.0,0.0,0.0
1930,a006239,7,1,7,7,7,7,자녀 동반 여행,3.0,1.0,0.0
1931,a005360,3,2,3,5,5,5,2인 가족 여행,2.0,0.0,0.0
1932,a004184,6,1,4,4,5,2,2인 여행(가족 외),2.0,0.0,0.0
1933,a018224,3,2,2,5,5,5,2인 여행(가족 외),2.0,0.0,0.0
1934,a005768,4,2,4,2,2,5,2인 여행(가족 외),2.0,0.0,0.0
1935,a002408,3,3,4,3,3,4,자녀 동반 여행,3.0,1.0,0.0
1936,a005537,6,2,4,4,6,2,자녀 동반 여행,3.0,1.0,0.0
1937,a007940,2,2,4,3,3,3,2인 여행(가족 외),2.0,0.0,0.0
1938,a006438,1,1,1,4,7,7,나홀로 여행,1.0,0.0,0.0
1939,a004717,5,2,2,3,7,1,나홀로 여행,1.0,0.0,0.0
1940,a002735,1,1,7,1,7,1,2인 여행(가족 외),2.0,0.0,0.0
1941,a006348,3,2,2,5,2,3,2인 여행(가족 외),2.0,0.0,0.0
1942,a002543,4,3,2,4,4,7,자녀 동반 여행,3.0,1.0,0.0
1943,a002719,2,2,4,5,2,6,2인 여행(가족 외),2.0,0.0,0.0
1944,a002874,4,3,5,6,7,3,나홀로 여행,1.0,0.0,0.0
1945,a004739,1,1,5,5,1,7,2인 여행(가족 외),2.0,0.0,0.0
1946,a006423,5,4,2,3,4,4,나홀로 여행,1.0,0.0,0.0
1947,a009817,4,4,4,4,4,4,2인 가족 여행,2.0,0.0,0.0
1948,a006046,3,4,3,4,5,4,나홀로 여행,1.0,0.0,0.0
1949,a017935,2,2,3,3,3,6,자녀 동반 여행,3.0,1.0,0.0
1950,a005009,2,3,2,4,3,3,자녀 동반 여행,3.0,1.0,0.0
1951,a002670,2,5,1,4,6,2,자녀 동반 여행,3.0,1.0,0.0
1952,a003008,3,3,3,3,3,2,자녀 동반 여행,3.0,1.0,0.0
1953,a005469,6,3,6,6,3,3,나홀로 여행,1.0,0.0,0.0
1954,a004562,2,2,2,2,3,7,자녀 동반 여행,3.0,1.0,0.0
1955,a000399,4,3,3,3,4,5,3인 이상 여행(가족 외),3.0,0.0,0.0
1956,a001610,2,1,3,1,1,7,2인 여행(가족 외),2.0,0.0,0.0
1957,a010165,4,1,1,1,3,1,2인 여행(가족 외),2.0,0.0,0.0
1958,a003949,2,4,3,3,2,5,2인 여행(가족 외),2.0,0.0,0.0
1959,a000454,4,3,4,6,3,6,자녀 동반 여행,3.0,1.0,0.0
1960,a006810,1,1,2,1,4,6,나홀로 여행,1.0,0.0,0.0
1961,a011172,4,1,6,6,1,7,3인 이상 여행(가족 외),3.0,0.0,0.0
