,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID,RATING
7234,2210070010,a_a006624,인천둘레길 13코스,인천 중구 북성동1가,30.0,7,0.0,5.0,4.0,4.0,10,2837,14.7
7238,2210150005,b_b008136,토이로봇관,강원 춘천시 서면 현암리 360,30.0,3,0.0,3.0,2.0,2.0,10,3299,8.1
7243,2210230006,a_a009643,장충체육관,서울 중구 장충동2가 200-102,240.0,5,1.0,5.0,4.0,4.0,10,2941,14.7
7245,2211110010,a_a018000,삼청동길,서울 종로구 삼청동 산 2-1,30.0,7,0.0,4.0,3.0,3.0,11,1504,11.4
7246,2210220007,a_a007144,인천아트플랫폼,인천 중구 해안동1가 2-8,30.0,3,0.0,3.0,3.0,3.0,10,2847,9.9
7254,2210310003,a_a014874,자라섬,경기 가평군 가평읍 달전리 30,90.0,8,0.0,5.0,5.0,5.0,10,2900,16.5
7257,2208280001,a_a001244,배론성지,충북 제천시 봉양읍 구학리 674,60.0,2,0.0,5.0,5.0,5.0,08,1303,16.5
7258,2210180002,a_a007786,송리단길,서울 송파구 송파동,60.0,4,0.0,4.0,4.0,4.0,10,1832,13.2
7259,2211050006,a_a015776,롯데월드아쿠아리움,서울 송파구 신천동 29,90.0,6,0.0,5.0,5.0,5.0,11,1060,16.5
7263,2210220003,a_a007940,창경궁,서울 종로구 와룡동 2-1,90.0,2,1.0,5.0,5.0,5.0,10,3082,16.5
7264,2210140008,a_a003445,남산서울타워,서울 용산구 용산동2가 산 1-3,120.0,1,1.0,5.0,5.0,5.0,10,632,16.5
7265,2210150003,a_a006260,스타필드 안성,,180.0,4,0.0,4.0,4.0,4.0,10,1968,13.2
7266,2210150003,a_a006286,롯데백화점 평촌점 교보문고,,60.0,4,1.0,4.0,4.0,5.0,10,1033,14.2
7268,2208210005,a_a000801,유니플렉스,서울 종로구 동숭동 1-94,180.0,3,1.0,5.0,5.0,5.0,08,2613,16.5
7273,2208220005,a_a000458,롯데프리미엄아울렛 타임빌라스,경기 의왕시 학의동 1039,120.0,4,0.0,5.0,5.0,5.0,08,1069,16.5
7284,2211110003,a_a017653,콩치노 콩크리트,경기 파주시 탄현면 성동리 124-23,60.0,3,0.0,5.0,5.0,5.0,11,3244,16.5
7288,2210080006,a_a006254,레이크꼬모 동탄,경기 화성시 송동 694,30.0,4,1.0,4.0,4.0,4.0,10,977,13.2
7290,2210210005,a_a010475,일본풍거리,인천 중구 관동1가 24,60.0,4,0.0,4.0,4.0,4.0,10,2866,13.2
7292,2208140003,a_a000094,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,4.0,4.0,4.0,08,829,13.2
7294,2211100004,a_a017962,마장호수출렁다리,경기 파주시 광탄면 기산리,90.0,1,0.0,5.0,4.0,4.0,11,1098,14.7
7296,2210150004,b_b007934,허브아일랜드,경기 포천시 신북면 삼정리 517-2,30.0,8,0.0,5.0,5.0,5.0,10,3604,16.5
7298,2210220006,a_a004076,수원화성,경기 수원시 장안구 영화동 320-2,90.0,2,1.0,5.0,5.0,5.0,10,1894,16.5
7304,2210010003,a_a004662,설봉공원,경기 이천시 관고동 408-3,30.0,1,0.0,5.0,4.0,4.0,10,1710,14.7
7305,2210020005,a_a002480,창덕궁,서울 종로구 와룡동 2-71,120.0,2,0.0,5.0,5.0,5.0,10,3084,16.5
7310,2208270002,a_a001213,부천자연생태공원,경기 부천시 춘의동 382,150.0,1,0.0,5.0,5.0,5.0,08,1385,16.5
7311,2210220003,a_a009694,이마트 미아점,서울 성북구 길음동 25-2,60.0,4,0.0,3.0,3.0,3.0,10,2691,9.9
7314,2210150005,a_a007425,못난이유원지,,30.0,3,0.0,4.0,4.0,4.0,10,1176,13.2
7317,2210170005,a_a007241,메머드익스프레스,,0.0,4,0.0,5.0,5.0,5.0,10,1143,16.5
7318,2209230005,a_a002218,롯데월드,서울 송파구 잠실동 40-1,270.0,6,1.0,5.0,4.0,4.0,09,1054,14.7
7319,2210090004,a_a004896,서울 가로수길,,90.0,7,0.0,5.0,5.0,5.0,10,1560,16.5
7323,2208210003,a_a000454,현대백화점 무역센터점,서울 강남구 삼성동 159-7,30.0,4,0.0,4.0,4.0,4.0,08,3629,13.2
7325,2210300001,a_a008659,광장시장 전골목,서울 종로구 종로4가,30.0,4,0.0,4.0,4.0,4.0,10,408,13.2
7333,2210280006,a_a005883,유적지방문자센터,경기 연천군 전곡읍 전곡리 515,60.0,3,0.0,4.0,4.0,4.0,10,2623,13.2
7335,2209040005,a_a001406,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,60.0,1,0.0,4.0,4.0,4.0,09,629,13.2
7338,2210030003,a_a004091,경복궁,서울 종로구 세종로 1-91,120.0,2,0.0,5.0,5.0,5.0,10,258,16.5
7339,2210220004,a_a007360,김대중대통령 사저기념관,,30.0,2,0.0,5.0,5.0,5.0,10,554,16.5
7346,2210290002,a_a014782,오이도 빨강등대,경기 시흥시 정왕동 2043,120.0,4,0.0,3.0,3.0,3.0,10,2441,9.9
7349,2210220002,a_a007360,풍동 애니골,,120.0,7,0.0,4.0,3.0,3.0,10,3432,11.4
7351,2210230009,a_a011422,석촌호수산책길,서울 송파구 송파동,30.0,7,0.0,5.0,5.0,5.0,10,1695,16.5
7353,2209240005,a_a001998,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,1.0,4.0,4.0,4.0,09,1894,13.2
7354,2210300002,a_a015328,유니클로 신사점,서울 강남구 신사동 539-11,30.0,4,0.0,4.0,4.0,5.0,10,2609,14.2
7357,2208270007,a_a000972,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,0.0,5.0,5.0,5.0,08,1894,16.5
7360,2209300002,a_a003961,반포한강공원,서울 서초구 반포2동 115-5,60.0,1,0.0,5.0,5.0,5.0,09,1281,16.5
7361,2210220002,a_a006557,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,30.0,4,1.0,5.0,5.0,5.0,10,3654,16.5
7362,2210280005,a_a011277,광명동굴,경기 광명시 가학동 34-1,120.0,1,0.0,5.0,4.0,5.0,10,393,15.7
7369,2210160002,a_a007345,다산생태공원,,90.0,2,0.0,4.0,4.0,4.0,10,727,13.2
7371,2209250002,a_a002888,한국민속촌,경기 용인시 기흥구 보라동 107-1,270.0,13,0.0,5.0,4.0,4.0,09,3527,14.7
7376,2209170006,a_a001955,프렌즈스크린 진접로얄점,경기 남양주시 진접읍 금곡리 873-1,180.0,5,0.0,5.0,5.0,5.0,09,3436,16.5
7377,2210230008,a_a010152,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,300.0,5,0.0,4.0,5.0,5.0,10,2921,15.0
7387,2208270006,a_a001473,롯데프리미엄아울렛 파주점,경기 파주시 문발동 644,60.0,4,1.0,4.0,4.0,4.0,08,1070,13.2
7392,2209170006,a_a002336,창덕궁,서울 종로구 와룡동 2-71,60.0,2,0.0,5.0,5.0,5.0,09,3084,16.5
7393,2210010010,a_a002233,청계천,서울 종로구 서린동 148,30.0,7,0.0,4.0,4.0,4.0,10,3124,13.2
7394,2210200004,a_a006479,화담숲,경기 광주시 도척면 도웅리 산 33,330.0,1,1.0,5.0,5.0,5.0,10,3726,16.5
7395,2209250001,a_a003094,카자구루마(이상한변호사우영우 촬영장소),,30.0,2,0.0,4.0,3.0,4.0,09,3189,12.4
7403,2210310012,a_a011371,지투존 영등포점,서울 영등포구 영등포동3가 10-39,30.0,5,0.0,5.0,5.0,5.0,10,3058,16.5
7408,2211120005,a_a017927,상수역 6호선,서울 마포구 상수동 309-10,180.0,4,0.0,5.0,5.0,5.0,11,1514,16.5
7409,2210010003,a_a003123,시화방조제,경기 안산시 단원구 대부동동 2098-1,120.0,13,0.0,1.0,2.0,2.0,10,1998,5.1
7410,2210070002,a_a003731,용문사,경기 양평군 용문면 신점리 625,60.0,2,0.0,5.0,5.0,5.0,10,2492,16.5
7415,2210140003,a_a007617,안양천합수부,서울 강서구 염창동 221-2,30.0,7,1.0,5.0,5.0,5.0,10,2183,16.5
7420,2209260003,a_a003134,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,420.0,6,1.0,4.0,3.0,3.0,09,2265,11.4
7421,2210160003,a_a009411,양서농협 두물머리 로컬푸드직매장,경기 양평군 양서면 양수리 1161-5,30.0,4,1.0,5.0,5.0,5.0,10,2217,16.5
7423,2209170007,a_a001900,에잇비돌체 잠실월드타워점,서울 송파구 신천동 8,60.0,4,0.0,5.0,5.0,3.0,09,2291,14.5
7424,2210150003,c_c005679,국립현대미술관 과천,,60.0,3,0.0,2.0,1.0,1.0,10,486,4.8
7425,2208240005,a_a000788,H&M 명동중앙길점,서울 중구 명동2가 33-3,30.0,4,0.0,4.0,3.0,3.0,08,63,11.4
7435,2210270005,a_a011502,포토시그니처 서촌점,서울 종로구 체부동 42,30.0,3,0.0,5.0,5.0,5.0,10,3422,16.5
7436,2210220006,a_a007360,보넷길,,30.0,4,0.0,4.0,3.0,3.0,10,1345,11.4
7440,2210290002,a_a005707,운현궁,서울 종로구 운니동 114-10,30.0,2,0.0,5.0,4.0,4.0,10,2549,14.7
7442,2210270005,a_a007100,행궁동 음식문화거리,,60.0,4,0.0,5.0,5.0,5.0,10,3585,16.5
7445,2210160004,a_a008748,평택시농업생태원,,60.0,13,0.0,5.0,5.0,5.0,10,3387,16.5
7449,2209240002,a_a001976,팔달문 거리,,60.0,4,0.0,4.0,4.0,5.0,09,3357,14.2
7452,2209220002,a_a001926,63빌딩 에릭요한슨 사진전,,60.0,3,0.0,5.0,4.0,5.0,09,15,15.7
7454,2209110008,a_a001798,라페스타,경기 고양시 일산동구 장항동 763-3,30.0,4,1.0,4.0,4.0,4.0,09,961,13.2
7456,2209240005,a_a003057,이케아 광명점,경기 광명시 일직동 500,60.0,4,0.0,5.0,5.0,5.0,09,2767,16.5
7457,2208270007,a_a001109,청운문학도서관,서울 종로구 청운동 4-20,30.0,1,0.0,5.0,5.0,5.0,08,3147,16.5
7458,2210290005,a_a012513,수원화성,경기 수원시 장안구 영화동 320-2,60.0,2,0.0,4.0,4.0,4.0,10,1894,13.2
7459,2208270005,a_a000450,철원한탄강 주상절리길 순담매표소,강원 철원군 갈말읍 군탄리 산 78-2,90.0,1,0.0,2.0,4.0,4.0,08,3115,10.2
7462,2210310003,a_a007645,화담숲,경기 광주시 도척면 도웅리 산 33,240.0,1,0.0,5.0,5.0,5.0,10,3726,16.5
7463,2210290009,a_a015272,108하늘계단,서울 용산구 후암동,30.0,7,0.0,4.0,3.0,4.0,10,3,12.4
7465,2208190002,a_a000928,캐리비안베이,경기 용인시 처인구 포곡읍 유운리 551-1,300.0,6,1.0,5.0,5.0,5.0,08,3203,16.5
7467,2209030006,a_a000537,국립현대미술관 서울관 아트샵,,0.0,3,1.0,5.0,5.0,5.0,09,490,16.5
7470,2209050004,a_a001419,신세계백화점 강남점,서울 서초구 반포동 19-3,30.0,4,0.0,4.0,4.0,5.0,09,2028,14.2
7473,2210230001,a_a010576,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,30.0,4,1.0,4.0,4.0,4.0,10,3650,13.2
7478,2208210006,a_a000851,황리단길,경북 경주시 황남동 270-10,60.0,4,0.0,4.0,4.0,4.0,08,3770,13.2
7481,2209270007,a_a003089,홍대앞걷고싶은거리,서울 마포구 서교동 348-40,60.0,4,1.0,4.0,3.0,3.0,09,3709,11.4
7482,2210290003,a_a012091,마로니에공원,서울 종로구 동숭동 1-124,30.0,1,1.0,4.0,4.0,4.0,10,1085,13.2
7489,2209220008,a_a002222,이랜드크루즈,서울 영등포구 여의도동 85-5,120.0,5,0.0,5.0,5.0,5.0,09,2679,16.5
7492,2210090004,a_a005659,남한산성둘레길 1코스,경기 광주시 남한산성면 산성리,60.0,7,0.0,5.0,5.0,5.0,10,655,16.5
7493,2208070002,a_a000074,전쟁기념관 어린이박물관,서울 용산구 용산동1가 8,60.0,2,0.0,3.0,3.0,3.0,08,2961,9.9
7495,2209180004,a_a001621,코엑스,서울 강남구 삼성동 159,30.0,4,1.0,5.0,4.0,4.0,09,3233,14.7
7499,2209130002,a_a001965,오이도,경기 시흥시 정왕동 1073,60.0,1,1.0,4.0,4.0,4.0,09,2438,13.2
7500,2209240002,a_a001638,창경궁,서울 종로구 와룡동 2-1,120.0,2,0.0,5.0,5.0,5.0,09,3082,16.5
7501,2209170006,a_a001791,LF스퀘어 양주,경기 양주시 회정동 453-19,60.0,4,1.0,4.0,4.0,5.0,09,81,14.2
7503,2208280006,a_a000131,송도맥주축제,인천 연수구 송도동 26-1,210.0,8,0.0,5.0,5.0,5.0,08,1819,16.5
7505,2210030001,a_a003796,볼원볼링센터,경기 의정부시 호원동 450-2,120.0,5,0.0,5.0,5.0,5.0,10,1361,16.5
7506,2210030004,a_a003329,갤러리아백화점 광교점,경기 수원시 영통구 하동 871-1,60.0,4,1.0,5.0,5.0,5.0,10,211,16.5
7508,2210020005,a_a002992,세라젬웰카페 서울반포직영점,서울 서초구 반포동 57-3,60.0,13,0.0,5.0,5.0,5.0,10,1735,16.5
7510,2210300004,a_a011517,현대백화점 킨텍스점,경기 고양시 일산서구 대화동 2602,120.0,4,1.0,4.0,3.0,3.0,10,3637,11.4
7511,2210020002,a_a004171,충장근린체육공원 테니스장,경기 고양시 덕양구 행주내동 650-9,120.0,5,1.0,1.0,5.0,5.0,10,3177,10.5
7518,2209030003,a_a001549,AK& 기흥,경기 용인시 기흥구 구갈동 234-3,120.0,4,0.0,4.0,5.0,4.0,09,20,14.0
7522,2209100002,a_a002043,남이섬,강원 춘천시 남산면 방하리 197,270.0,1,1.0,4.0,5.0,5.0,09,644,15.0
7523,2209170004,a_a001757,제부도 제비꼬리 둘레길,,30.0,7,0.0,4.0,4.0,4.0,09,2991,13.2
7528,2208310005,a_a000413,북촌한옥마을,서울 종로구 가회동 31-31,90.0,7,0.0,4.0,4.0,4.0,08,1418,13.2
7530,2210300001,a_a014965,여의도한강공원,서울 영등포구 여의도동 85,60.0,1,0.0,5.0,5.0,5.0,10,2324,16.5
7534,2209290003,a_a003636,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,1.0,5.0,5.0,5.0,09,3752,16.5
7536,2211050005,a_a014996,정동길,,0.0,7,0.0,4.0,4.0,5.0,11,2969,14.2
7537,2210160002,a_a003657,히어로키즈파크 동탄지점,경기 화성시 오산동 973,150.0,6,0.0,5.0,5.0,5.0,10,3804,16.5
7541,2209240003,a_a002154,비봉산전망대,경기 안양시 동안구 비산동 산 186-17,60.0,1,0.0,5.0,5.0,5.0,09,1449,16.5
7544,2209130006,a_a002121,타임스퀘어,서울 영등포구 영등포동4가 442,30.0,4,0.0,4.0,4.0,4.0,09,3269,13.2
7545,2210220002,a_a008094,검단산,경기 하남시 배알미동 산 13-6,240.0,1,0.0,5.0,5.0,5.0,10,226,16.5
7549,2210260001,a_a011117,뮤지엄209,서울 송파구 신천동 29-1,60.0,3,0.0,4.0,4.0,4.0,10,1215,13.2
7551,2208300001,a_a001127,광장시장,서울 종로구 예지동 2-1,90.0,4,0.0,4.0,4.0,4.0,08,406,13.2
7554,2209210008,a_a002205,행궁파티 '그 해 우리는' 드라마 촬영지,,0.0,2,0.0,3.0,1.0,1.0,09,3588,6.3
7555,2210300004,a_a011646,지동시장,경기 수원시 팔달구 지동 402-2,30.0,4,0.0,4.0,4.0,4.0,10,3052,13.2
7563,2208150009,a_a000140,수리산 슬기봉,,30.0,1,0.0,3.0,3.0,3.0,08,1844,9.9
7565,2210280004,a_a011603,경기도박물관,경기 용인시 기흥구 상갈동 496,60.0,2,0.0,3.0,3.0,3.0,10,238,9.9
7567,2210010005,a_a002718,연희자연마당,인천 서구 연희동 414-1,30.0,1,0.0,4.0,4.0,4.0,10,2372,13.2
7573,2209270004,a_a003011,반계리은행나무,강원 원주시 문막읍 반계리 1495-1,0.0,1,0.0,3.0,1.0,1.0,09,1270,6.3
7576,2210080002,b_b004636,국립과천과학관,경기 과천시 과천동 758,390.0,3,1.0,1.0,5.0,5.0,10,455,10.5
7579,2210290003,a_a008270,낙산공원,서울 종로구 동숭동 산 2-10,30.0,7,1.0,5.0,5.0,5.0,10,597,16.5
7584,2210200003,a_a009844,임진강댑싸리공원,경기 연천군 중면 삼곶리 422,30.0,1,0.0,4.0,4.0,4.0,10,2894,13.2
7585,2210220002,a_a008446,국립고궁박물관,서울 종로구 세종로 1-57,90.0,2,1.0,5.0,5.0,5.0,10,452,16.5
7586,2210300003,a_a011486,매향교,경기 수원시 팔달구 북수동,0.0,7,0.0,4.0,3.0,3.0,10,1125,11.4
7589,2210140009,a_a004402,엔젤스 코인노래방,,30.0,5,0.0,4.0,4.0,4.0,10,2302,13.2
7590,2211010003,a_a014382,명동거리,서울 중구 명동2가,60.0,4,0.0,5.0,5.0,4.0,11,1148,15.5
7592,2210010007,a_a005463,페인트룸,,60.0,13,0.0,5.0,4.0,5.0,10,3376,15.7
7593,2209120003,a_a001990,인사동거리,,30.0,4,0.0,5.0,5.0,5.0,09,2795,16.5
7596,2209260001,a_a002890,롯데백화점 동탄점,경기 화성시 오산동 967-2419,150.0,4,0.0,4.0,3.0,4.0,09,1020,12.4
7599,2210280014,a_a005784,인천아트센터,인천 연수구 송도동 30-3,180.0,3,0.0,5.0,4.0,5.0,10,2846,15.7
7600,2210150006,a_a006716,라페스타,,0.0,4,0.0,4.0,4.0,4.0,10,961,13.2
7601,2211120006,a_a017959,철도박물관,경기 의왕시 월암동 374-1,90.0,2,0.0,5.0,5.0,5.0,11,3109,16.5
7605,2210290004,a_a012091,아트원씨어터,서울 종로구 동숭동 1-181,180.0,3,1.0,5.0,5.0,5.0,10,2137,16.5
7609,2209240001,a_a002740,오설록티하우스 한남점,서울 용산구 한남동 740-1,120.0,3,0.0,5.0,5.0,5.0,09,2431,16.5
7622,2211020003,a_a015355,숭례문,서울 중구 남대문로4가 29,30.0,2,0.0,3.0,2.0,2.0,11,1933,8.1
7623,2209200007,a_a001716,창덕궁 후원,서울 종로구 와룡동 2-71,90.0,2,1.0,5.0,5.0,5.0,09,3088,16.5
7624,2209170003,a_a002049,수원화성,경기 수원시 장안구 영화동 320-2,60.0,2,0.0,5.0,5.0,5.0,09,1894,16.5
7634,2210300003,a_a012450,인왕산,서울 종로구 옥인동 산 3-39,120.0,7,1.0,1.0,5.0,5.0,10,2809,10.5
7635,2210230010,a_a011422,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,0.0,3.0,3.0,4.0,10,1064,10.9
7640,2210020012,a_a004118,신포국제시장,인천 중구 신포동 3-2,30.0,4,1.0,5.0,5.0,5.0,10,2048,16.5
7651,2210070005,a_a004604,두물머리,경기 양평군 양서면 양수리,30.0,1,1.0,5.0,5.0,5.0,10,911,16.5
7652,2208110003,a_a000080,하이커그라운드,서울 중구 다동 10,60.0,3,1.0,4.0,4.0,4.0,08,3501,13.2
7653,2209090005,a_a002056,정약용유적지 생가,경기 남양주시 조안면 능내리 93-2,30.0,2,0.0,4.0,4.0,4.0,09,2978,13.2
7654,2210130003,a_a006603,아쿠아플라넷 광교,경기 수원시 영통구 하동 871,60.0,6,0.0,5.0,2.0,5.0,10,2117,14.1
7656,2211050003,a_a015323,행리단길,경기 수원시 팔달구 장안동 290-3,60.0,4,0.0,5.0,4.0,4.0,11,3589,14.7
7661,2210140006,a_a008217,서울시청,,30.0,7,0.0,4.0,4.0,4.0,10,1625,13.2
7663,2210080005,a_a003162,인천대공원 어린이동물원,인천 남동구 장수동 산 112-3,30.0,6,0.0,5.0,5.0,5.0,10,2832,16.5
7665,2208270004,a_a001109,인왕산 수성동계곡,서울 종로구 옥인동 179-1,30.0,1,0.0,5.0,5.0,5.0,08,2811,16.5
7666,2209240003,a_a002324,연천호로고루,경기 연천군 장남면 원당리 1257-1,60.0,8,0.0,3.0,3.0,3.0,09,2369,9.9
7667,2209190005,a_a001997,경복궁,서울 종로구 세종로 1-91,60.0,2,0.0,5.0,5.0,5.0,09,258,16.5
7669,2208200004,a_a000800,콩치노 콩크리트,경기 파주시 탄현면 성동리 124-23,60.0,3,0.0,5.0,5.0,5.0,08,3244,16.5
7674,2209240003,a_a002859,난지한강공원,서울 마포구 상암동 495-72,120.0,1,0.0,5.0,5.0,5.0,09,606,16.5
7677,2210250003,a_a003192,창경궁,서울 종로구 와룡동 2-1,30.0,2,0.0,4.0,3.0,3.0,10,3082,11.4
7678,2210280007,a_a014163,포천반월성,경기 포천시 군내면 구읍리 산 5-1,30.0,2,0.0,5.0,5.0,5.0,10,3412,16.5
7691,2208280006,a_a001464,렛츠런파크서울,경기 과천시 주암동 685,90.0,3,0.0,4.0,4.0,4.0,08,985,13.2
7694,2210300004,a_a008107,홈보이서울,서울 종로구 적선동 94,30.0,4,0.0,5.0,5.0,5.0,10,3674,16.5
7703,2210210005,a_a010134,모옌 부천점,경기 부천시 심곡동 176-10,30.0,4,1.0,4.0,4.0,4.0,10,1170,13.2
7705,2210150003,a_a007425,국립민속박물관 파주,,120.0,2,0.0,5.0,5.0,5.0,10,464,16.5
7708,2210290009,a_a005303,에버랜드 블러드시티,,60.0,6,0.0,5.0,5.0,5.0,10,2272,16.5
7710,2210150019,a_a006619,월미도,,60.0,1,1.0,5.0,5.0,5.0,10,2573,16.5
7713,2210030003,a_a005621,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,1.0,5.0,5.0,5.0,10,1894,16.5
7731,2210280003,a_a014163,화적연,경기 포천시 영북면 자일리,30.0,1,0.0,5.0,5.0,5.0,10,3759,16.5
7734,2210310004,a_a007288,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,1.0,4.0,4.0,4.0,10,3589,13.2
7738,2208250002,a_a000910,두물머리,경기 양평군 양서면 양수리,30.0,1,1.0,4.0,4.0,4.0,08,911,13.2
7746,2210030002,a_a005107,드라마 아스달 연대기 오산세트장,경기 오산시 내삼미동 240,30.0,2,0.0,5.0,5.0,5.0,10,925,16.5
7748,2210140005,c_c006214,서울숲,서울 성동구 성수동1가 678-1,210.0,1,1.0,5.0,5.0,5.0,10,1610,16.5
7750,2210220001,a_a008211,경복궁역 3호선,서울 종로구 적선동 81-1,60.0,4,1.0,5.0,5.0,5.0,10,261,16.5
7754,2208270008,a_a000771,홈플러스익스프레스 고양중산점,경기 고양시 일산동구 중산동 1813,0.0,4,0.0,5.0,5.0,5.0,08,3697,16.5
7758,2210300002,d_d005429,경복궁,서울 종로구 세종로 1-91,60.0,2,0.0,5.0,5.0,5.0,10,258,16.5
7762,2210300001,a_a015253,서울대공원 서울동물원,경기 과천시 막계동 623,210.0,6,1.0,4.0,5.0,5.0,10,1580,15.0
7763,2209180005,a_a002395,광화문광장,서울 종로구 세종로 1-68,60.0,2,1.0,4.0,3.0,3.0,09,415,11.4
7765,2210090010,a_a004565,클럽FF,서울 마포구 서교동 407-8,240.0,3,0.0,5.0,5.0,5.0,10,3252,16.5
7768,2210150007,a_a003595,청계천,서울 종로구 서린동 148,30.0,1,1.0,5.0,5.0,5.0,10,3124,16.5
7769,2210300003,a_a010954,낙산공원,서울 종로구 동숭동 산 2-10,30.0,2,0.0,4.0,3.0,4.0,10,597,12.4
7773,2209240004,a_a002321,렛츠런파크서울,경기 과천시 주암동 685,90.0,3,0.0,4.0,4.0,3.0,09,985,12.2
7778,2209160018,a_a002246,경의선숲길,서울 마포구 동교동 190-1,30.0,1,1.0,4.0,4.0,3.0,09,268,12.2
7779,2210250003,a_a011870,롯데월드타워,서울 송파구 신천동 29,30.0,13,0.0,5.0,5.0,5.0,10,1061,16.5
7782,2210300006,a_a015098,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,4.0,3.0,4.0,10,3752,12.4
7789,2209030010,a_a000704,그라운드시소 서촌,서울 종로구 통의동 35-17,30.0,3,0.0,4.0,4.0,4.0,09,512,13.2
7791,2210210006,a_a009812,중마루공원,서울 영등포구 영등포동2가 222,30.0,1,0.0,4.0,3.0,3.0,10,3042,11.4
7795,2210300002,a_a012288,마장호수,경기 파주시 광탄면 기산리 451-2,60.0,1,0.0,2.0,1.0,3.0,10,1097,6.8
7796,2211040005,a_a015750,수봉공원 현충탑,인천 미추홀구 도화동 산 60-8,30.0,1,0.0,4.0,3.0,3.0,11,1852,11.4
7800,2208270002,a_a000562,압구정로데오거리,서울 강남구 신사동 668-33,750.0,4,0.0,3.0,4.0,3.0,08,2200,10.7
7803,2208280004,a_a001129,청계광장,서울 중구 태평로1가 1,120.0,1,1.0,4.0,4.0,4.0,08,3117,13.2
7809,2210070005,a_a006624,인천차이나타운,인천 중구 북성동2가 14,30.0,4,0.0,4.0,3.0,4.0,10,2852,12.4
7812,2209230002,a_a002548,수원화성 팔달문,경기 수원시 팔달구 팔달로2가 138,60.0,2,0.0,4.0,3.0,4.0,09,1909,12.4
7813,2209110002,a_a001657,대한불교조계종 신륵사,경기 여주시 천송동 282,60.0,2,1.0,5.0,4.0,4.0,09,798,14.7
7818,2209240001,a_a001612,가평 도그랜드 인근,,120.0,1,0.0,4.0,2.0,2.0,09,142,9.6
7821,2210150003,a_a005685,노점 분식집,,30.0,4,0.0,3.0,3.0,3.0,10,693,9.9
7833,2209250001,a_a001605,이봉창의사역사울림관,서울 용산구 효창동 286-7,60.0,2,0.0,4.0,3.0,3.0,09,2738,11.4
7834,2210090002,a_a004061,롯데월드타워,서울 송파구 신천동 29,60.0,13,1.0,5.0,5.0,5.0,10,1061,16.5
7847,2210010003,a_a003049,인천개항박물관,인천 중구 중앙동1가 9-2,30.0,2,0.0,5.0,5.0,5.0,10,2822,16.5
7850,2209240001,a_a002881,산정호수,경기 포천시 영북면 산정리 243-1,150.0,1,0.0,5.0,5.0,5.0,09,1482,16.5
